id,player_name
2231,GrahamKoonce
2326,HerbertPerry
4514,OliverPérez
5890,WilsonAlvarez
3943,MarkJohnson
3239,JoshBeckett
2712,JavierVazquez
3545,KevinBrown
2824,JeriomeRobertson
2932,JoeGirardi
660,BrandonLarson
5828,WayneFranklin
3203,JoseJimenez
2254,GregMaddux
2194,GeraldWilliams
4019,MattClement
3930,MarkBuehrle
3502,KelvimEscobar
3250,JoshHall
5076,RyanVogelsong
2222,GookieDawkins
3082,JonGarland
735,BrettMyers
519,BillyWagner
316,AndyAbad
4289,MikeLamb
5564,TommyPhelps
4024,MattDiaz
3549,KevinCorreia
1435,DanHaren
421,AugieOjeda
1370,CraigPaquette
3610,KirkRueter
932,CarlPavano
507,BillSelby
2693,JasonSimontacchi
4650,PeterZoccolillo
5239,SethEtherton
4277,MikeGlavine
331,AndyPettitte
978,CarlosValderrama
4607,PaulWilson
5097,SalomonTorres
2847,JesseFoppert
2499,Jae WeongSeo
5838,WesObermueller
5155,ScottElarton
681,BrandonWebb
2740,JeffAustin
4618,PedroFeliciano
283,AndrewGood
1765,DrewHenson
1172,ChrisReitsma
1934,EnriqueCruz
2830,JeromeWilliams
3012,JohnBale
2344,HoracioRamirez
2547,JakePeavy
1503,DannyGraves
4962,RoyHalladay
5525,ToddVan Poppel
3574,KevinMillwood
5778,VicentePadilla
4509,OdalisPerez
785,BrianMeadows
5266,ShaneReynolds
2650,JasonEllison
3523,KennyRogers
3394,JulianTavarez
4851,RobBowen
2690,JasonRomano
1745,DougDavis
5303,SidneyPonson
4612,PedroAstacio
480,BenHoward
207,AlexPrieto
4225,MiguelBatista
3410,Jung KeunBong
982,CarltonLoewer
3611,KirkSaarloos
1384,CurtSchilling
866,BubbaCrosby
5342,SterlingHitchcock
490,BenSheets
2691,JasonSchmidt
3053,JohnPatterson
1661,DennyStark
705,BrentAbernathy
556,BobbyCrosby
1877,EdwinJackson
2333,HiramBocachica
4201,MichaelTejera
36,AaronHeilman
4049,MattKinney
3475,KazIshii
35,AaronHarang
2656,JasonGrabowski
5987,ZachDay
2810,JeremyGriffiths
3640,KurtAinsworth
5005,RyanDempster
1796,DustinHermanson
136,AlLeiter
3957,MarkRedman
3633,KrisBenson
1228,ClaudioVargas
3182,JoseAcevedo
3361,JuanAcevedo
5458,TerryAdams
380,AntonioAlfonseca
3848,LukeAllen
399,ArmandoAlmanza
1872,EdwinAlmonte
2304,HectorAlmonte
3362,JuanAlvarez
5780,VictorAlvarez
2631,JasonAnderson
3542,KevinAppier
317,AndyAshby
3800,LuisAyala
3890,MannyAybar
630,BrandonBacke
4247,MikeBacsik
1521,DanysBaez
4822,RickBauer
4907,RodBeck
2918,JoeBeimel
4004,MattBelisle
4850,RobBell
140,AlanBenes
400,ArmandoBenitez
2913,JoaquínBenoit
70,AdamBernero
4692,RafaelBetancourt
4903,RockyBiddle
4421,NickBierbrodt
4381,NateBland
757,BrianBoehringer
2806,JeremyBonderman
4615,PedroBorbon
5509,TobyBorland
2924,JoeBorowski
4832,RickyBottalico
2639,JasonBoyd
1027,ChadBradford
1692,DewonBrazelton
3929,MarkBudzinski
4996,RyanBukvich
3607,KirkBullinger
4382,NateBump
1556,DaveBurba
3017,JohnBurkett
4212,MickeyCallaway
1114,ChrisCapuano
2212,GiovanniCarrara
1398,D.J.Carrasco
3709,LanceCarter
2507,JaimeCerda
3366,JuanCerros
2883,JimChamblee
5605,TravisChapman
831,BruceChen
1097,Chin-FengChen
2643,JasonChristiansen
4917,RogerClemens
3776,LouCollier
2854,JesusColome
462,BartoloColon
3192,JoseContreras
4961,RoyCorcoran
1028,ChadCordero
2081,FranciscoCordero
3933,MarkCorey
4383,NateCornejo
4262,MikeCrudale
5860,WillCunnane
4517,OmarDaal
5776,VicDarensbourg
2646,JasonDavis
2928,JoeDawley
5770,ValerioDe Los Santos
4823,RickDeHart
4263,MikeDeJean
2929,JoeDePastino
4918,RogerDeago
694,BrendanDonnelly
4508,OctavioDotel
5152,ScottDowns
5482,TimDrew
5609,TravisDriskill
2730,JaysonDurocher
142,AlanEmbree
3737,LeoEstrella
3658,KyleFarnsworth
2756,JeffFassero
2603,JaredFernandez
361,AnthonyFerrari
4411,NelsonFigueroa
5580,TonyFiore
998,CaseyFossum
3024,JohnFoster
3490,KeithFoulke
1030,ChadFox
3025,JohnFranco
775,BrianFuentes
33,AaronFultz
1951,EricGagne
4275,MikeGallo
4795,ReynaldoGarcia
4952,RosmanGarcia
2182,GeoffGeary
2112,FranklynGerman
2655,JasonGilfillan
2199,GeremiGonzalez
4167,MichaelGonzalez
5533,TomGordon
3030,JohnGrabow
2658,JasonGrimsley
878,BuddyGroom
3556,KevinGryboski
1832,EddieGuardado
3939,MarkGuthrie
3869,LutherHackman
3031,JohnHalama
2991,JoeyHamilton
1137,ChrisHammond
3252,JoshHancock
5611,TravisHarper
5296,ShigetoshiHasegawa
503,BillHaselman
3706,LaTroyHawkins
844,BryanHebson
4570,PatHentgen
4890,RobertoHernandez
5661,TreyHodges
5646,TrevorHoffman
1542,DarrenHolmes
3112,JonathanJohnson
5518,ToddJones
2900,JimmyJournell
3167,JorgeJulio
1960,EricJunge
4738,RandyKeisler
5396,Sun-WooKim
4761,RayKing
1962,EricKnott
2167,GaryKnotts
513,BillyKoch
1438,DanKolb
4288,MikeKoplove
3039,JohnLackey
5850,WilfredoLedezma
1383,CurtLeskanic
137,AlLevine
248,AllenLevrault
1279,ColbyLewis
598,BradLidge
3534,KerryLigtenberg
5451,TedLilly
4292,MikeLincoln
2228,GraemeLloyd
387,AquilinoLopez
4910,RodrigoLopez
1672,DerekLowe
5213,SeanLowe
5662,TreyLunsford
664,BrandonLyon
4294,MikeMacDougal
261,AndersonMachado
5039,RyanMadson
4929,RonMahay
2889,JimMann
1600,DavidManning
3399,JulioManon
4061,MattMantei
3310,JosiasManzanillo
1421,DamasoMarte
5537,TomMartin
3821,LuisMartinez
4625,PedroMartinez
3400,JulioMateo
4299,MikeMatthews
1536,DarrellMay
2890,JimMecir
4710,RamiroMendoza
2309,HectorMercado
3209,JoseMercedes
3529,KentMercker
3210,JoseMesa
1040,ChadMeyers
1440,DanMiceli
2680,JasonMiddlebrook
4066,MattMiller
5638,TreverMiller
787,BrianMoehler
2137,GabeMolina
4525,OrberMoreno
5586,TonyMounce
3954,MarkMulder
5460,TerryMulholland
5173,ScottMullen
4309,MikeMussina
4310,MikeMyers
4908,RodneyMyers
1066,CharlesNagy
4209,MichealNakamura
5264,ShaneNance
2953,JoeNathan
1660,DennyNeagle
522,BlaineNeal
2778,JeffNelson
4312,MikeNeu
4662,PhilNorton
5809,VladimirNunez
3578,KevinOlsen
1834,EddieOropesa
2851,JesseOrosco
4717,RamonOrtiz
382,AntonioOsuna
3714,LancePainter
5361,SteveParris
3271,JoshPearce
2683,JasonPearson
5676,TroyPercival
4883,RobertPerson
2980,JoelPineiro
1442,DanPlesac
1245,CliffPolitte
2723,JayPowell
794,BrianPowell
719,BretPrinz
675,BrandonPuffer
4604,PaulQuantrill
623,BradyRaggio
1939,ErasmoRamirez
3402,JulioRamirez
3926,MarioRamos
5336,StephenRandolph
814,BrittReames
5363,SteveReed
795,BrianReith
4322,MikeRemlinger
1662,DennysReyes
410,ArthurRhodes
3385,JuanRincon
4802,RicardoRincon
1615,DavidRiske
3922,MarianoRivera
2238,GrantRoberts
5881,WillisRoberts
4803,RicardoRodriguez
2092,FranciscoRodríguez
2419,J.C.Romero
4911,RodrigoRosario
5060,RyanRupe
449,B.J.Ryan
1788,DuanerSanchez
2055,FelixSanchez
2860,JesusSanchez
1619,DavidSanders
3222,JoseSantiago
5790,VictorSantos
1458,DaneSardinha
3476,KazuhiroSasaki
5184,ScottSauerbeck
5186,ScottSchoeneweis
4976,RudySeanez
1445,DanSerafini
5188,ScottService
5139,ScotShields
2692,JasonShiell
804,BrianShouse
4606,PaulShuey
1447,DanSmith
3060,JohnSmoltz
3694,KyleSnyder
3840,LuisSojo
4703,RafaelSoriano
5366,SteveSparks
3452,JustinSpeier
5501,TimSpooneybarger
4983,RussSpringer
1192,ChrisSpurling
4329,MikeStanton
5192,ScottStewart
4838,RickyStone
4575,PatStrange
5193,ScottStrickland
2563,JamalStrong
5421,TanyonSturtze
5194,ScottSullivan
809,BrianTallet
1657,DennisTankersley
3061,JohnThomson
4333,MikeTimlin
810,BrianTollberg
3295,JoshTowers
518,BillyTraber
2405,IsmaelValdez
2969,JoeValentine
4336,MikeVenafro
1566,DaveVeres
677,BrandonVillafuerte
4539,OscarVillarreal
3846,LuisVizcaino
610,BradVoyles
5077,RyanWagner
2599,JamieWalker
3592,KevinWalker
4642,PeteWalker
3742,LesWalrond
3967,MarkWatson
3460,JustinWayne
1623,DavidWeathers
2787,JeffWeaver
492,BenWeber
5689,TurkWendell
1450,DanWheeler
2139,GabeWhite
4101,MattWhite
4829,RickWhite
4338,MikeWilliams
5197,ScottWilliamson
2725,JayWitasick
5505,TimWorrell
1453,DanWright
3501,KellyWunsch
5792,VictorZambrano
1053,ChadZerbe
461,BarryZito
4401,NealCotts
139,AlReyes
5009,RyanDrese
1024,ChadBentz
591,BradHalsey
1900,ElizardoRamirez
2948,JoeMauer
2821,JeremyReed
5025,RyanHoward
4979,RussAdams
332,AndyPhillips
1709,DionerNavarro
4515,OlmedoSaenz
1625,DavidWright
4954,RossGload
5782,VictorDiaz
917,CalvinPickering
4045,MattHolliday
873,BuckyJacobsen
3093,JonRauch
5462,TerryTiffee
4218,MidreCummings
3172,JorgePiedra
86,AdamLaRoche
1428,DamonHollins
1605,DavidNewhan
1067,CharlesThomas
3162,JorgeCantu
5457,TerrmelSledge
312,AndrésBlanco
2674,JasonKubel
1191,ChrisSnyder
3595,KevinYoukilis
4762,RayLankford
4473,NickSwisher
1104,ChrisAguila
2444,JDClosser
3215,JoseOfferman
1418,DallasMcPherson
4214,MickeyLopez
1051,ChadTracy
766,BrianDallimore
3440,JustinLeone
2226,GradySizemore
5160,ScottHairston
451,B.J.Upton
3480,KazuoMatsui
594,BradHawpe
3062,JohnVan Benschoten
209,AlexRios
1691,DewayneWise
3710,LanceCormier
3016,JohnBuck
1362,CraigBrazell
4438,NickGreen
2768,JeffKeppinger
4968,RubenGotay
4500,NookLogan
5918,YadierMolina
1385,CurtisGranderson
1430,DamonMinor
1042,ChadMottola
1945,EricCrozier
2649,JasonDubois
2308,HectorLuna
2076,FrancisBeltran
3189,JoseCastillo
3497,KellyDransfeldt
1243,CliffLee
3089,JonLieber
3478,KazuhitoTadano
2479,JacobCruz
125,AdriánGonzález
145,AlanZinter
3197,JoseFlores
1746,DougDeVore
231,AlexisGomez
5571,TonyAlvarez
