year,index,player_url,TEAM,LEAGUE,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO,GO/AO,TB,IBB,BABIP,AB/HR
2007,24,,St. Louis Cardinals,NL,162,5529,725,1513,279,13,141,690,506,909,56,33,0.274,0.337,0.405,0.742,6211,54,68,54,154,1606,0.99,2241,47,0.303,39.21
2007,25,,San Francisco Giants,NL,162,5538,683,1407,267,37,131,641,532,907,119,33,0.254,0.322,0.387,0.709,6213,39,67,36,142,1730,1.08,2141,74,0.281,42.28
2007,26,,Los Angeles Dodgers,NL,162,5613,735,1544,276,35,129,706,511,864,137,50,0.275,0.337,0.406,0.743,6282,41,58,55,116,1743,1.11,2277,41,0.303,43.51
2007,27,,Los Angeles Angels,AL,162,5554,822,1578,324,23,123,776,507,883,139,55,0.284,0.345,0.417,0.762,6198,40,32,65,146,1696,1.14,2317,55,0.315,45.15
2007,27,,Washington Nationals,NL,162,5520,673,1415,309,31,123,646,524,1128,69,23,0.256,0.325,0.39,0.715,6201,53,63,41,143,1659,1.17,2155,38,0.3,44.88
2007,29,,Minnesota Twins,AL,162,5522,718,1460,273,36,118,671,512,839,112,30,0.264,0.33,0.391,0.721,6161,48,34,45,149,1852,1.28,2159,41,0.291,46.8
2007,30,,Kansas City Royals,AL,162,5534,706,1447,300,46,102,660,428,1069,78,44,0.261,0.322,0.388,0.71,6140,89,41,47,151,1685,1.19,2145,34,0.305,54.26
2008,1,,Chicago White Sox,AL,163,5553,811,1458,296,13,235,785,540,1016,67,34,0.263,0.332,0.448,0.78,6231,63,28,47,157,1465,0.87,2485,33,0.281,23.63
2008,2,,Philadelphia Phillies,NL,162,5509,799,1407,291,36,214,762,586,1117,136,25,0.255,0.332,0.438,0.77,6273,67,71,40,108,1565,1.02,2412,68,0.283,25.74
2008,3,,Florida Marlins,NL,161,5499,770,1397,302,28,208,741,543,1371,76,28,0.254,0.326,0.433,0.759,6206,69,49,46,98,1380,0.95,2379,50,0.3,26.44
2008,4,,Detroit Tigers,AL,162,5641,821,1529,293,41,200,780,572,1076,63,31,0.271,0.34,0.444,0.784,6331,44,30,44,144,1521,0.96,2504,23,0.301,28.2
2008,5,,Milwaukee Brewers,NL,162,5535,750,1398,324,35,198,722,550,1203,108,38,0.253,0.325,0.431,0.756,6252,69,54,43,97,1455,0.92,2386,44,0.287,27.96
2008,6,,Texas Rangers,AL,162,5728,901,1619,376,35,194,867,595,1207,81,25,0.283,0.354,0.462,0.816,6478,63,37,54,117,1472,0.97,2647,43,0.325,29.53
2008,7,,Cincinnati Reds,NL,162,5465,704,1351,269,24,187,677,560,1125,85,47,0.247,0.321,0.408,0.729,6188,50,72,41,101,1622,1.1,2229,50,0.278,29.22
2008,8,,Chicago Cubs,NL,161,5588,855,1552,329,21,184,811,636,1186,87,34,0.278,0.354,0.443,0.797,6384,50,65,45,134,1523,1.06,2475,48,0.321,30.37
2008,9,,New York Yankees,AL,162,5572,789,1512,289,20,180,758,535,1015,118,39,0.271,0.342,0.427,0.769,6257,80,31,39,149,1628,1.09,2381,36,0.302,30.96
2008,9,,Tampa Bay Rays,AL,162,5541,774,1443,284,37,180,735,626,1224,142,50,0.26,0.34,0.422,0.762,6312,68,23,52,111,1489,1.02,2341,33,0.302,30.78
2008,11,,St. Louis Cardinals,NL,162,5636,779,1585,283,26,174,744,577,985,73,32,0.281,0.35,0.433,0.783,6370,42,71,44,150,1628,1.05,2442,63,0.312,32.39
2008,12,,Boston Red Sox,AL,162,5596,845,1565,353,33,173,807,646,1068,120,35,0.28,0.358,0.447,0.805,6402,70,28,62,147,1456,0.91,2503,49,0.315,32.35
2008,13,,Baltimore Orioles,AL,161,5559,782,1486,322,30,172,750,533,990,81,37,0.267,0.333,0.429,0.762,6211,42,27,48,111,1526,0.94,2384,37,0.296,32.32
2008,13,,New York Mets,NL,162,5606,799,1491,274,38,172,751,619,1024,138,36,0.266,0.34,0.42,0.76,6388,39,73,49,129,1761,1.21,2357,71,0.296,32.59
2008,15,,Cleveland Indians,AL,162,5543,805,1455,339,22,171,772,560,1213,77,29,0.262,0.339,0.424,0.763,6299,103,43,49,123,1384,0.87,2351,44,0.305,32.42
2008,16,,Houston Astros,NL,161,5451,712,1432,284,22,167,684,449,1051,114,52,0.263,0.323,0.415,0.738,6051,52,57,41,116,1625,1.13,2261,42,0.296,32.64
2008,17,,Colorado Rockies,NL,162,5557,747,1462,310,28,160,714,570,1209,141,37,0.263,0.336,0.415,0.751,6312,57,90,38,119,1575,1.09,2308,36,0.308,34.73
2008,18,,Arizona Diamondbacks,NL,162,5409,720,1355,318,47,159,683,587,1287,58,23,0.251,0.327,0.415,0.742,6156,49,68,43,105,1369,0.91,2244,49,0.299,34.02
2008,18,,Los Angeles Angels,AL,162,5540,765,1486,274,25,159,721,481,987,129,48,0.268,0.33,0.413,0.743,6155,52,32,50,140,1658,1.11,2287,52,0.299,34.84
2008,20,,San Diego Padres,NL,162,5568,637,1390,264,27,154,615,518,1259,36,17,0.25,0.317,0.39,0.707,6244,53,59,46,129,1509,1.0,2170,35,0.294,36.16
2008,21,,Pittsburgh Pirates,NL,162,5628,735,1454,314,21,153,705,474,1039,57,19,0.258,0.32,0.403,0.723,6278,59,66,51,111,1625,1.0,2269,40,0.29,36.78
2008,22,,Los Angeles Dodgers,NL,162,5506,700,1455,271,29,137,659,543,1032,126,43,0.264,0.333,0.399,0.732,6194,43,64,38,153,1696,1.19,2195,62,0.301,40.19
2008,23,,Atlanta Braves,NL,162,5604,753,1514,316,33,130,721,618,1023,58,27,0.27,0.345,0.408,0.753,6368,42,69,34,143,1674,1.12,2286,56,0.309,43.11
2008,24,,Toronto Blue Jays,AL,162,5503,714,1453,303,32,126,681,521,938,80,27,0.264,0.331,0.399,0.73,6191,59,48,56,150,1623,1.02,2198,34,0.295,43.68
2008,25,,Oakland Athletics,AL,161,5451,646,1318,270,23,125,610,574,1226,88,21,0.242,0.318,0.369,0.687,6138,48,30,35,126,1408,0.9,2009,23,0.289,43.61
2008,26,,Seattle Mariners,AL,162,5643,671,1498,285,20,124,631,417,890,90,32,0.265,0.318,0.389,0.707,6176,38,36,42,137,1700,1.04,2195,44,0.294,45.51
2008,27,,Kansas City Royals,AL,162,5608,691,1507,303,28,120,650,392,1005,79,38,0.269,0.32,0.397,0.717,6118,50,32,36,144,1695,1.15,2226,31,0.307,46.73
2008,28,,Washington Nationals,NL,161,5491,641,1376,269,26,117,608,534,1095,81,43,0.251,0.323,0.373,0.696,6192,67,64,36,153,1708,1.21,2048,21,0.292,46.93
2008,29,,Minnesota Twins,AL,163,5641,829,1572,298,49,111,791,529,979,102,42,0.279,0.34,0.408,0.748,6331,36,52,72,142,1743,1.18,2301,48,0.316,50.82
2008,30,,San Francisco Giants,NL,162,5543,640,1452,311,37,94,606,452,1044,108,46,0.262,0.321,0.382,0.703,6145,48,57,44,139,1775,1.29,2119,45,0.305,58.97
2009,1,,New York Yankees,AL,162,5660,915,1604,325,21,244,881,663,1014,111,28,0.283,0.362,0.478,0.84,6449,54,31,39,144,1602,1.06,2703,35,0.306,23.2
2009,2,,Philadelphia Phillies,NL,162,5578,820,1439,312,35,224,788,589,1155,119,28,0.258,0.334,0.447,0.781,6338,71,55,45,90,1491,0.94,2493,47,0.286,24.9
2009,2,,Texas Rangers,AL,162,5526,784,1436,296,27,224,748,472,1253,149,36,0.26,0.32,0.445,0.765,6127,37,40,51,97,1377,0.89,2458,23,0.296,24.67
2009,4,,Boston Red Sox,AL,162,5543,872,1495,335,25,212,822,659,1120,126,39,0.27,0.352,0.454,0.806,6344,70,19,51,137,1377,0.85,2516,39,0.301,26.15
2009,5,,Toronto Blue Jays,AL,162,5696,798,1516,339,13,209,766,548,1028,73,23,0.266,0.333,0.44,0.773,6362,45,24,49,130,1460,0.83,2508,23,0.29,27.25
2009,6,,Tampa Bay Rays,AL,162,5462,803,1434,297,36,199,765,642,1229,194,61,0.263,0.343,0.439,0.782,6223,49,25,45,104,1362,0.9,2400,36,0.303,27.45
2009,7,,Colorado Rockies,NL,162,5398,804,1408,300,50,190,760,660,1277,106,55,0.261,0.343,0.441,0.784,6241,47,76,60,111,1425,1.0,2378,40,0.305,28.41
2009,8,,Chicago White Sox,AL,162,5463,724,1410,246,20,184,695,534,1022,113,49,0.258,0.329,0.411,0.74,6132,62,34,39,139,1537,0.98,2248,25,0.285,29.69
2009,9,,Detroit Tigers,AL,163,5540,743,1443,245,35,183,718,540,1114,72,33,0.26,0.331,0.416,0.747,6234,61,53,39,131,1489,0.94,2307,30,0.294,30.27
2009,10,,Milwaukee Brewers,NL,162,5510,785,1447,281,37,182,757,610,1231,68,37,0.263,0.341,0.426,0.767,6296,71,58,47,128,1465,1.0,2348,44,0.305,30.28
2009,11,,Arizona Diamondbacks,NL,162,5565,720,1408,307,45,173,686,571,1298,102,40,0.253,0.324,0.418,0.742,6269,37,54,41,93,1450,0.96,2324,47,0.299,32.17
2009,11,,Los Angeles Angels,AL,162,5622,883,1604,293,33,173,841,547,1054,148,63,0.285,0.35,0.441,0.791,6305,41,43,52,128,1568,1.05,2482,32,0.322,32.5
2009,13,,Minnesota Twins,AL,163,5608,817,1539,271,40,172,770,585,1021,85,32,0.274,0.345,0.429,0.774,6346,45,51,57,147,1680,1.14,2406,46,0.306,32.6
2009,14,,Chicago Cubs,NL,161,5486,707,1398,293,29,161,678,592,1185,56,34,0.255,0.332,0.407,0.739,6244,59,65,42,134,1550,1.06,2232,44,0.296,34.08
2009,14,,Cleveland Indians,AL,162,5568,773,1468,314,28,161,730,582,1211,84,31,0.264,0.339,0.417,0.756,6320,81,39,50,140,1553,1.09,2321,20,0.308,34.58
2009,16,,Baltimore Orioles,AL,162,5618,741,1508,307,19,160,708,517,1013,76,37,0.268,0.332,0.415,0.747,6233,39,13,46,131,1591,1.02,2333,25,0.3,35.11
2009,16,,Seattle Mariners,AL,162,5543,640,1430,280,19,160,613,421,1093,89,33,0.258,0.314,0.402,0.716,6113,49,56,44,124,1596,1.05,2228,39,0.293,34.64
2009,16,,St. Louis Cardinals,NL,162,5465,730,1436,294,29,160,694,528,1041,75,31,0.263,0.332,0.415,0.747,6168,61,68,43,127,1605,1.07,2268,73,0.296,34.16
2009,19,,Florida Marlins,NL,162,5572,772,1493,296,25,159,727,568,1226,75,35,0.268,0.34,0.416,0.756,6312,63,70,39,110,1459,0.97,2316,46,0.316,35.04
2009,20,,Cincinnati Reds,NL,162,5462,673,1349,280,25,158,637,531,1129,96,40,0.247,0.318,0.394,0.712,6187,53,100,41,103,1599,1.05,2153,37,0.282,34.57
2009,21,,Washington Nationals,NL,162,5493,710,1416,271,38,156,685,617,1208,73,40,0.258,0.337,0.406,0.743,6273,56,64,42,133,1556,1.1,2231,39,0.302,35.21
2009,22,,Atlanta Braves,NL,162,5539,735,1459,300,20,149,700,602,1064,58,26,0.263,0.339,0.405,0.744,6335,52,95,47,142,1651,1.1,2246,54,0.3,37.17
2009,23,,Los Angeles Dodgers,NL,162,5592,780,1511,278,39,145,739,607,1068,116,48,0.27,0.346,0.412,0.758,6385,63,78,44,141,1710,1.2,2302,76,0.309,38.57
2009,24,,Kansas City Royals,AL,162,5532,686,1432,276,51,144,657,457,1091,88,29,0.259,0.318,0.405,0.723,6103,42,38,32,135,1620,1.11,2242,20,0.298,38.42
2009,25,,Houston Astros,NL,162,5436,643,1415,270,32,142,616,448,990,113,44,0.26,0.319,0.4,0.719,6040,43,66,45,153,1730,1.23,2175,37,0.293,38.28
2009,26,,San Diego Padres,NL,162,5425,638,1315,265,31,141,605,586,1182,82,29,0.242,0.321,0.381,0.702,6179,57,74,36,131,1572,1.07,2065,52,0.284,38.48
2009,27,,Oakland Athletics,AL,162,5584,759,1464,307,21,135,723,527,1046,133,48,0.262,0.328,0.397,0.725,6247,50,31,54,130,1491,0.89,2218,16,0.298,41.36
2009,28,,Pittsburgh Pirates,NL,161,5417,636,1364,289,34,125,612,499,1142,90,32,0.252,0.318,0.387,0.705,6058,46,60,36,124,1584,1.11,2096,44,0.296,43.34
2009,29,,San Francisco Giants,NL,162,5493,657,1411,275,43,122,612,392,1158,78,28,0.257,0.309,0.389,0.698,6057,50,67,55,115,1602,1.11,2138,41,0.302,45.02
2009,30,,New York Mets,NL,162,5453,671,1472,295,49,95,631,526,928,122,44,0.27,0.335,0.394,0.729,6159,36,88,55,144,1764,1.23,2150,49,0.307,57.4
2010,1,,Toronto Blue Jays,AL,162,5495,755,1364,319,21,257,732,471,1164,58,20,0.248,0.312,0.454,0.766,6072,55,16,34,114,1365,0.83,2496,25,0.269,21.38
2010,2,,Boston Red Sox,AL,162,5646,818,1511,358,22,211,782,587,1140,68,17,0.268,0.339,0.451,0.79,6356,47,29,46,130,1413,0.85,2546,43,0.299,26.76
2010,3,,New York Yankees,AL,162,5567,859,1485,275,32,201,823,662,1136,103,30,0.267,0.35,0.436,0.786,6379,73,33,44,124,1558,1.06,2427,36,0.3,27.7
2010,4,,Cincinnati Reds,NL,162,5579,790,1515,293,30,188,761,522,1218,93,43,0.272,0.338,0.436,0.774,6285,68,66,50,113,1450,0.96,2432,34,0.314,29.68
2010,5,,Milwaukee Brewers,NL,162,5606,750,1471,293,33,182,710,546,1216,81,26,0.262,0.335,0.424,0.759,6304,81,35,35,115,1538,1.06,2376,35,0.304,30.8
2010,6,,Arizona Diamondbacks,NL,162,5473,713,1366,301,34,180,691,589,1529,86,41,0.25,0.325,0.416,0.741,6183,39,41,41,113,1286,0.94,2275,45,0.312,30.41
2010,7,,Chicago White Sox,AL,162,5484,752,1467,263,21,177,710,467,922,160,74,0.268,0.332,0.42,0.752,6118,79,50,38,148,1676,1.11,2303,23,0.292,30.98
2010,8,,Colorado Rockies,NL,162,5530,770,1452,270,54,173,741,585,1274,99,42,0.263,0.336,0.425,0.761,6265,47,56,47,103,1461,1.01,2349,53,0.31,31.96
2010,9,,Philadelphia Phillies,NL,162,5581,772,1451,290,34,166,736,560,1064,108,21,0.26,0.332,0.413,0.745,6291,63,44,43,120,1628,1.07,2307,69,0.292,33.62
2010,10,,San Francisco Giants,NL,162,5488,697,1411,284,30,162,660,487,1099,55,32,0.257,0.321,0.408,0.729,6143,50,76,41,158,1619,1.1,2241,53,0.293,33.88
2010,10,,Texas Rangers,AL,162,5635,787,1556,268,25,162,740,511,986,123,48,0.276,0.338,0.419,0.757,6302,45,53,54,129,1693,1.12,2360,37,0.307,34.78
2010,12,,Tampa Bay Rays,AL,162,5439,802,1343,295,37,160,769,672,1292,172,47,0.247,0.333,0.403,0.736,6270,57,39,57,92,1401,0.93,2192,30,0.293,33.99
2010,13,,Los Angeles Angels,AL,162,5488,681,1363,276,19,155,656,466,1070,104,52,0.248,0.311,0.39,0.701,6089,52,42,37,125,1678,1.15,2142,28,0.281,35.41
2010,14,,Detroit Tigers,AL,162,5643,751,1515,308,32,152,717,546,1147,69,30,0.268,0.335,0.415,0.75,6312,41,41,41,118,1496,0.95,2343,50,0.311,37.12
2010,14,,Florida Marlins,NL,162,5531,719,1403,294,37,152,686,514,1375,92,26,0.254,0.321,0.403,0.724,6194,55,51,43,107,1483,1.09,2227,42,0.309,36.39
2010,16,,St. Louis Cardinals,NL,162,5542,736,1456,285,18,150,689,541,1027,79,41,0.263,0.332,0.402,0.734,6241,50,66,40,124,1658,1.1,2227,78,0.296,36.95
2010,17,,Chicago Cubs,NL,162,5512,685,1414,298,27,149,658,479,1236,55,31,0.257,0.32,0.401,0.721,6140,50,60,38,124,1548,1.1,2213,32,0.304,36.99
2010,17,,Washington Nationals,NL,162,5418,655,1355,250,31,149,634,503,1220,110,41,0.25,0.318,0.39,0.708,6100,60,71,47,125,1638,1.24,2114,36,0.294,36.36
2010,19,,Minnesota Twins,AL,162,5568,781,1521,318,41,142,749,559,967,68,28,0.273,0.341,0.422,0.763,6257,39,38,53,159,1720,1.19,2347,45,0.306,39.21
2010,20,,Atlanta Braves,NL,162,5463,738,1411,312,25,139,699,634,1140,63,29,0.258,0.339,0.401,0.74,6252,51,69,35,136,1571,1.09,2190,50,0.301,39.3
2010,21,,Baltimore Orioles,AL,162,5554,613,1440,264,21,133,577,424,1056,76,34,0.259,0.316,0.386,0.702,6109,54,31,45,154,1631,1.09,2145,32,0.296,41.76
2010,22,,San Diego Padres,NL,162,5434,665,1338,236,24,132,630,538,1183,124,50,0.246,0.317,0.371,0.688,6148,50,79,46,106,1621,1.14,2018,67,0.29,41.17
2010,23,,Cleveland Indians,AL,162,5487,646,1362,290,20,128,601,545,1184,91,33,0.248,0.322,0.378,0.7,6165,64,36,33,118,1533,1.04,2076,34,0.293,42.87
2010,23,,New York Mets,NL,162,5465,656,1361,266,40,128,625,502,1095,130,44,0.249,0.314,0.383,0.697,6144,46,74,57,101,1546,0.97,2091,53,0.287,42.7
2010,25,,Pittsburgh Pirates,NL,162,5386,587,1303,276,27,126,570,463,1207,87,36,0.242,0.304,0.373,0.677,5974,33,58,33,119,1567,1.12,2011,28,0.288,42.75
2010,26,,Kansas City Royals,AL,162,5604,676,1534,279,31,121,640,471,905,115,50,0.274,0.331,0.399,0.73,6209,35,45,53,152,1662,1.04,2238,25,0.305,46.31
2010,27,,Los Angeles Dodgers,NL,162,5426,667,1368,270,29,120,621,533,1184,92,50,0.252,0.322,0.379,0.701,6140,46,85,50,123,1609,1.15,2056,57,0.299,45.22
2010,28,,Oakland Athletics,AL,162,5448,663,1396,276,30,109,619,527,1061,156,38,0.256,0.324,0.378,0.702,6117,47,43,51,129,1476,0.92,2059,16,0.297,49.98
2010,29,,Houston Astros,NL,162,5452,611,1348,252,25,108,577,415,1025,100,36,0.247,0.303,0.362,0.665,6005,33,75,29,130,1743,1.21,1974,27,0.285,50.48
2010,30,,Seattle Mariners,AL,162,5409,513,1274,227,16,101,485,459,1184,142,39,0.236,0.298,0.339,0.637,5989,39,42,40,110,1540,1.03,1836,33,0.282,53.55
2011,1,,New York Yankees,AL,162,5518,867,1452,267,33,222,836,627,1138,147,46,0.263,0.343,0.444,0.787,6306,74,36,51,146,1594,1.12,2451,34,0.292,24.86
2011,2,,Texas Rangers,AL,162,5659,855,1599,310,32,210,807,475,930,143,45,0.283,0.34,0.46,0.8,6261,39,39,49,135,1719,1.15,2603,35,0.304,26.95
2011,3,,Boston Red Sox,AL,162,5710,875,1600,352,35,203,842,578,1108,102,42,0.28,0.349,0.461,0.81,6414,50,22,50,136,1527,0.99,2631,52,0.314,28.13
2011,4,,Baltimore Orioles,AL,162,5585,708,1434,273,13,191,684,452,1120,81,25,0.257,0.316,0.413,0.729,6156,52,24,43,154,1559,1.01,2306,24,0.288,29.24
2011,5,,Toronto Blue Jays,AL,162,5559,743,1384,285,34,186,704,525,1184,131,52,0.249,0.317,0.413,0.73,6210,48,31,47,108,1449,0.89,2295,41,0.283,29.89
2011,6,,Milwaukee Brewers,NL,162,5447,721,1422,276,31,185,693,481,1083,94,31,0.261,0.325,0.425,0.75,6113,56,85,44,114,1637,1.14,2315,53,0.293,29.44
2011,7,,Cincinnati Reds,NL,162,5612,735,1438,264,19,183,697,535,1250,97,50,0.256,0.326,0.408,0.734,6329,63,78,40,98,1563,1.06,2289,52,0.297,30.67
2011,8,,Atlanta Braves,NL,162,5528,641,1345,244,16,173,606,504,1260,77,44,0.243,0.308,0.387,0.695,6169,28,75,30,113,1616,1.14,2140,45,0.284,31.95
2011,9,,Arizona Diamondbacks,NL,162,5421,731,1357,293,37,172,702,531,1249,133,55,0.25,0.322,0.413,0.735,6096,61,50,33,82,1395,0.93,2240,55,0.294,31.52
2011,9,,Tampa Bay Rays,AL,162,5436,707,1324,273,37,172,674,571,1193,155,62,0.244,0.322,0.402,0.724,6152,73,37,35,101,1486,0.99,2187,31,0.281,31.6
2011,11,,Detroit Tigers,AL,162,5563,787,1540,297,34,169,750,521,1143,49,20,0.277,0.34,0.434,0.774,6231,39,50,58,142,1428,0.92,2412,47,0.318,32.92
2011,12,,Colorado Rockies,NL,162,5544,735,1429,274,40,163,697,555,1201,118,42,0.258,0.329,0.41,0.739,6275,57,75,44,112,1614,1.14,2272,54,0.3,34.01
2011,13,,St. Louis Cardinals,NL,162,5532,762,1513,308,22,162,726,542,978,57,39,0.273,0.341,0.425,0.766,6242,44,84,40,169,1745,1.23,2351,64,0.305,34.15
2011,14,,Los Angeles Angels,AL,162,5513,667,1394,289,34,155,629,442,1086,135,52,0.253,0.313,0.402,0.715,6088,51,50,32,126,1595,1.05,2216,33,0.288,35.57
2011,15,,Chicago White Sox,AL,162,5502,654,1387,252,16,154,625,475,989,81,53,0.252,0.319,0.388,0.707,6159,84,52,46,125,1602,0.99,2133,31,0.28,35.73
2011,15,,Cleveland Indians,AL,162,5509,704,1380,290,26,154,671,494,1269,89,42,0.25,0.317,0.396,0.713,6142,65,31,43,111,1545,1.11,2184,30,0.297,35.77
2011,15,,Washington Nationals,NL,161,5441,624,1319,257,22,154,594,470,1323,106,38,0.242,0.309,0.383,0.692,6090,65,82,32,103,1587,1.2,2082,40,0.292,35.33
2011,18,,Philadelphia Phillies,NL,162,5579,713,1409,258,38,153,693,539,1024,96,24,0.253,0.323,0.395,0.718,6279,56,65,38,108,1693,1.09,2202,52,0.283,36.46
2011,19,,Florida Marlins,NL,162,5508,625,1358,274,30,149,596,542,1244,95,41,0.247,0.318,0.388,0.706,6232,51,89,42,111,1586,1.09,2139,38,0.291,36.97
2011,20,,Chicago Cubs,NL,162,5549,654,1423,285,36,148,610,425,1202,69,23,0.256,0.314,0.401,0.715,6130,59,60,35,123,1566,1.08,2224,35,0.301,37.49
2011,21,,Kansas City Royals,AL,162,5672,730,1560,325,41,129,705,442,1006,153,58,0.275,0.329,0.415,0.744,6267,39,55,57,121,1671,1.08,2354,37,0.311,43.97
2011,22,,San Francisco Giants,NL,162,5486,570,1327,282,24,121,534,448,1122,85,51,0.242,0.303,0.368,0.671,6091,52,62,43,117,1604,1.04,2020,47,0.281,45.34
2011,23,,Los Angeles Dodgers,NL,161,5436,644,1395,237,28,117,613,498,1087,126,40,0.257,0.322,0.375,0.697,6094,45,71,43,101,1605,1.1,2039,61,0.299,46.46
2011,24,,Oakland Athletics,AL,162,5452,645,1330,280,29,114,612,509,1094,117,43,0.244,0.311,0.369,0.68,6104,50,34,57,119,1469,0.89,2010,20,0.283,47.82
2011,25,,Seattle Mariners,AL,162,5421,556,1263,253,22,109,534,435,1280,125,40,0.233,0.292,0.348,0.64,5972,37,38,41,82,1498,1.03,1887,33,0.283,49.73
2011,26,,New York Mets,NL,162,5600,718,1477,309,39,108,676,571,1085,130,35,0.264,0.335,0.391,0.726,6335,51,65,48,112,1545,0.96,2188,56,0.307,51.85
2011,27,,Pittsburgh Pirates,NL,162,5421,610,1325,277,35,107,580,489,1308,108,52,0.244,0.309,0.368,0.677,6064,34,75,44,123,1525,1.1,1993,31,0.301,50.66
2011,28,,Minnesota Twins,AL,162,5487,619,1357,259,25,103,572,440,1048,92,39,0.247,0.306,0.36,0.666,6020,37,31,25,115,1699,1.18,1975,24,0.288,53.27
2011,29,,Houston Astros,NL,162,5598,615,1442,309,28,95,579,401,1164,118,33,0.258,0.311,0.374,0.685,6150,46,66,37,111,1621,1.1,2092,34,0.308,58.93
2011,30,,San Diego Padres,NL,162,5417,593,1284,247,42,91,563,501,1320,170,44,0.237,0.305,0.349,0.654,6074,48,55,47,105,1554,1.14,1888,42,0.294,59.53
2012,1,,New York Yankees,AL,162,5524,804,1462,280,13,245,774,565,1176,93,27,0.265,0.337,0.453,0.79,6231,62,31,49,136,1588,1.15,2503,31,0.293,22.55
2012,2,,Baltimore Orioles,AL,162,5560,712,1375,270,16,214,677,480,1315,58,29,0.247,0.311,0.417,0.728,6160,50,38,30,152,1516,1.07,2319,24,0.286,25.98
2012,3,,Chicago White Sox,AL,162,5518,748,1409,228,29,211,726,461,1203,109,43,0.255,0.318,0.422,0.74,6111,65,31,36,112,1456,0.96,2328,24,0.289,26.15
2012,4,,Milwaukee Brewers,NL,162,5557,776,1442,300,39,202,741,466,1240,158,39,0.259,0.325,0.437,0.762,6224,90,76,35,111,1553,1.08,2426,35,0.299,27.51
2012,5,,Texas Rangers,AL,162,5590,808,1526,303,32,200,780,478,1103,91,44,0.273,0.334,0.446,0.78,6216,57,36,53,121,1569,1.06,2493,44,0.306,27.95
2012,6,,Toronto Blue Jays,AL,162,5487,716,1346,247,22,198,677,473,1251,123,41,0.245,0.309,0.407,0.716,6094,55,33,45,109,1477,0.99,2231,29,0.281,27.71
2012,7,,Oakland Athletics,AL,162,5527,713,1315,267,32,195,676,550,1387,122,32,0.238,0.31,0.404,0.714,6183,45,27,34,97,1319,0.84,2231,29,0.281,28.34
2012,8,,Washington Nationals,NL,162,5615,731,1468,301,25,194,688,479,1325,105,35,0.261,0.322,0.428,0.75,6221,41,50,36,110,1539,1.12,2401,43,0.308,28.94
2012,9,,Los Angeles Angels,AL,162,5536,767,1518,273,22,187,732,449,1113,134,33,0.274,0.332,0.433,0.765,6121,47,47,41,138,1649,1.23,2396,29,0.311,29.6
2012,10,,Tampa Bay Rays,AL,162,5398,697,1293,250,30,175,665,571,1323,134,44,0.24,0.317,0.394,0.711,6105,58,34,42,133,1405,0.97,2128,26,0.284,30.85
2012,11,,Cincinnati Reds,NL,162,5477,669,1377,296,30,172,636,481,1266,87,27,0.251,0.315,0.411,0.726,6115,47,73,37,100,1496,1.03,2249,54,0.296,31.84
2012,12,,Pittsburgh Pirates,NL,162,5412,651,1313,241,37,170,620,444,1354,73,52,0.243,0.304,0.395,0.699,6014,51,62,45,98,1489,1.09,2138,32,0.291,31.84
2012,13,,Colorado Rockies,NL,162,5577,758,1526,306,52,166,716,450,1213,100,40,0.274,0.33,0.436,0.766,6183,36,74,39,132,1625,1.23,2434,34,0.321,33.6
2012,14,,Arizona Diamondbacks,NL,162,5462,734,1416,307,33,165,710,539,1266,93,51,0.259,0.328,0.418,0.746,6150,41,61,45,108,1442,1.0,2284,47,0.307,33.1
2012,14,,Boston Red Sox,AL,162,5604,734,1459,339,16,165,695,428,1197,97,31,0.26,0.315,0.415,0.73,6166,45,34,55,105,1503,0.98,2325,27,0.301,33.96
2012,16,,Detroit Tigers,AL,162,5476,726,1467,279,39,163,698,511,1103,59,23,0.268,0.335,0.422,0.757,6119,57,36,39,156,1505,1.02,2313,46,0.307,33.6
2012,17,,St. Louis Cardinals,NL,162,5622,765,1526,290,37,159,732,533,1192,91,37,0.271,0.338,0.421,0.759,6326,53,69,49,135,1625,1.16,2367,45,0.316,35.36
2012,18,,Philadelphia Phillies,NL,162,5544,684,1414,271,28,158,659,454,1094,116,23,0.255,0.317,0.4,0.717,6172,63,72,39,114,1732,1.22,2215,41,0.29,35.09
2012,19,,Atlanta Braves,NL,162,5425,700,1341,263,30,149,660,567,1289,101,32,0.247,0.32,0.389,0.709,6126,34,53,46,108,1523,1.11,2111,37,0.296,36.41
2012,19,,Seattle Mariners,AL,162,5494,619,1285,241,27,149,584,466,1259,104,35,0.234,0.296,0.369,0.665,6057,30,32,35,95,1469,0.95,2027,21,0.276,36.87
2012,21,,Houston Astros,NL,162,5407,583,1276,238,28,146,545,463,1365,105,46,0.236,0.302,0.371,0.673,6014,58,54,30,114,1499,1.11,2008,19,0.288,37.03
2012,22,,New York Mets,NL,162,5450,650,1357,286,21,139,625,503,1250,79,38,0.249,0.316,0.386,0.702,6091,42,64,30,118,1568,1.15,2102,43,0.298,39.21
2012,23,,Chicago Cubs,NL,162,5411,613,1297,265,36,137,570,447,1235,94,45,0.24,0.302,0.378,0.68,5967,43,42,24,125,1592,1.18,2045,29,0.286,39.5
