year,index,player_url,TEAM,LEAGUE,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO,GO/AO,TB,IBB,BABIP,AB/HR
2017,24,,Chicago White Sox,AL,162,5513,706,1412,256,37,186,670,401,1397,71,31,0.256,0.314,0.417,0.731,6059,76,35,33,124,1482,1.15,2300,17,0.309,29.64
2017,24,,Los Angeles Angels,AL,162,5415,710,1314,251,14,186,678,523,1198,136,44,0.243,0.315,0.397,0.712,6073,70,17,46,141,1572,1.13,2151,30,0.277,29.11
2017,26,,Philadelphia Phillies,NL,162,5535,690,1382,287,36,174,654,494,1417,59,25,0.25,0.315,0.409,0.724,6133,47,21,36,128,1485,1.14,2263,25,0.304,31.81
2017,27,,Boston Red Sox,AL,162,5669,785,1461,302,19,168,735,571,1224,106,31,0.258,0.329,0.407,0.736,6338,53,9,36,141,1554,1.05,2305,48,0.3,33.74
2017,28,,Atlanta Braves,NL,162,5584,732,1467,289,26,165,706,474,1184,77,31,0.263,0.326,0.412,0.738,6216,66,59,32,137,1678,1.25,2303,57,0.305,33.84
2017,29,,Pittsburgh Pirates,NL,162,5458,668,1331,249,36,151,635,519,1213,67,36,0.244,0.318,0.386,0.704,6136,88,42,28,120,1624,1.19,2105,39,0.286,36.15
2017,30,,San Francisco Giants,NL,162,5551,639,1382,290,28,128,612,467,1204,76,34,0.249,0.309,0.38,0.689,6137,36,31,52,136,1612,1.12,2112,37,0.294,43.37
2018,1,,New York Yankees,AL,162,5515,851,1374,269,23,267,821,625,1421,63,21,0.249,0.329,0.451,0.78,6271,62,10,59,107,1337,0.92,2490,21,0.285,20.66
2018,2,,Los Angeles Dodgers,NL,163,5572,804,1394,296,33,235,756,647,1436,75,24,0.25,0.333,0.442,0.775,6358,61,39,39,119,1338,0.9,2461,47,0.294,23.71
2018,3,,Oakland Athletics,AL,162,5579,813,1407,322,20,227,778,550,1381,35,21,0.252,0.325,0.439,0.764,6255,76,6,44,136,1289,0.83,2450,18,0.294,24.58
2018,4,,Milwaukee Brewers,NL,163,5542,754,1398,252,24,218,711,537,1458,124,32,0.252,0.323,0.424,0.747,6210,58,29,41,128,1480,1.16,2352,32,0.302,25.42
2018,5,,Toronto Blue Jays,AL,162,5477,709,1336,320,16,217,680,499,1387,47,30,0.244,0.312,0.427,0.739,6076,58,5,37,118,1338,0.92,2339,15,0.286,25.24
2018,6,,Cleveland Indians,AL,162,5595,818,1447,297,19,216,786,554,1189,135,36,0.259,0.332,0.434,0.766,6300,80,25,44,98,1423,0.89,2430,32,0.291,25.9
2018,7,,Los Angeles Angels,AL,162,5472,721,1323,249,23,214,690,514,1300,89,22,0.242,0.313,0.413,0.726,6108,73,7,39,111,1382,0.91,2260,38,0.277,25.57
2018,8,,Colorado Rockies,NL,163,5541,780,1418,280,42,210,748,507,1397,95,33,0.256,0.322,0.435,0.757,6178,51,42,37,114,1523,1.19,2412,38,0.304,26.39
2018,9,,Boston Red Sox,AL,162,5623,876,1509,355,31,208,829,569,1253,125,31,0.268,0.339,0.453,0.792,6302,55,7,48,130,1461,1.0,2550,38,0.309,27.03
2018,10,,Houston Astros,AL,162,5453,797,1390,278,18,205,763,565,1197,71,26,0.255,0.329,0.425,0.754,6146,61,14,45,156,1377,0.89,2319,19,0.289,26.6
2018,10,,St. Louis Cardinals,NL,162,5498,759,1369,248,9,205,725,525,1380,63,32,0.249,0.321,0.409,0.73,6200,80,46,48,92,1423,1.0,2250,40,0.294,26.82
2018,12,,Texas Rangers,AL,162,5453,737,1308,266,24,194,696,555,1484,74,35,0.24,0.318,0.404,0.722,6163,88,33,34,104,1369,1.01,2204,16,0.292,28.11
2018,13,,Washington Nationals,NL,162,5517,771,1402,284,25,191,737,631,1289,119,33,0.254,0.335,0.419,0.754,6288,59,41,40,104,1491,1.05,2309,56,0.297,28.88
2018,14,,Baltimore Orioles,AL,162,5507,622,1317,242,15,188,593,422,1412,81,22,0.239,0.298,0.391,0.689,6034,57,13,35,132,1441,1.04,2153,19,0.286,29.29
2018,15,,Philadelphia Phillies,NL,162,5424,677,1270,241,30,186,653,582,1520,69,26,0.234,0.314,0.393,0.707,6136,64,32,32,102,1335,0.98,2129,33,0.289,29.16
2018,16,,Chicago White Sox,AL,162,5523,656,1332,259,40,182,639,425,1594,98,41,0.241,0.302,0.401,0.703,6071,66,24,32,99,1383,1.09,2217,18,0.304,30.35
2018,17,,Arizona Diamondbacks,NL,162,5460,693,1283,259,50,176,658,560,1460,79,25,0.235,0.31,0.397,0.707,6157,52,38,45,110,1435,1.05,2170,36,0.286,31.02
2018,17,,Seattle Mariners,AL,162,5513,677,1402,256,32,176,644,430,1221,79,37,0.254,0.314,0.408,0.722,6087,70,29,41,128,1535,1.08,2250,17,0.295,31.32
2018,19,,Atlanta Braves,NL,162,5582,759,1433,314,29,175,717,511,1290,90,36,0.257,0.324,0.417,0.741,6251,66,49,43,99,1473,1.0,2330,53,0.302,31.9
2018,20,,Cincinnati Reds,NL,162,5532,696,1404,251,25,172,665,559,1376,77,33,0.254,0.328,0.401,0.729,6240,65,49,35,128,1361,0.92,2221,35,0.307,32.16
2018,21,,New York Mets,NL,162,5468,676,1282,265,34,170,649,566,1404,71,39,0.234,0.312,0.389,0.701,6177,73,28,42,116,1365,0.92,2125,36,0.283,32.16
2018,22,,Chicago Cubs,NL,163,5624,761,1453,286,34,167,722,576,1388,66,38,0.258,0.333,0.41,0.743,6369,78,40,46,107,1532,1.15,2308,67,0.313,33.68
2018,23,,Minnesota Twins,AL,162,5526,738,1379,317,22,166,704,534,1328,47,27,0.25,0.318,0.405,0.723,6154,37,19,38,89,1320,0.85,2238,25,0.298,33.29
2018,24,,San Diego Padres,NL,162,5486,617,1289,250,30,162,583,471,1523,95,36,0.235,0.297,0.38,0.677,6059,31,35,36,122,1481,1.17,2085,28,0.294,33.86
2018,25,,Pittsburgh Pirates,NL,161,5447,692,1381,290,38,157,665,474,1229,70,38,0.254,0.317,0.407,0.724,6066,59,31,52,121,1461,1.0,2218,38,0.298,34.69
2018,26,,Kansas City Royals,AL,162,5505,638,1350,283,29,155,606,427,1310,117,38,0.245,0.305,0.392,0.697,6063,67,24,40,123,1402,0.93,2156,13,0.293,35.52
2018,27,,Tampa Bay Rays,AL,162,5475,716,1415,274,43,150,664,540,1388,128,51,0.258,0.333,0.406,0.739,6195,101,28,50,122,1414,1.06,2225,17,0.317,36.5
2018,28,,Detroit Tigers,AL,162,5494,630,1326,284,35,135,597,428,1341,70,30,0.241,0.3,0.38,0.68,6029,52,15,40,110,1372,0.91,2085,18,0.293,40.7
2018,29,,San Francisco Giants,NL,162,5541,603,1324,255,30,133,573,448,1467,77,34,0.239,0.3,0.368,0.668,6113,49,33,42,113,1473,1.09,2038,40,0.299,41.66
2018,30,,Miami Marlins,NL,161,5488,589,1303,222,24,128,554,455,1384,45,31,0.237,0.303,0.357,0.66,6083,73,32,31,119,1554,1.19,1957,26,0.293,42.88
2019,1,,Minnesota Twins,AL,162,5732,939,1547,318,23,307,906,525,1334,28,21,0.27,0.338,0.494,0.832,6392,81,10,41,101,1322,0.84,2832,21,0.3,18.67
2019,2,,New York Yankees,AL,162,5583,943,1493,290,17,306,904,569,1437,55,22,0.267,0.339,0.49,0.829,6245,49,10,33,113,1318,0.96,2735,18,0.306,18.24
2019,3,,Houston Astros,AL,162,5613,920,1538,323,28,288,891,645,1166,67,27,0.274,0.352,0.495,0.847,6394,66,10,57,146,1441,0.94,2781,17,0.296,19.49
2019,4,,Los Angeles Dodgers,NL,162,5493,886,1414,302,20,279,861,607,1356,57,10,0.257,0.338,0.472,0.81,6282,81,55,45,100,1350,0.92,2593,47,0.291,19.69
2019,5,,Oakland Athletics,AL,162,5561,845,1384,292,23,257,800,578,1338,49,21,0.249,0.327,0.448,0.775,6269,87,7,36,140,1367,0.9,2493,17,0.282,21.64
2019,6,,Chicago Cubs,NL,162,5461,814,1378,270,26,256,783,581,1460,45,24,0.252,0.331,0.452,0.783,6195,83,30,39,127,1474,1.21,2468,33,0.297,21.33
2019,7,,Milwaukee Brewers,NL,162,5542,769,1366,279,17,250,744,629,1563,101,25,0.246,0.329,0.438,0.767,6309,72,20,38,120,1349,1.02,2429,42,0.296,22.17
2019,8,,Atlanta Braves,NL,162,5560,855,1432,277,29,249,824,619,1467,89,28,0.258,0.336,0.452,0.788,6302,60,25,35,104,1312,0.93,2514,39,0.305,22.33
2019,9,,Toronto Blue Jays,AL,162,5493,726,1299,270,21,247,697,509,1514,51,20,0.236,0.305,0.428,0.733,6091,45,14,28,107,1277,0.88,2352,10,0.28,22.24
2019,10,,Boston Red Sox,AL,162,5770,901,1554,345,27,245,857,590,1382,68,30,0.269,0.34,0.466,0.806,6475,49,20,44,127,1462,1.02,2688,36,0.313,23.55
2019,11,,New York Mets,NL,162,5624,791,1445,280,17,242,767,516,1384,56,27,0.257,0.328,0.442,0.77,6290,95,28,27,129,1507,1.12,2485,34,0.299,23.24
2019,12,,Seattle Mariners,AL,162,5500,758,1305,254,28,239,730,588,1581,115,47,0.237,0.316,0.424,0.74,6199,58,14,37,83,1270,0.91,2332,7,0.287,23.01
2019,13,,Washington Nationals,NL,162,5512,873,1460,298,27,231,824,584,1308,116,29,0.265,0.342,0.454,0.796,6267,81,48,42,117,1380,0.95,2505,33,0.306,23.86
2019,14,,Cincinnati Reds,NL,162,5450,701,1328,235,27,227,679,492,1436,80,38,0.244,0.315,0.422,0.737,6100,89,30,33,111,1354,0.97,2298,25,0.288,24.01
2019,15,,Colorado Rockies,NL,162,5660,835,1502,323,41,224,803,489,1503,71,31,0.265,0.326,0.456,0.782,6288,43,51,43,111,1422,1.07,2579,25,0.321,25.27
2019,16,,Cleveland Indians,AL,162,5425,769,1354,286,18,223,731,563,1332,103,35,0.25,0.323,0.432,0.755,6124,50,40,46,110,1393,0.97,2345,30,0.289,24.33
2019,16,,Texas Rangers,AL,162,5540,810,1374,296,24,223,765,534,1578,131,38,0.248,0.319,0.431,0.75,6204,67,17,44,98,1326,1.0,2387,18,0.304,24.84
2019,18,,Arizona Diamondbacks,NL,162,5633,813,1419,288,40,220,778,540,1360,88,14,0.252,0.323,0.434,0.757,6315,70,31,40,120,1492,1.04,2447,36,0.293,25.6
2019,18,,Los Angeles Angels,AL,162,5542,769,1368,268,21,220,734,586,1276,65,20,0.247,0.324,0.422,0.746,6251,67,4,42,143,1464,0.99,2338,29,0.281,25.19
2019,20,,San Diego Padres,NL,162,5391,682,1281,224,24,219,652,504,1581,70,37,0.238,0.308,0.41,0.718,6019,55,37,31,120,1383,1.14,2210,19,0.293,24.62
2019,21,,Tampa Bay Rays,AL,162,5628,769,1427,291,29,217,730,542,1493,94,37,0.254,0.325,0.431,0.756,6285,73,8,34,114,1424,1.07,2427,20,0.306,25.94
2019,22,,Philadelphia Phillies,NL,162,5571,774,1369,311,26,215,742,562,1453,78,18,0.246,0.319,0.427,0.746,6261,57,34,34,97,1384,0.97,2377,47,0.293,25.91
2019,23,,Baltimore Orioles,AL,162,5596,729,1379,252,25,213,698,462,1435,84,30,0.246,0.31,0.415,0.725,6189,71,22,37,111,1454,1.05,2320,8,0.293,26.27
2019,24,,St. Louis Cardinals,NL,162,5449,764,1336,246,24,210,714,561,1420,116,29,0.245,0.322,0.415,0.737,6167,76,40,39,110,1340,0.94,2260,15,0.292,25.95
2019,25,,Chicago White Sox,AL,161,5529,708,1443,260,20,182,676,378,1549,63,28,0.261,0.314,0.414,0.728,6042,66,36,32,114,1376,1.12,2289,13,0.329,30.38
2019,26,,San Francisco Giants,NL,162,5579,678,1332,300,26,167,655,475,1435,47,28,0.239,0.302,0.392,0.694,6170,50,24,42,111,1441,1.0,2185,26,0.29,33.41
2019,27,,Pittsburgh Pirates,NL,162,5657,758,1497,315,38,163,722,425,1213,64,29,0.265,0.321,0.42,0.741,6228,63,47,34,119,1657,1.21,2377,41,0.309,34.71
2019,28,,Kansas City Royals,AL,162,5496,691,1356,281,40,162,655,456,1405,117,39,0.247,0.309,0.401,0.71,6080,59,24,42,113,1430,1.04,2203,17,0.301,33.93
2019,29,,Detroit Tigers,AL,161,5549,582,1333,292,41,149,556,391,1595,57,20,0.24,0.294,0.388,0.682,6039,48,9,42,108,1282,0.92,2154,14,0.308,37.24
2019,30,,Miami Marlins,NL,162,5512,615,1326,265,18,146,593,395,1469,55,30,0.241,0.298,0.375,0.673,6045,73,31,33,139,1538,1.24,2065,16,0.3,37.75
2020,1,,Los Angeles Dodgers,NL,60,2042,349,523,97,6,118,327,228,471,29,8,0.256,0.338,0.483,0.821,2316,30,3,12,46,481,0.83,986,7,0.276,17.3
2020,2,,Atlanta Braves,NL,60,2074,348,556,130,3,103,338,239,573,23,4,0.268,0.349,0.483,0.832,2344,23,1,7,39,448,0.89,1001,13,0.322,20.14
2020,3,,Chicago White Sox,AL,60,2047,306,534,94,6,96,294,179,571,20,8,0.261,0.326,0.453,0.779,2267,24,1,13,44,496,1.08,928,1,0.314,21.32
2020,4,,San Diego Padres,NL,60,1972,325,506,103,12,95,312,204,479,55,13,0.257,0.333,0.466,0.799,2231,28,12,14,37,533,1.11,918,6,0.291,20.76
2020,5,,New York Yankees,AL,60,1915,315,473,87,7,94,301,251,480,27,7,0.247,0.342,0.447,0.789,2210,30,1,11,51,508,1.09,856,5,0.28,20.37
2020,6,,Minnesota Twins,AL,60,1937,269,468,81,3,91,258,186,528,14,7,0.242,0.315,0.427,0.742,2168,29,2,14,38,438,0.84,828,9,0.283,21.29
2020,7,,Cincinnati Reds,NL,60,1842,243,390,76,3,90,237,239,534,29,9,0.212,0.312,0.403,0.715,2123,33,0,7,44,446,0.93,742,4,0.245,20.47
2020,8,,Toronto Blue Jays,AL,60,2023,302,516,104,4,88,288,203,508,33,6,0.255,0.325,0.441,0.766,2263,12,8,14,39,511,1.0,892,4,0.297,22.99
2020,9,,New York Mets,NL,60,2023,286,551,106,7,86,278,197,498,20,10,0.272,0.348,0.459,0.807,2279,45,1,13,53,541,1.21,929,8,0.32,23.52
2020,10,,Los Angeles Angels,AL,60,2020,294,501,97,8,85,285,239,490,21,8,0.248,0.332,0.43,0.762,2308,25,6,18,49,511,0.94,869,8,0.284,23.76
2020,11,,Philadelphia Phillies,NL,60,1948,306,500,90,10,82,289,229,480,35,8,0.257,0.342,0.439,0.781,2223,28,8,10,40,473,0.92,856,16,0.299,23.76
2020,12,,Boston Red Sox,AL,60,2083,292,552,118,7,81,278,187,545,31,9,0.265,0.33,0.445,0.775,2304,21,4,9,51,518,1.08,927,8,0.321,25.72
2020,12,,San Francisco Giants,NL,60,2019,299,532,107,14,81,290,195,499,19,8,0.263,0.335,0.451,0.786,2259,27,4,13,51,477,0.9,910,8,0.311,24.93
2020,14,,Tampa Bay Rays,AL,60,1975,289,470,105,12,80,274,243,608,48,9,0.238,0.328,0.425,0.753,2261,28,0,14,38,465,1.04,839,9,0.3,24.69
2020,15,,Baltimore Orioles,AL,60,2026,274,523,102,7,77,264,164,514,19,14,0.258,0.321,0.429,0.75,2242,27,15,10,32,483,0.91,870,5,0.309,26.31
2020,16,,Milwaukee Brewers,NL,60,1920,247,429,83,5,75,238,221,582,15,11,0.223,0.313,0.389,0.702,2188,35,0,10,53,488,1.13,747,8,0.278,25.6
2020,17,,Chicago Cubs,NL,60,1918,265,422,82,8,74,248,229,568,24,10,0.22,0.318,0.387,0.705,2214,52,1,13,42,495,1.11,742,9,0.27,25.92
2020,18,,Oakland Athletics,AL,60,1908,274,430,91,11,71,264,238,524,26,3,0.225,0.322,0.396,0.718,2201,39,2,14,44,416,0.75,756,5,0.271,26.87
2020,19,,Houston Astros,AL,60,1992,279,478,103,12,69,268,192,440,22,11,0.24,0.312,0.408,0.72,2229,23,6,13,39,514,0.89,812,5,0.273,28.87
2020,20,,Kansas City Royals,AL,60,1988,248,485,97,7,68,237,172,527,49,20,0.244,0.309,0.402,0.711,2200,18,8,10,28,524,1.11,800,3,0.297,29.24
2020,21,,Washington Nationals,NL,60,1968,293,519,112,12,66,279,192,451,33,12,0.264,0.336,0.433,0.769,2218,32,5,21,42,524,1.05,853,16,0.308,29.82
2020,22,,Colorado Rockies,NL,60,2057,275,528,84,16,63,264,161,543,42,9,0.257,0.311,0.405,0.716,2257,10,7,19,41,485,0.92,833,12,0.316,32.65
2020,23,,Detroit Tigers,AL,58,1893,249,463,78,12,62,242,147,567,19,6,0.245,0.303,0.397,0.7,2076,19,1,14,42,438,1.0,751,1,0.314,30.53
2020,23,,Texas Rangers,AL,60,1936,224,420,80,9,62,204,167,548,49,14,0.217,0.285,0.364,0.649,2147,24,2,18,33,489,0.98,704,3,0.266,31.23
2020,25,,Miami Marlins,NL,60,1935,263,472,82,5,60,247,191,537,51,14,0.244,0.319,0.384,0.703,2167,25,6,9,37,501,1.14,744,6,0.306,32.25
2020,25,,Seattle Mariners,AL,60,1929,254,435,88,5,60,244,207,545,50,16,0.226,0.309,0.37,0.679,2181,30,3,12,35,475,0.97,713,5,0.281,32.15
2020,27,,Cleveland Indians,AL,60,1959,248,446,96,5,59,234,239,517,25,10,0.228,0.317,0.372,0.689,2247,24,7,16,40,507,0.99,729,4,0.277,33.2
2020,27,,Pittsburgh Pirates,NL,60,1932,219,425,76,6,59,210,167,521,16,11,0.22,0.284,0.357,0.641,2134,11,7,15,34,522,1.07,690,6,0.268,32.75
2020,29,,Arizona Diamondbacks,NL,60,1997,269,482,101,12,58,255,181,461,23,7,0.241,0.312,0.391,0.703,2238,36,1,23,37,530,0.97,781,5,0.282,34.43
2020,30,,St. Louis Cardinals,NL,58,1752,240,410,73,7,51,231,205,477,18,10,0.234,0.323,0.371,0.694,2011,33,4,16,38,434,0.96,650,3,0.29,34.35
2021,1,,Toronto Blue Jays,AL,162,5476,846,1455,285,13,262,816,496,1218,81,20,0.266,0.33,0.466,0.796,6070,51,10,35,112,1317,0.86,2552,14,0.296,20.9
2021,2,,San Francisco Giants,NL,162,5462,804,1360,271,25,241,768,602,1461,66,14,0.249,0.329,0.44,0.769,6196,64,36,30,117,1304,0.93,2404,45,0.295,22.66
2021,3,,Atlanta Braves,NL,161,5363,790,1307,269,20,239,762,549,1453,59,19,0.244,0.319,0.435,0.754,6056,67,32,43,81,1277,0.91,2333,36,0.288,22.44
2021,4,,Los Angeles Dodgers,NL,162,5445,830,1330,247,24,237,799,613,1408,65,17,0.244,0.33,0.429,0.759,6239,104,32,45,96,1285,0.86,2336,36,0.284,22.98
2021,5,,Minnesota Twins,AL,162,5431,729,1311,271,17,228,690,525,1405,54,15,0.241,0.314,0.423,0.737,6078,70,7,42,122,1364,0.97,2300,17,0.282,23.82
2021,6,,Cincinnati Reds,NL,162,5423,786,1352,295,13,222,756,553,1425,36,24,0.249,0.328,0.431,0.759,6162,105,35,45,129,1362,1.0,2339,22,0.296,24.43
2021,6,,New York Yankees,AL,162,5331,711,1266,213,12,222,666,621,1482,63,18,0.237,0.322,0.407,0.729,6060,63,10,34,154,1319,1.01,2169,14,0.285,24.01
2021,6,,Tampa Bay Rays,AL,162,5507,857,1336,288,36,222,810,585,1542,88,42,0.243,0.321,0.429,0.75,6213,72,6,41,75,1270,0.9,2362,27,0.294,24.81
2021,9,,Houston Astros,AL,162,5593,863,1496,299,14,221,834,569,1222,53,16,0.267,0.339,0.444,0.783,6291,64,9,54,136,1374,0.88,2486,25,0.303,25.31
2021,10,,Boston Red Sox,AL,162,5495,829,1434,330,23,219,783,512,1386,40,21,0.261,0.328,0.449,0.777,6122,61,10,42,100,1303,0.92,2467,22,0.309,25.09
2021,11,,Chicago Cubs,NL,162,5306,705,1255,225,26,210,672,502,1596,86,37,0.237,0.312,0.407,0.719,5972,92,40,30,133,1310,1.08,2162,17,0.296,25.27
2021,12,,Cleveland Indians,AL,162,5332,717,1269,248,22,203,686,453,1387,109,17,0.238,0.303,0.407,0.71,5907,64,20,36,105,1373,1.01,2170,18,0.282,26.27
2021,13,,Oakland Athletics,AL,162,5395,743,1284,271,19,199,698,545,1349,88,20,0.238,0.317,0.406,0.723,6104,98,17,49,99,1349,0.91,2190,17,0.278,27.11
2021,13,,Seattle Mariners,AL,162,5355,697,1209,233,11,199,673,535,1492,64,24,0.226,0.303,0.385,0.688,6010,72,9,36,92,1262,0.88,2061,8,0.273,26.91
2021,15,,Philadelphia Phillies,NL,162,5366,734,1288,262,24,198,700,564,1402,77,19,0.24,0.318,0.408,0.726,6089,67,47,43,103,1426,1.06,2192,37,0.286,27.1
2021,15,,St. Louis Cardinals,NL,162,5351,706,1303,261,22,198,678,478,1341,89,22,0.244,0.313,0.412,0.725,6001,86,40,44,99,1303,0.88,2202,32,0.287,27.02
2021,17,,Baltimore Orioles,AL,162,5420,659,1296,266,15,195,632,451,1454,54,23,0.239,0.304,0.402,0.706,5983,65,14,31,105,1288,0.9,2177,12,0.29,27.8
2021,18,,Milwaukee Brewers,NL,162,5362,738,1251,255,18,194,700,586,1465,82,21,0.233,0.317,0.396,0.713,6099,88,25,35,102,1352,1.0,2124,26,0.283,27.64
2021,19,,Chicago White Sox,AL,162,5357,796,1373,275,22,190,757,586,1389,57,20,0.256,0.336,0.422,0.758,6084,78,24,39,139,1413,1.13,2262,10,0.31,28.2
2021,19,,Los Angeles Angels,AL,162,5437,723,1331,265,23,190,691,464,1394,79,26,0.245,0.31,0.407,0.717,6016,59,30,25,107,1365,0.97,2212,35,0.294,28.62
2021,21,,Colorado Rockies,NL,161,5374,739,1338,275,34,182,709,491,1356,76,23,0.249,0.317,0.414,0.731,6007,58,48,36,98,1438,1.08,2227,24,0.299,29.53
2021,21,,Washington Nationals,NL,162,5385,724,1388,272,20,182,686,573,1303,56,26,0.258,0.337,0.417,0.754,6113,84,38,31,158,1555,1.29,2246,43,0.307,29.59
2021,23,,San Diego Padres,NL,162,5384,729,1305,273,21,180,695,586,1324,110,39,0.242,0.321,0.401,0.722,6119,61,36,46,121,1482,1.09,2160,42,0.287,29.91
2021,24,,Detroit Tigers,AL,162,5376,697,1299,236,37,179,675,490,1514,88,25,0.242,0.308,0.399,0.707,5979,44,17,50,113,1264,0.93,2146,8,0.3,30.03
2021,25,,New York Mets,NL,162,5210,636,1243,228,18,176,604,495,1392,54,26,0.239,0.315,0.391,0.706,5856,94,34,23,123,1336,1.03,2035,25,0.291,29.6
2021,26,,Texas Rangers,AL,162,5405,625,1254,225,24,167,598,433,1381,106,29,0.232,0.294,0.375,0.669,5943,58,16,31,113,1463,1.08,2028,10,0.28,32.36
2021,27,,Kansas City Royals,AL,162,5427,686,1349,251,29,163,647,421,1258,124,33,0.249,0.306,0.396,0.702,5993,55,31,52,100,1406,0.94,2147,8,0.292,33.29
2021,28,,Miami Marlins,NL,162,5348,623,1244,226,23,158,594,450,1553,106,29,0.233,0.298,0.372,0.67,5929,65,30,30,95,1344,1.06,1990,25,0.296,33.85
2021,29,,Arizona Diamondbacks,NL,162,5489,679,1297,308,31,144,644,537,1465,43,16,0.236,0.309,0.382,0.691,6144,54,32,28,99,1356,0.95,2099,24,0.295,38.12
2021,30,,Pittsburgh Pirates,NL,162,5336,609,1261,240,35,124,570,529,1328,60,30,0.236,0.309,0.364,0.673,5983,49,31,37,102,1450,1.06,1943,24,0.29,43.03
2022,1,,New York Yankees,AL,162,5422,807,1308,225,8,254,764,620,1391,102,33,0.241,0.325,0.426,0.751,6172,70,14,41,121,1312,0.89,2311,36,0.276,21.35
2022,2,,Atlanta Braves,NL,162,5509,789,1394,298,11,243,753,470,1498,87,31,0.253,0.317,0.443,0.76,6082,66,1,36,103,1285,0.94,2443,13,0.303,22.67
2022,3,,Milwaukee Brewers,NL,162,5417,725,1271,251,17,219,703,577,1464,96,30,0.235,0.315,0.409,0.724,6122,80,11,37,117,1335,0.96,2213,25,0.279,24.74
2022,4,,Houston Astros,AL,162,5409,737,1341,284,13,214,715,528,1179,83,22,0.248,0.319,0.424,0.743,6054,60,9,42,118,1378,0.88,2293,18,0.278,25.28
2022,5,,Los Angeles Dodgers,NL,162,5526,847,1418,325,31,212,812,607,1374,98,18,0.257,0.333,0.442,0.775,6247,56,3,53,85,1200,0.75,2441,22,0.302,26.07
2022,6,,Philadelphia Phillies,NL,162,5496,747,1392,255,29,205,719,478,1363,105,28,0.253,0.317,0.422,0.739,6077,52,6,44,116,1383,0.98,2320,15,0.299,26.81
2022,7,,Toronto Blue Jays,AL,162,5555,775,1464,307,12,200,756,500,1242,67,35,0.264,0.329,0.431,0.76,6158,55,8,33,136,1487,1.06,2395,13,0.305,27.78
2022,8,,Texas Rangers,AL,162,5478,707,1308,224,20,198,670,456,1446,128,41,0.239,0.301,0.395,0.696,6029,47,10,38,82,1265,0.84,2166,12,0.287,27.67
2022,9,,Seattle Mariners,AL,162,5375,690,1236,229,19,197,663,596,1397,83,27,0.23,0.315,0.39,0.705,6117,89,9,45,120,1274,0.84,2094,17,0.272,27.28
2022,9,,St. Louis Cardinals,NL,162,5496,772,1386,290,21,197,739,537,1226,95,25,0.252,0.325,0.42,0.745,6165,80,5,45,112,1374,0.88,2309,11,0.289,27.9
2022,11,,Los Angeles Angels,AL,162,5423,623,1265,219,31,190,600,449,1539,77,27,0.233,0.297,0.39,0.687,5977,54,25,25,95,1257,0.89,2116,28,0.289,28.54
2022,12,,San Francisco Giants,NL,162,5392,716,1260,255,18,183,683,571,1462,64,16,0.234,0.315,0.389,0.704,6117,95,6,53,109,1267,0.87,2100,14,0.283,29.46
2022,13,,Minnesota Twins,AL,162,5476,696,1356,269,18,178,668,518,1353,38,17,0.248,0.317,0.401,0.718,6113,62,10,46,133,1344,0.91,2195,11,0.295,30.76
2022,14,,Arizona Diamondbacks,NL,162,5351,702,1232,262,24,173,658,531,1341,104,29,0.23,0.304,0.385,0.689,6027,60,31,50,97,1442,1.02,2061,14,0.272,30.93
2022,15,,Baltimore Orioles,AL,162,5429,674,1281,275,25,171,639,476,1390,95,31,0.236,0.305,0.39,0.695,6049,83,12,43,95,1232,0.78,2119,10,0.284,31.75
2022,15,,New York Mets,NL,162,5489,772,1422,272,27,171,735,510,1217,62,22,0.259,0.332,0.412,0.744,6176,112,20,44,122,1451,0.99,2261,25,0.302,32.1
2022,17,,Chicago Cubs,NL,162,5425,657,1293,265,31,159,620,507,1448,111,37,0.238,0.311,0.387,0.698,6072,84,19,36,130,1440,1.11,2097,16,0.294,34.12
2022,18,,Pittsburgh Pirates,NL,162,5331,591,1186,221,29,158,555,476,1497,89,32,0.222,0.291,0.364,0.655,5912,54,19,32,96,1366,1.02,1939,14,0.277,33.74
2022,19,,Cincinnati Reds,NL,162,5380,648,1264,235,18,156,618,452,1430,58,33,0.235,0.304,0.372,0.676,5978,92,12,33,127,1342,0.97,2003,6,0.29,34.49
2022,20,,Boston Red Sox,AL,162,5539,735,1427,352,12,155,704,478,1373,52,20,0.258,0.321,0.409,0.73,6144,63,12,50,131,1409,1.01,2268,23,0.313,35.74
2022,21,,San Diego Padres,NL,162,5468,705,1317,275,18,153,682,574,1327,49,22,0.241,0.318,0.382,0.7,6175,65,17,46,95,1375,0.91,2087,24,0.289,35.74
2022,22,,Chicago White Sox,AL,162,5611,686,1435,272,9,149,654,388,1269,58,10,0.256,0.31,0.387,0.697,6123,73,16,35,127,1505,1.04,2172,9,0.304,37.66
2022,22,,Colorado Rockies,NL,162,5540,698,1408,280,34,149,669,453,1330,45,20,0.254,0.315,0.398,0.713,6105,61,10,40,139,1526,1.15,2203,10,0.307,37.18
2022,24,,Miami Marlins,NL,162,5395,586,1241,248,20,144,554,436,1429,122,29,0.23,0.294,0.363,0.657,5949,70,4,36,120,1400,1.03,1961,6,0.284,37.46
