index,PLAYER,position,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
22,Charlton Jimerson,RF,HOU,17,6,2,2,0,0,1,1,0,3,2,0,.333,.333,.833,1.166,6,0,0,0,0,0.00,1,5,0,.500,.500,6.00,.---,.000,.500
23,Jason Wood,X,FLA,12,13,3,6,2,0,0,1,1,2,1,0,.462,.500,.615,1.115,14,0,0,0,0,0.67,2,8,0,.545,.154,-.--,.500,.071,.143
24,Albert Pujols,1B,STL,143,535,119,177,33,1,49,137,92,50,7,2,.331,.431,.671,1.102,634,4,0,3,20,0.75,83,359,28,.292,.340,10.92,1.840,.145,.079
25,Travis Hafner,DH,CLE,129,454,100,140,31,1,42,117,100,111,0,0,.308,.439,.659,1.098,564,7,0,2,10,1.09,74,299,16,.323,.350,10.81,.901,.177,.197
26,Ryan Howard,1B,PHI,159,581,104,182,25,1,58,149,108,181,0,0,.313,.425,.659,1.084,704,9,0,6,7,1.36,84,383,37,.356,.346,10.02,.597,.153,.257
27,Beltran Perez,P,WSH,9,6,0,3,0,0,0,0,1,2,0,0,.500,.571,.500,1.071,7,0,0,0,0,1.00,0,3,0,.750,.000,-.--,.500,.143,.286
28,Manny Ramirez,LF,BOS,130,449,79,144,27,1,35,102,100,102,0,1,.321,.439,.619,1.058,558,1,0,8,13,0.88,63,278,16,.341,.298,12.83,.980,.179,.183
29,David Ortiz,DH,BOS,151,558,115,160,29,2,54,137,119,117,1,0,.287,.413,.636,1.049,686,4,0,5,12,0.85,85,355,23,.270,.349,10.33,1.017,.173,.171
30,Luke Scott,LF,HOU,65,214,31,72,19,6,10,37,30,43,2,1,.336,.426,.621,1.047,249,4,0,1,2,0.64,35,133,4,.383,.285,21.40,.698,.120,.173
31,Lance Berkman,1B,HOU,152,536,95,169,29,0,45,136,98,106,3,2,.315,.420,.621,1.041,646,4,0,8,11,0.86,74,333,22,.316,.306,11.91,.925,.152,.164
32,Adam Lind,DH,TOR,18,60,8,22,8,0,2,8,5,12,0,0,.367,.415,.600,1.015,65,0,0,0,0,0.63,10,36,0,.435,.233,30.00,.417,.077,.185
33,Jim Thome,DH,CWS,143,490,108,141,26,0,42,109,107,147,0,0,.288,.416,.598,1.014,610,6,0,7,4,0.87,68,293,12,.321,.310,11.67,.728,.175,.241
34,Jermaine Dye,RF,CWS,146,539,103,170,27,3,44,120,59,118,7,3,.315,.385,.622,1.007,611,6,0,7,15,0.94,74,335,4,.328,.306,12.25,.500,.097,.193
35,Chipper Jones,3B,ATL,110,411,87,133,28,3,26,86,61,73,6,1,.324,.409,.596,1.005,477,1,0,4,12,0.92,57,245,4,.339,.273,15.81,.836,.128,.153
36,Brandon Duckworth,P,KC,10,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,4,0,1,0,0,3.00,1,2,0,.333,.333,-.--,.---,.000,.000
36,Scott Elarton,P,KC,20,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,4,0,1,0,0,3.00,1,2,0,.333,.333,-.--,.---,.000,.000
36,Jose Garcia,P,FLA,5,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
36,Jon Garland,P,CWS,33,5,2,1,0,0,1,2,0,3,0,0,.200,.200,.800,1.000,7,0,2,0,0,2.00,1,4,0,.000,.600,5.00,.---,.000,.429
36,Fred Lewis,LF,SF,13,11,5,5,1,0,0,2,0,3,0,0,.455,.455,.545,1.000,11,0,0,0,0,3.00,1,6,0,.625,.091,-.--,.---,.000,.273
36,Brandon Lyon,P,AZ,68,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,1,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,1.000,.000
36,Ramon E Ramirez,P,COL,61,4,0,2,0,0,0,0,0,2,0,0,.500,.500,.500,1.000,5,0,1,0,0,1.00,0,2,0,1.000,.000,-.--,.---,.000,.400
36,John Rheinecker,P,TEX,21,0,0,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,1,1,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.000,.000
36,Curt Schilling,P,BOS,31,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
36,Tim Stauffer,P,SD,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
36,Brad Thompson,P,STL,43,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,2,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,.---,.000,.500
36,Tyler Walker,P,SF,6,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,1,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,1.000,.000
48,Barry Bonds,LF,SF,130,367,74,99,23,0,26,77,115,51,3,0,.270,.454,.545,.999,493,10,0,1,9,0.65,49,200,38,.251,.275,14.12,2.255,.233,.103
49,Miguel Cabrera,3B,FLA,158,576,112,195,50,2,26,114,86,108,9,6,.339,.430,.568,.998,676,10,0,4,18,0.99,78,327,27,.379,.229,22.15,.796,.127,.160
50,Carlos Beltrán,CF,NYM,140,510,127,140,38,1,41,116,95,99,18,3,.275,.388,.594,.982,617,4,1,7,6,0.81,80,303,6,.263,.320,12.44,.960,.154,.160
51,Matt Holliday,LF,COL,155,602,119,196,45,5,34,114,47,110,10,5,.326,.387,.586,.973,667,15,0,3,22,1.18,84,353,3,.351,.261,17.71,.427,.070,.165
52,Jason Giambi,DH,NYY,139,446,92,113,25,0,37,113,110,106,2,0,.253,.413,.558,.971,579,16,0,7,10,0.61,62,249,12,.245,.305,12.05,1.038,.190,.183
52,Scott Hairston,LF,AZ,9,15,2,6,2,0,0,2,1,5,0,0,.400,.438,.533,.971,16,0,0,0,1,1.00,2,8,0,.600,.133,-.--,.200,.063,.313
54,Alex Escobar,CF,WSH,33,87,14,31,3,2,4,18,8,18,2,0,.356,.394,.575,.969,99,0,0,4,3,1.21,9,50,0,.391,.218,21.75,.444,.081,.182
55,Garrett Atkins,3B,COL,157,602,117,198,48,1,29,120,79,76,4,0,.329,.409,.556,.965,695,7,0,7,24,0.77,78,335,6,.335,.228,20.76,1.039,.114,.109
55,Wes Helms,1B,FLA,140,240,30,79,19,5,10,47,21,55,0,4,.329,.390,.575,.965,278,6,6,5,7,1.05,34,138,1,.383,.246,24.00,.382,.076,.198
57,Brian McCann,C,ATL,130,442,61,147,34,0,24,93,41,54,2,0,.333,.388,.572,.960,492,3,0,6,12,0.76,58,253,8,.332,.240,18.42,.759,.083,.110
58,Andy Cannizaro,SS,NYY,13,8,5,2,0,0,1,1,1,1,0,0,.250,.333,.625,.958,9,0,0,0,1,0.67,1,5,0,.167,.375,8.00,1.000,.111,.111
58,Brent Clevlen,CF,DET,31,39,9,11,1,2,3,6,2,15,0,0,.282,.317,.641,.958,42,0,1,0,0,3.67,6,25,0,.381,.359,13.00,.133,.048,.357
60,Chris Duncan,LF,STL,90,280,60,82,11,3,22,43,30,69,0,0,.293,.363,.589,.952,314,2,0,2,4,1.05,36,165,0,.314,.296,12.73,.435,.096,.220
61,Greg Dobbs,X,SEA,23,27,4,10,3,1,0,3,0,4,0,1,.370,.393,.556,.949,28,1,0,0,0,2.25,4,15,0,.435,.185,-.--,.---,.000,.143
62,Nick Johnson,1B,WSH,147,500,100,145,46,0,23,77,110,99,10,3,.290,.428,.520,.948,628,13,2,3,12,1.16,69,260,15,.320,.230,21.74,1.111,.175,.158
63,Joe Mauer,C,MIN,140,521,86,181,36,4,13,84,79,54,8,3,.347,.429,.507,.936,608,1,0,7,24,1.50,53,264,21,.364,.159,40.08,1.463,.130,.089
64,Vladimir Guerrero,RF,LAA,156,607,92,200,34,1,33,116,50,68,15,5,.329,.382,.552,.934,665,4,0,4,16,1.18,68,335,25,.327,.222,18.39,.735,.075,.102
64,Justin Morneau,1B,MIN,157,592,97,190,37,1,34,130,53,93,3,3,.321,.375,.559,.934,661,5,0,11,10,0.71,72,331,9,.328,.238,17.41,.570,.080,.141
64,Ryan Theriot,2B,CHC,53,134,34,44,11,3,3,16,17,18,13,2,.328,.412,.522,.934,159,2,6,0,5,1.79,17,70,0,.363,.194,44.67,.944,.107,.113
67,Ryan Vogelsong,P,PIT,20,3,1,1,0,0,0,0,2,2,0,0,.333,.600,.333,.933,5,0,0,0,0,-.--,0,1,0,1.000,.000,-.--,1.000,.400,.400
68,Paul Konerko,1B,CWS,152,566,97,177,30,0,35,113,60,104,1,0,.313,.381,.551,.932,643,8,0,9,25,0.65,65,312,3,.326,.239,16.17,.577,.093,.162
68,David Ross,C,CIN,90,247,37,63,15,1,21,52,37,75,0,0,.255,.353,.579,.932,296,3,4,5,4,0.76,37,143,7,.269,.324,11.76,.493,.125,.253
70,Jason Bay,LF,PIT,159,570,101,163,29,3,35,109,102,156,11,2,.286,.396,.532,.928,689,8,0,9,15,0.97,67,303,9,.330,.246,16.29,.654,.148,.226
71,Olmedo Saenz,X,LAD,103,179,30,53,15,0,11,48,14,47,0,0,.296,.363,.564,.927,204,7,0,4,4,0.80,26,101,1,.336,.268,16.27,.298,.069,.230
72,Josh Bard,C,SD,100,249,30,83,20,0,9,40,30,42,1,0,.333,.404,.522,.926,284,1,2,2,9,1.72,29,130,1,.370,.189,27.67,.714,.106,.148
72,Frank Thomas,DH,OAK,137,466,77,126,11,0,39,114,81,81,0,0,.270,.381,.545,.926,559,6,0,6,13,0.38,50,254,3,.247,.275,11.95,1.000,.145,.145
72,Daryle Ward,X,ATL,98,130,17,40,10,0,7,26,15,27,0,1,.308,.380,.546,.926,150,2,0,3,5,0.78,17,71,1,.333,.238,18.57,.556,.100,.180
75,Moises Alou,RF,SF,98,345,52,104,25,1,22,74,28,31,2,1,.301,.352,.571,.923,378,1,0,4,15,0.89,48,197,2,.277,.270,15.68,.903,.074,.082
76,Carlos Guillen,SS,DET,153,543,100,174,41,5,19,85,71,87,20,9,.320,.400,.519,.919,622,4,0,4,16,1.04,65,282,10,.351,.199,28.58,.816,.114,.140
77,Kevin Reese,X,NYY,10,12,2,5,0,0,0,1,1,1,1,0,.417,.500,.417,.917,14,1,0,0,0,5.00,0,5,0,.455,.000,-.--,1.000,.071,.071
77,Kevin Thompson,X,NYY,19,30,5,9,3,0,1,6,6,9,2,0,.300,.417,.500,.917,37,0,1,0,0,0.86,4,15,0,.400,.200,30.00,.667,.162,.243
79,Brian Bannister,P,NYM,8,12,2,4,3,0,0,2,0,3,0,0,.333,.333,.583,.916,13,0,1,0,0,2.00,3,7,0,.444,.250,-.--,.---,.000,.231
80,Adam LaRoche,1B,ATL,149,492,89,140,38,1,32,90,55,128,0,2,.285,.354,.561,.915,557,2,1,7,9,1.04,71,276,5,.319,.276,15.38,.430,.099,.230
80,Alex Rodriguez,3B,NYY,154,572,113,166,26,1,35,121,90,139,15,4,.290,.392,.523,.915,674,8,0,4,22,1.02,62,299,8,.326,.233,16.34,.647,.134,.206
82,Aramis Ramirez,3B,CHC,157,594,93,173,38,4,38,119,50,63,2,1,.291,.352,.561,.913,660,9,0,7,15,0.63,80,333,4,.270,.269,15.63,.794,.076,.095
83,David Wright,3B,NYM,154,582,96,181,40,5,26,116,66,113,20,5,.311,.381,.531,.912,661,5,0,8,15,0.82,71,309,13,.344,.220,22.38,.584,.100,.171
84,Alfonso Soriano,LF,WSH,159,647,119,179,41,2,46,95,67,160,41,17,.277,.351,.560,.911,728,9,2,3,3,0.53,89,362,16,.300,.283,14.06,.419,.092,.220
85,Carlos Delgado,1B,NYM,144,524,89,139,30,2,38,114,74,120,0,0,.265,.361,.548,.909,618,10,0,10,12,1.05,70,287,11,.269,.282,13.79,.617,.120,.194
86,Grady Sizemore,CF,CLE,162,655,134,190,53,11,28,76,78,153,22,6,.290,.375,.533,.908,751,13,1,4,2,0.70,92,349,8,.339,.243,23.39,.510,.104,.204
87,Chase Utley,2B,PHI,160,658,131,203,40,4,32,102,63,132,15,4,.309,.379,.527,.906,739,14,0,4,9,0.73,76,347,1,.343,.219,20.56,.477,.085,.179
88,James Loney,1B,LAD,48,102,20,29,6,5,4,18,8,10,1,0,.284,.342,.559,.901,111,1,0,0,8,1.33,15,57,1,.284,.275,25.50,.800,.072,.090
89,Derek Jeter,SS,NYY,154,623,118,214,39,3,14,97,69,102,34,5,.343,.417,.483,.900,715,12,7,4,13,2.74,56,301,4,.391,.140,44.50,.676,.097,.143
90,David Dellucci,X,PHI,132,264,41,77,14,5,13,39,28,62,1,3,.292,.369,.530,.899,301,6,0,3,1,0.78,32,140,0,.333,.239,20.31,.452,.093,.206
90,Vernon Wells,CF,TOR,154,611,91,185,40,5,32,106,54,90,17,4,.303,.357,.542,.899,677,3,0,9,13,0.82,77,331,0,.307,.239,19.09,.600,.080,.133
92,Ray Durham,2B,SF,137,498,79,146,30,7,26,93,51,61,7,2,.293,.360,.538,.898,555,2,2,2,17,1.09,63,268,6,.291,.245,19.15,.836,.092,.110
92,Bill Hall,SS,MIL,148,537,101,145,39,4,35,85,63,162,8,9,.270,.345,.553,.898,608,1,3,4,12,0.67,78,297,6,.320,.283,15.34,.389,.104,.266
92,Brad Hawpe,RF,COL,150,499,67,146,33,6,22,84,74,123,5,5,.293,.383,.515,.898,575,0,0,2,8,1.19,61,257,11,.348,.222,22.68,.602,.129,.214
95,Norris Hopper,RF,CIN,21,39,6,14,1,0,1,5,6,4,2,2,.359,.435,.462,.897,47,0,1,1,1,1.56,2,18,0,.371,.103,39.00,1.500,.128,.085
96,Carlos Lee,LF,TEX,161,624,102,187,37,1,37,116,58,65,19,2,.300,.355,.540,.895,695,2,0,11,22,0.80,75,337,6,.281,.240,16.86,.892,.083,.094
97,Andruw Jones,CF,ATL,156,565,107,148,29,0,41,129,82,127,4,1,.262,.363,.531,.894,669,13,0,9,13,0.90,70,300,9,.264,.269,13.78,.646,.123,.190
97,Greg Norton,DH,TB,98,294,47,87,15,0,17,45,35,69,1,5,.296,.374,.520,.894,335,3,1,2,2,0.93,32,153,2,.333,.224,17.29,.507,.104,.206
99,Ryan Church,CF,WSH,71,196,22,54,17,1,10,35,26,60,6,1,.276,.366,.526,.892,230,3,3,2,4,1.07,28,103,0,.344,.250,19.60,.433,.113,.261
100,J.D. Drew,RF,LAD,146,494,84,140,34,6,20,100,89,106,2,3,.283,.393,.498,.891,594,4,1,6,4,1.24,60,246,8,.321,.215,24.70,.840,.150,.178
101,Pat Burrell,LF,PHI,144,462,80,119,24,1,29,95,98,131,0,0,.258,.388,.502,.890,567,3,0,4,11,0.59,54,232,5,.294,.245,15.93,.748,.173,.231
101,Robinson Canó,2B,NYY,122,482,62,165,41,1,15,78,18,54,5,2,.342,.365,.525,.890,508,2,1,5,19,1.47,57,253,3,.359,.183,32.13,.333,.035,.106
103,Hideki Matsui,LF,NYY,51,172,32,52,9,0,8,29,27,23,1,0,.302,.393,.494,.887,201,0,0,2,6,0.74,17,85,2,.308,.192,21.50,1.174,.134,.114
103,Juan Rivera,LF,LAA,124,448,65,139,27,0,23,85,33,59,0,4,.310,.362,.525,.887,494,7,0,6,14,1.37,50,235,0,.312,.214,19.48,.559,.067,.119
103,Scott Rolen,3B,STL,142,521,94,154,48,1,22,95,56,69,7,4,.296,.369,.518,.887,594,9,0,8,10,0.57,71,270,7,.301,.223,23.68,.812,.094,.116
106,Bobby Abreu,RF,NYY,156,548,98,163,41,2,15,107,124,138,30,6,.297,.424,.462,.886,686,3,2,9,13,1.21,58,253,6,.366,.164,36.53,.899,.181,.201
107,Michael Barrett,C,CHC,107,375,54,115,25,3,16,53,33,41,0,1,.307,.368,.517,.885,418,5,2,3,12,1.15,44,194,2,.308,.211,23.44,.805,.079,.098
107,Mark Teixeira,1B,TEX,162,628,99,177,45,1,33,110,89,128,2,0,.282,.371,.514,.885,727,4,0,6,17,0.86,79,323,12,.304,.232,19.03,.695,.122,.176
109,Michael Morse,RF,SEA,21,43,5,16,5,0,0,11,3,7,1,0,.372,.396,.488,.884,48,0,0,2,2,1.00,5,21,0,.421,.116,-.--,.429,.063,.146
110,Marcus Thames,LF,DET,110,348,61,89,20,2,26,60,37,92,1,1,.256,.333,.549,.882,390,4,0,1,0,0.40,48,191,0,.273,.293,13.38,.402,.095,.236
111,Chris Coste,C,PHI,65,198,25,65,14,0,7,32,10,31,0,0,.328,.376,.505,.881,213,5,0,0,6,0.92,21,100,1,.363,.177,28.29,.323,.047,.146
111,Esteban German,X,KC,106,279,44,91,18,5,3,34,40,49,7,3,.326,.422,.459,.881,331,6,6,0,8,1.90,26,128,0,.388,.133,93.00,.816,.121,.148
113,Todd Helton,1B,COL,145,546,94,165,40,5,15,81,91,64,3,2,.302,.404,.476,.880,649,6,0,6,10,0.77,60,260,15,.317,.174,36.40,1.422,.140,.099
113,Mark Mulder,P,STL,17,25,5,7,2,0,1,5,5,8,0,0,.280,.400,.480,.880,36,0,6,0,0,4.33,3,12,0,.375,.200,25.00,.625,.139,.222
113,Lyle Overbay,1B,TOR,157,581,82,181,46,1,22,92,55,96,5,3,.312,.372,.508,.880,640,2,0,2,19,1.30,69,295,7,.342,.196,26.41,.573,.086,.150
116,Miguel Tejada,SS,BAL,162,648,99,214,37,0,24,100,46,79,6,2,.330,.379,.498,.877,709,9,0,6,28,1.36,61,323,10,.345,.168,27.00,.582,.065,.111
117,Stephen Drew,SS,AZ,59,209,27,66,13,7,5,23,14,50,2,0,.316,.357,.517,.874,226,0,2,1,1,0.75,25,108,4,.394,.201,41.80,.280,.062,.221
117,Brandon Harper,C,WSH,18,41,6,12,3,0,2,6,4,4,0,0,.293,.362,.512,.874,47,1,0,1,1,0.73,5,21,0,.278,.220,20.50,1.000,.085,.085
117,Mark Teahen,3B,KC,109,393,70,114,21,7,18,69,40,85,10,0,.290,.357,.517,.874,439,2,2,2,5,1.33,46,203,2,.329,.226,21.83,.471,.091,.194
120,Rocco Baldelli,CF,TB,92,364,59,110,24,6,16,57,14,70,10,1,.302,.339,.533,.872,387,7,0,2,2,1.14,46,194,1,.336,.231,22.75,.200,.036,.181
120,Nomar Garciaparra,1B,LAD,122,469,82,142,31,2,20,93,42,30,3,0,.303,.367,.505,.872,523,8,0,4,15,0.74,53,237,9,.288,.203,23.45,1.400,.080,.057
120,Carlos Quentin,RF,AZ,57,166,23,42,13,3,9,32,15,34,1,0,.253,.342,.530,.872,191,8,1,1,6,1.09,25,88,2,.266,.277,18.44,.441,.079,.178
123,Paul McAnulty,X,SD,16,13,3,3,1,0,1,3,2,4,0,0,.231,.333,.538,.871,15,0,0,0,0,0.20,2,7,0,.250,.308,13.00,.500,.133,.267
124,Raul Ibanez,LF,SEA,159,626,103,181,33,5,33,123,65,115,2,4,.289,.353,.516,.869,699,1,0,7,13,0.88,71,323,15,.305,.227,18.97,.565,.093,.165
124,Reed Johnson,LF,TOR,134,461,86,147,34,2,12,49,33,81,8,2,.319,.390,.479,.869,517,21,1,1,9,1.26,48,221,4,.366,.161,38.42,.407,.064,.157
126,Troy Glaus,3B,TOR,153,540,105,136,27,0,38,104,86,134,3,2,.252,.355,.513,.868,634,3,0,5,25,0.62,65,277,6,.263,.261,14.21,.642,.136,.211
127,Marlon Anderson,LF,LAD,134,279,43,83,16,4,12,38,25,49,4,6,.297,.354,.513,.867,312,1,4,3,4,0.90,32,143,1,.321,.215,23.25,.510,.080,.157
127,Rich Aurilia,3B,CIN,122,440,61,132,25,1,23,70,34,51,3,0,.300,.349,.518,.867,481,1,2,4,10,0.75,49,228,1,.295,.218,19.13,.667,.071,.106
129,Michael Cuddyer,RF,MIN,150,557,102,158,41,5,24,109,62,130,6,0,.284,.362,.504,.866,635,10,0,6,11,1.10,70,281,5,.328,.221,23.21,.477,.098,.205
129,Gary Matthews,CF,TEX,147,620,102,194,44,6,19,79,58,99,10,7,.313,.371,.495,.866,690,4,0,8,8,1.41,69,307,5,.343,.182,32.63,.586,.084,.143
129,Jorge Posada,C,NYY,143,465,65,129,27,2,23,93,64,97,3,0,.277,.374,.492,.866,545,11,0,5,10,0.82,52,229,1,.303,.215,20.22,.660,.117,.178
132,Alex Rios,RF,TOR,128,450,68,136,33,6,17,82,35,89,15,6,.302,.349,.516,.865,498,3,0,10,10,0.81,56,232,1,.336,.213,26.47,.393,.070,.179
132,Nick Swisher,1B,OAK,157,556,106,141,24,2,35,95,97,152,1,2,.254,.372,.493,.865,672,11,2,6,13,0.66,61,274,7,.283,.239,15.89,.638,.144,.226
134,Jeremy Brown,X,OAK,5,10,1,3,2,0,0,0,1,1,0,0,.300,.364,.500,.864,11,0,0,0,0,1.00,2,5,0,.333,.200,-.--,1.000,.091,.091
135,Adrián González,1B,SD,156,570,83,173,38,1,24,82,52,113,0,1,.304,.362,.500,.862,631,3,1,5,24,1.30,63,285,9,.340,.196,23.75,.460,.082,.179
135,Jeff Kent,2B,LAD,115,407,61,119,27,3,14,68,55,69,1,2,.292,.385,.477,.862,473,8,0,3,9,0.68,44,194,8,.321,.184,29.07,.797,.116,.146
135,Scott Spiezio,3B,STL,119,276,44,75,15,4,13,52,37,66,1,0,.272,.366,.496,.862,321,5,1,2,1,0.75,32,137,1,.312,.225,21.23,.561,.115,.206
138,Morgan Ensberg,3B,HOU,127,387,67,91,17,1,23,58,101,96,1,4,.235,.396,.463,.859,495,4,0,3,3,0.77,41,179,7,.251,.227,16.83,1.052,.204,.194
139,Gabe Gross,X,MIL,117,208,42,57,15,0,9,38,36,60,1,0,.274,.382,.476,.858,252,2,3,3,3,0.70,24,99,3,.338,.202,23.11,.600,.143,.238
139,Shane Youman,P,PIT,5,7,0,3,0,0,0,1,0,3,0,0,.429,.429,.429,.858,7,0,0,0,0,1.00,0,3,0,.750,.000,-.--,.---,.000,.429
141,Victor Martinez,C,CLE,153,572,82,181,37,0,16,93,71,78,0,0,.316,.391,.465,.856,652,3,0,6,27,1.18,53,266,8,.341,.149,35.75,.910,.109,.120
142,Adam Dunn,LF,CIN,160,561,99,131,24,0,40,92,112,194,7,0,.234,.365,.490,.855,683,6,1,3,8,0.63,64,275,12,.276,.257,14.02,.577,.164,.284
143,Josh Willingham,LF,FLA,142,502,62,139,28,2,26,74,54,109,2,0,.277,.356,.496,.852,573,11,0,6,13,0.91,56,249,2,.303,.219,19.31,.495,.094,.190
144,Freddy Sanchez,3B,PIT,157,582,85,200,53,2,6,85,31,52,3,2,.344,.378,.473,.851,632,7,3,9,12,0.85,61,275,6,.364,.129,97.00,.596,.049,.082
145,Mike Piazza,C,SD,126,399,39,113,19,1,22,68,34,66,0,0,.283,.342,.501,.843,439,3,0,3,13,0.91,42,200,2,.290,.218,18.14,.515,.077,.150
146,Andre Ethier,LF,LAD,126,396,50,122,20,7,11,55,34,77,5,5,.308,.365,.477,.842,441,5,0,6,11,0.95,38,189,2,.354,.169,36.00,.442,.077,.175
146,Derrek Lee,1B,CHC,50,175,30,50,9,0,8,30,25,41,8,4,.286,.368,.474,.842,204,0,0,4,11,0.87,17,83,1,.323,.189,21.88,.610,.123,.201
146,Richie Sexson,1B,SEA,158,591,75,156,40,0,34,107,64,154,1,1,.264,.338,.504,.842,663,4,0,4,17,1.05,74,298,5,.300,.240,17.38,.416,.097,.232
