index,PLAYER,position,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
57,Lew Ford,CF,MIN,34,73,16,24,7,1,3,15,8,9,2,0,.329,.402,.575,.977,83,1,1,0,1,1.16,11,42,0,.344,.247,24.33,.889,.096,.108
58,Trot Nixon,RF,BOS,134,441,81,135,24,6,28,87,65,96,4,2,.306,.396,.578,.974,513,3,1,3,3,0.53,58,255,4,.334,.272,15.75,.677,.127,.187
59,Brooks Kieschnick,P,MIL,70,70,12,21,1,0,7,12,6,13,0,0,.300,.355,.614,.969,76,0,0,0,2,1.57,8,43,0,.280,.314,10.00,.462,.079,.171
60,David Ortiz,DH,BOS,128,448,79,129,39,2,31,101,58,83,0,0,.288,.369,.592,.961,509,1,0,2,9,0.80,72,265,8,.292,.304,14.45,.699,.114,.163
61,Jim Thome,1B,PHI,159,578,111,154,30,3,47,131,111,182,0,3,.266,.385,.573,.958,698,4,0,5,5,0.93,80,331,11,.302,.306,12.30,.610,.159,.261
62,Richard Hidalgo,RF,HOU,141,514,91,159,43,4,28,88,58,104,9,7,.309,.385,.572,.957,585,8,0,5,10,0.67,75,294,8,.339,.263,18.36,.558,.099,.178
63,Adam Melhuse,C,OAK,40,77,13,23,7,0,5,14,9,19,0,0,.299,.372,.584,.956,86,0,0,0,2,0.59,12,45,0,.340,.286,15.40,.474,.105,.221
64,Frank Thomas,DH,CWS,153,546,87,146,35,0,42,105,100,115,0,0,.267,.390,.562,.952,662,12,0,4,11,0.38,77,307,4,.265,.295,13.00,.870,.151,.174
65,Jason Bay,LF,PIT,30,87,15,25,7,1,4,14,19,29,3,1,.287,.421,.529,.950,107,1,0,0,0,0.94,12,46,0,.389,.241,21.75,.655,.178,.271
65,Matt Stairs,RF,PIT,121,305,49,89,20,1,20,57,45,64,0,1,.292,.389,.561,.950,357,5,0,2,7,0.77,41,171,3,.309,.269,15.25,.703,.126,.179
67,Joe Vitiello,LF,MON,38,76,12,26,6,0,3,13,7,14,0,0,.342,.407,.539,.946,86,2,0,1,1,1.18,9,41,0,.383,.197,25.33,.500,.081,.163
68,Gary Johnson,LF,ANA,5,8,1,3,1,0,0,0,1,1,0,1,.375,.444,.500,.944,9,0,0,0,0,3.00,1,4,0,.429,.125,-.--,1.000,.111,.111
69,Brian Giles,LF,SD,134,492,93,147,34,6,20,88,105,58,4,3,.299,.427,.514,.941,609,8,0,4,12,0.62,60,253,12,.304,.215,24.60,1.810,.172,.095
70,Jason Giambi,1B,NYY,156,535,97,134,25,0,41,107,129,140,2,1,.250,.412,.527,.939,690,21,0,5,9,0.50,66,282,9,.259,.277,13.05,.921,.187,.203
71,Bill Mueller,3B,BOS,146,524,85,171,45,5,19,85,59,77,1,4,.326,.398,.540,.938,600,7,4,6,11,0.86,69,283,2,.350,.214,27.58,.766,.098,.128
72,Ramon Castro,X,FLA,40,53,6,15,2,0,5,8,4,11,0,0,.283,.333,.604,.937,57,0,0,0,0,0.42,7,32,0,.270,.321,10.60,.364,.070,.193
73,Ken Griffey,CF,CIN,53,166,34,41,12,1,13,26,27,44,1,0,.247,.370,.566,.936,201,6,1,1,3,0.98,26,94,5,.255,.319,12.77,.614,.134,.219
74,Luis Gonzalez,LF,AZ,156,579,92,176,46,4,26,104,94,67,5,3,.304,.402,.532,.934,679,3,0,3,19,0.80,76,308,17,.307,.228,22.27,1.403,.138,.099
75,Jose Guillen,RF,OAK,136,485,77,151,28,2,31,86,24,95,1,3,.311,.359,.569,.928,535,14,8,3,16,1.31,61,276,2,.331,.258,15.64,.253,.045,.178
76,Lance Berkman,LF,HOU,153,538,110,155,35,6,25,93,107,108,5,3,.288,.412,.515,.927,658,9,1,3,10,0.97,66,277,13,.319,.227,21.52,.991,.163,.164
76,Richie Sexson,1B,MIL,162,606,97,165,28,2,45,124,98,151,2,3,.272,.379,.548,.927,718,9,0,5,18,1.25,75,332,7,.289,.276,13.47,.649,.136,.210
78,Magglio Ordonez,RF,CWS,160,606,95,192,46,3,29,99,57,73,9,5,.317,.380,.546,.926,674,7,0,4,20,0.94,78,331,1,.321,.229,20.90,.781,.085,.108
79,Jorge Posada,C,NYY,142,481,83,135,24,0,30,101,93,110,2,4,.281,.405,.518,.923,588,10,0,4,13,1.00,54,249,6,.304,.237,16.03,.845,.158,.187
80,Milton Bradley,CF,CLE,101,377,61,121,34,2,10,56,64,73,17,7,.321,.421,.501,.922,451,5,0,5,10,0.98,46,189,8,.371,.180,37.70,.877,.142,.162
80,Aubrey Huff,RF,TB,162,636,91,198,47,3,34,107,53,80,2,3,.311,.367,.555,.922,706,8,0,9,19,1.22,84,353,17,.309,.244,18.71,.663,.075,.113
82,Melvin Mora,LF,BAL,96,344,68,109,17,1,15,48,49,71,6,3,.317,.418,.503,.921,413,12,6,2,3,1.07,33,173,0,.362,.186,22.93,.690,.119,.172
83,Chipper Jones,LF,ATL,153,555,103,169,33,2,27,106,94,83,2,2,.305,.402,.517,.919,656,1,0,6,10,0.83,62,287,13,.315,.213,20.56,1.133,.143,.127
84,Marcus Giles,2B,ATL,145,551,101,174,49,2,21,69,59,80,14,4,.316,.390,.526,.916,635,11,10,4,7,1.06,72,290,2,.337,.211,26.24,.738,.093,.126
84,Aaron Miles,X,CWS,8,12,3,4,3,0,0,2,0,0,0,0,.333,.333,.583,.916,12,0,0,0,0,1.67,3,7,0,.333,.250,-.--,.---,.000,.000
86,Geoff Jenkins,LF,MIL,124,487,81,144,30,2,28,95,58,120,0,0,.296,.375,.538,.913,554,6,0,3,12,1.19,60,262,10,.339,.242,17.39,.483,.105,.217
87,Reggie Sanders,RF,PIT,130,453,74,129,27,4,31,87,38,110,15,5,.285,.345,.567,.912,498,5,0,2,10,0.91,62,257,4,.312,.283,14.61,.345,.076,.221
88,Carlos Beltrán,CF,KC,141,521,102,160,14,10,26,100,72,81,41,4,.307,.389,.522,.911,602,2,0,7,8,1.19,50,272,4,.318,.215,20.04,.889,.120,.135
88,Sammy Sosa,RF,CHC,137,517,99,144,22,0,40,103,62,143,0,1,.279,.358,.553,.911,589,5,0,5,14,1.05,62,286,9,.307,.275,12.92,.434,.105,.243
90,Scott Rolen,3B,STL,154,559,98,160,49,1,28,104,82,104,13,3,.286,.382,.528,.910,657,9,0,7,19,0.68,78,295,5,.304,.242,19.96,.788,.125,.158
91,Vernon Wells,CF,TOR,161,678,118,215,49,5,33,117,42,80,4,1,.317,.359,.550,.909,735,7,0,8,21,0.77,87,373,2,.318,.233,20.54,.525,.057,.109
91,Dmitri Young,DH,DET,155,562,78,167,34,7,29,85,58,130,2,1,.297,.372,.537,.909,635,11,0,4,16,1.24,70,302,16,.339,.240,19.38,.446,.091,.205
93,Morgan Ensberg,3B,HOU,127,385,69,112,15,1,25,60,48,60,7,2,.291,.377,.530,.907,441,6,1,1,10,0.79,41,204,1,.289,.239,15.40,.800,.109,.136
94,Bret Boone,2B,SEA,159,622,111,183,35,5,35,117,68,125,16,3,.294,.366,.535,.901,705,7,1,7,17,1.04,75,333,3,.316,.241,17.77,.544,.096,.177
94,Juan Gonzalez,RF,TEX,82,327,49,96,17,1,24,70,14,73,1,1,.294,.329,.572,.901,346,4,0,1,10,0.75,42,187,1,.312,.278,13.62,.192,.040,.211
96,Larry Walker,RF,COL,143,454,86,129,25,7,16,79,98,87,7,4,.284,.422,.476,.898,564,11,0,1,9,1.52,48,216,14,.321,.192,28.38,1.126,.174,.154
97,Jeff Bagwell,1B,HOU,160,605,109,168,28,2,39,100,88,119,11,4,.278,.373,.524,.897,702,6,0,3,25,0.97,69,317,3,.287,.246,15.51,.739,.125,.170
98,Edgar Martinez,DH,SEA,145,497,72,146,25,0,24,98,92,95,0,1,.294,.406,.489,.895,603,7,0,7,17,0.92,49,243,7,.317,.195,20.71,.968,.153,.158
99,Cliff Floyd,LF,NYM,108,365,57,106,25,2,18,68,51,66,3,0,.290,.376,.518,.894,425,3,0,6,10,0.66,45,189,2,.307,.227,20.28,.773,.120,.155
99,Nick Johnson,1B,NYY,96,324,60,92,19,0,14,47,70,57,5,2,.284,.422,.472,.894,406,8,3,1,9,1.36,33,153,4,.307,.188,23.14,1.228,.172,.140
101,David Ross,C,LA,40,124,19,32,7,0,10,18,13,42,0,0,.258,.336,.556,.892,140,2,0,1,4,0.59,17,69,0,.301,.298,12.40,.310,.093,.300
102,Brad Fullmer,DH,ANA,63,206,32,63,9,2,9,35,26,31,5,4,.306,.387,.500,.887,235,2,0,1,4,0.98,20,103,4,.323,.194,22.89,.839,.111,.132
102,Derrek Lee,1B,FLA,155,539,91,146,31,2,31,92,88,131,21,8,.271,.379,.508,.887,643,10,0,6,9,1.09,64,274,7,.300,.237,17.39,.672,.137,.204
104,Garret Anderson,LF,ANA,159,638,80,201,49,4,29,116,31,83,6,3,.315,.345,.541,.886,673,0,0,4,15,0.95,82,345,10,.325,.226,22.00,.373,.046,.123
104,J.D. Drew,RF,STL,100,287,60,83,13,3,15,42,36,48,2,2,.289,.374,.512,.886,328,3,2,0,6,1.23,31,147,0,.304,.223,19.13,.750,.110,.146
106,Mike Lowell,3B,FLA,130,492,76,136,27,1,32,105,56,78,3,1,.276,.350,.530,.880,557,3,0,6,14,0.61,60,261,6,.268,.254,15.38,.718,.101,.140
106,Preston Wilson,CF,COL,155,600,94,169,43,1,36,141,54,139,14,7,.282,.343,.537,.880,661,4,0,3,23,0.98,80,322,1,.311,.255,16.67,.388,.082,.210
108,Jack Cust,DH,BAL,27,73,7,19,7,0,4,11,10,25,0,0,.260,.357,.521,.878,84,1,0,0,0,0.93,11,38,0,.341,.260,18.25,.400,.119,.298
109,Bobby Abreu,RF,PHI,158,577,99,173,35,1,20,101,109,126,22,9,.300,.409,.468,.877,695,2,0,7,13,1.39,56,270,13,.349,.168,28.85,.865,.157,.181
110,Carl Everett,CF,CWS,147,526,93,151,27,3,28,92,53,84,8,4,.287,.366,.510,.876,602,15,4,4,7,0.68,58,268,6,.294,.222,18.79,.631,.088,.140
110,Greg Myers,C,TOR,121,329,51,101,19,0,15,52,37,57,0,3,.307,.374,.502,.876,369,0,0,3,14,1.81,34,165,2,.331,.195,21.93,.649,.100,.154
112,Edgar Renteria,SS,STL,157,587,96,194,47,1,13,100,65,54,34,7,.330,.394,.480,.874,663,1,3,7,21,1.07,61,282,12,.343,.150,45.15,1.204,.098,.081
113,Hank Blalock,3B,TEX,143,567,89,170,33,3,29,90,44,97,2,3,.300,.350,.522,.872,615,1,0,3,16,0.69,65,296,1,.318,.222,19.55,.454,.072,.158
114,Craig Wilson,RF,PIT,116,309,49,81,15,4,18,48,35,89,3,1,.262,.360,.511,.871,358,13,0,1,6,1.15,37,158,4,.310,.249,17.17,.393,.098,.249
115,Nomar Garciaparra,SS,BOS,156,658,120,198,37,13,28,105,39,61,19,5,.301,.345,.524,.869,719,11,1,10,10,0.61,78,345,1,.294,.223,23.50,.639,.054,.085
116,Rafael Palmeiro,DH,TEX,154,561,92,146,21,2,38,112,84,77,2,0,.260,.359,.508,.867,654,5,0,4,7,0.64,61,285,9,.240,.248,14.76,1.091,.128,.118
116,Jose Vidro,2B,MON,144,509,77,158,36,0,15,65,69,50,3,2,.310,.397,.470,.867,592,7,2,5,16,1.50,51,239,6,.318,.159,33.93,1.380,.117,.084
118,Jay Payton,LF,COL,157,600,93,181,32,5,28,89,43,77,6,4,.302,.354,.512,.866,658,7,5,3,27,1.11,65,307,3,.307,.210,21.43,.558,.065,.117
119,Eric Chavez,3B,OAK,156,588,94,166,39,5,29,101,62,89,8,3,.282,.350,.514,.864,654,1,0,3,14,0.94,73,302,10,.290,.231,20.28,.697,.095,.136
119,Todd Pratt,C,PHI,43,125,16,34,10,1,4,20,22,38,0,0,.272,.400,.464,.864,156,6,1,2,3,1.15,15,58,0,.353,.192,31.25,.579,.141,.244
121,Steve Finley,CF,AZ,147,516,82,148,24,10,22,70,57,94,15,8,.287,.363,.500,.863,582,6,0,3,6,0.94,56,258,4,.313,.213,23.46,.606,.098,.162
121,Alfonso Soriano,2B,NYY,156,682,114,198,36,5,38,91,38,130,35,8,.290,.338,.525,.863,734,12,0,2,8,0.64,79,358,7,.310,.235,17.95,.292,.052,.177
121,Jason Varitek,C,BOS,142,451,63,123,31,1,25,85,51,106,3,2,.273,.351,.512,.863,521,7,5,7,10,1.36,57,231,8,.300,.239,18.04,.481,.098,.203
124,Carlos Baerga,X,AZ,105,207,31,71,13,0,4,39,18,20,1,1,.343,.396,.464,.860,231,2,1,3,6,1.79,17,96,1,.360,.121,51.75,.900,.078,.087
124,Jeff Kent,2B,HOU,130,505,77,150,39,1,22,93,39,85,6,2,.297,.351,.509,.860,552,5,0,3,13,0.69,62,257,2,.319,.212,22.96,.459,.071,.154
124,Mike Piazza,C,NYM,68,234,37,67,13,0,11,34,35,40,0,0,.286,.377,.483,.860,273,1,0,3,11,1.03,24,113,3,.301,.197,21.27,.875,.128,.147
127,Dave McCarty,LF,BOS,24,53,6,18,5,0,1,8,3,14,0,0,.340,.368,.491,.859,57,0,0,1,0,0.69,6,26,0,.436,.151,53.00,.214,.053,.246
128,Mike Sweeney,DH,KC,108,392,62,115,18,1,16,83,64,56,3,2,.293,.391,.467,.858,463,2,0,5,13,0.95,35,183,5,.305,.173,24.50,1.143,.138,.121
129,Tike Redman,CF,PIT,56,230,36,76,16,5,3,19,14,18,7,3,.330,.374,.483,.857,248,2,2,0,1,1.46,24,111,0,.349,.152,76.67,.778,.056,.073
130,Andruw Jones,CF,ATL,156,595,101,165,28,2,36,116,53,125,4,3,.277,.338,.513,.851,659,5,0,6,18,0.88,66,305,2,.293,.235,16.53,.424,.080,.190
131,Alex Cintron,SS,AZ,117,448,70,142,26,6,13,51,29,33,2,3,.317,.359,.489,.848,487,2,5,3,7,1.13,45,219,0,.319,.172,34.46,.879,.060,.068
132,Corey Koskie,3B,MIN,131,469,76,137,29,2,14,69,77,113,11,5,.292,.393,.452,.845,562,7,0,9,5,0.82,45,212,5,.350,.160,33.50,.681,.137,.201
132,Kevin Mench,LF,TEX,38,125,15,40,12,0,2,11,10,17,1,1,.320,.381,.464,.845,139,3,0,1,2,0.68,14,58,0,.355,.144,62.50,.588,.072,.122
134,Greg LaRocca,3B,CLE,5,9,3,3,1,0,0,0,1,1,0,0,.333,.400,.444,.844,10,0,0,0,0,0.67,1,4,0,.375,.111,-.--,1.000,.100,.100
134,Brad Wilkerson,LF,MON,146,504,78,135,34,4,19,77,89,155,13,10,.268,.380,.464,.844,602,4,2,3,5,0.99,57,234,0,.348,.196,26.53,.574,.148,.257
136,Derek Jeter,SS,NYY,119,482,87,156,25,3,10,52,43,88,11,5,.324,.393,.450,.843,542,13,3,1,10,2.14,38,217,2,.379,.127,48.20,.489,.079,.162
136,Doug Mientkiewicz,1B,MIN,142,487,67,146,38,1,11,65,74,55,4,1,.300,.393,.450,.843,574,5,2,6,9,0.84,50,219,4,.316,.150,44.27,1.345,.129,.096
136,Eduardo Perez,RF,STL,105,253,47,72,16,0,11,41,29,53,5,2,.285,.365,.478,.843,289,4,1,2,7,0.87,27,121,1,.319,.194,23.00,.547,.100,.183
136,Ivan Rodriguez,C,FLA,144,511,90,152,36,3,16,85,55,92,10,6,.297,.369,.474,.843,578,6,1,5,18,1.20,55,242,6,.333,.176,31.94,.598,.095,.159
140,Andres Galarraga,1B,SF,110,272,36,82,15,0,12,42,19,61,1,3,.301,.352,.489,.841,293,2,0,0,9,1.08,27,133,1,.352,.188,22.67,.311,.065,.208
141,Corey Patterson,CF,CHC,83,329,49,98,17,7,13,55,15,77,16,5,.298,.329,.511,.840,347,1,0,2,5,0.90,37,168,2,.353,.213,25.31,.195,.043,.222
141,Greg Vaughn,X,COL,22,37,8,7,3,0,3,5,8,13,0,0,.189,.326,.514,.840,46,0,0,1,0,0.50,6,19,0,.182,.324,12.33,.615,.174,.283
143,Tim Salmon,RF,ANA,148,528,78,145,35,4,19,72,77,93,3,1,.275,.374,.464,.838,621,10,0,6,12,0.65,58,245,3,.299,.189,27.79,.828,.124,.150
144,Aaron Guiel,RF,KC,99,354,63,98,30,0,15,52,27,63,3,5,.277,.346,.489,.835,401,13,2,5,3,0.85,45,173,0,.295,.212,23.60,.429,.067,.157
144,Adam Riggs,LF,ANA,24,61,11,15,4,1,3,5,9,9,3,1,.246,.343,.492,.835,72,0,2,0,2,0.63,8,30,0,.245,.246,20.33,1.000,.125,.125
146,Joe Mays,P,MIN,31,3,0,1,0,0,0,0,1,1,0,0,.333,.500,.333,.833,5,0,1,0,0,2.00,0,1,0,.500,.000,-.--,1.000,.200,.200
147,Matthew LeCroy,DH,MIN,107,345,39,99,19,0,17,64,25,82,0,1,.287,.342,.490,.832,374,4,0,0,8,0.76,36,169,1,.333,.203,20.29,.305,.067,.219
148,Jody Gerut,RF,CLE,127,480,66,134,33,2,22,75,35,70,4,5,.279,.336,.494,.830,525,7,1,2,13,1.04,57,237,4,.287,.215,21.82,.500,.067,.133
