index,PLAYER,position,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
689,Brett Myers,P,PHI,34,65,1,10,1,0,0,5,4,19,0,0,.154,.203,.169,.372,80,0,11,0,1,4.22,1,11,0,.217,.015,-.--,.211,.050,.238
692,Zach Day,P,COL,17,11,1,2,0,0,0,0,0,3,0,0,.182,.182,.182,.364,12,0,1,0,0,0.75,0,2,0,.250,.000,-.--,.---,.000,.250
692,Derek Lowe,P,LAD,35,65,3,10,2,0,0,4,2,17,1,0,.154,.179,.185,.364,76,0,9,0,2,3.27,2,12,0,.208,.031,-.--,.118,.026,.224
692,Charles Thomas,LF,OAK,30,46,4,5,0,0,0,1,5,8,0,1,.109,.255,.109,.364,55,4,0,0,0,1.20,0,5,0,.132,.000,-.--,.625,.091,.145
695,Doug Davis,P,MIL,35,73,2,10,3,1,0,3,1,34,0,0,.137,.149,.205,.354,76,0,2,0,1,5.20,4,15,0,.256,.068,-.--,.029,.013,.447
696,Paul Wilson,P,CIN,9,17,1,3,0,0,0,1,0,11,0,0,.176,.176,.176,.352,19,0,2,0,0,1.50,0,3,0,.500,.000,-.--,.---,.000,.579
697,Esteban Loaiza,P,WSH,34,74,3,12,2,0,0,4,0,23,0,1,.162,.162,.189,.351,80,0,6,0,1,2.46,2,14,0,.235,.027,-.--,.---,.000,.288
698,Norihiro Nakamura,3B,LAD,17,39,1,5,2,0,0,3,2,7,0,0,.128,.171,.179,.350,41,0,0,0,3,1.45,2,7,0,.156,.051,-.--,.286,.049,.171
699,Wandy Rodriguez,P,HOU,25,40,3,6,0,0,0,1,2,16,0,0,.150,.190,.150,.340,43,0,1,0,0,3.75,0,6,0,.250,.000,-.--,.125,.047,.372
700,Jeff Francis,P,COL,33,58,7,6,2,0,0,4,7,27,0,0,.103,.200,.138,.338,71,0,6,0,1,4.17,2,8,0,.194,.034,-.--,.259,.099,.380
701,Zach Duke,P,PIT,14,28,1,4,0,0,0,1,2,10,0,0,.143,.194,.143,.337,31,0,0,1,2,2.75,0,4,0,.211,.000,-.--,.200,.065,.323
702,Geoff Geary,P,PHI,40,6,0,1,0,0,0,0,0,4,0,0,.167,.167,.167,.334,6,0,0,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.667
702,Johan Santana,P,MIN,33,6,1,1,0,0,0,0,0,0,0,0,.167,.167,.167,.334,6,0,0,0,1,4.00,0,1,0,.167,.000,-.--,.---,.000,.000
702,Brad Thompson,P,STL,41,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.334,7,0,1,0,0,1.00,0,1,0,.250,.000,-.--,.---,.000,.286
705,Andy Dominique,C,TOR,2,2,0,0,0,0,0,0,0,0,0,0,.000,.333,.000,.333,3,1,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
705,Scott Eyre,P,SF,86,2,0,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333,3,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.500,.333,.667
705,Tim Olson,X,COL,3,2,0,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333,3,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.500,.333,.667
708,Mike DiFelice,C,NYM,11,17,0,2,0,0,0,0,2,5,0,0,.118,.211,.118,.329,19,0,0,0,1,0.67,0,2,0,.167,.000,-.--,.400,.105,.263
709,Mark Mulder,P,STL,32,62,3,9,0,0,0,3,3,25,0,0,.145,.182,.145,.327,67,0,1,1,1,2.75,0,9,0,.237,.000,-.--,.120,.045,.373
710,Jae Weong Seo,P,NYM,14,29,2,3,1,0,0,4,3,11,0,0,.103,.188,.138,.326,34,0,2,0,0,17.00,1,4,0,.167,.034,-.--,.273,.088,.324
711,Jamey Wright,P,COL,35,55,2,8,1,0,0,3,1,21,0,0,.145,.161,.164,.325,59,0,3,0,0,2.22,1,9,0,.235,.018,-.--,.048,.017,.356
712,Paul Maholm,P,PIT,6,15,1,2,0,0,0,0,1,6,0,0,.133,.188,.133,.321,17,0,1,0,0,1.67,0,2,0,.222,.000,-.--,.167,.059,.353
713,Wil Cordero,X,WSH,29,51,2,6,2,0,0,2,3,14,0,0,.118,.161,.157,.318,56,0,0,2,0,0.57,2,8,1,.154,.039,-.--,.214,.054,.250
714,Gary Glover,P,MIL,15,20,3,2,0,0,0,1,2,9,0,0,.100,.217,.100,.317,26,1,3,0,0,5.00,0,2,0,.182,.000,-.--,.222,.077,.346
715,D.J. Houlton,P,LAD,35,30,1,3,1,0,0,1,3,18,0,0,.100,.182,.133,.315,35,0,2,0,0,2.67,1,4,0,.250,.033,-.--,.167,.086,.514
716,Scott Erickson,P,LAD,19,13,0,2,0,0,0,0,0,5,0,0,.154,.154,.154,.308,14,0,1,0,0,7.00,0,2,0,.250,.000,-.--,.---,.000,.357
716,Ismael Valdez,P,FLA,14,13,0,2,0,0,0,0,0,2,0,0,.154,.154,.154,.308,16,0,3,0,0,2.00,0,2,0,.182,.000,-.--,.---,.000,.125
718,Kevin Correia,P,SF,16,14,0,1,0,0,0,0,3,5,0,0,.071,.235,.071,.306,18,0,1,0,0,8.00,0,1,0,.111,.000,-.--,.600,.167,.278
719,Victor Zambrano,P,NYM,31,53,2,7,0,1,0,2,0,22,0,0,.132,.132,.170,.302,58,0,5,0,0,1.64,1,9,0,.226,.038,-.--,.---,.000,.379
720,Woody Williams,P,SD,30,46,3,7,0,0,0,3,0,19,1,0,.152,.149,.152,.301,55,0,8,1,1,1.42,0,7,0,.250,.000,-.--,.---,.000,.345
721,Robinson Tejeda,P,PHI,26,20,1,2,0,1,0,0,0,9,0,0,.100,.100,.200,.300,25,0,5,0,0,3.67,1,4,0,.182,.100,-.--,.---,.000,.360
722,Tim Stauffer,P,SD,15,24,1,3,1,0,0,1,0,10,0,0,.125,.125,.167,.292,27,0,3,0,0,1.33,1,4,0,.214,.042,-.--,.---,.000,.370
723,Cory Lidle,P,PHI,31,58,2,8,0,0,0,2,1,30,0,0,.138,.153,.138,.291,67,0,8,0,0,2.11,0,8,0,.286,.000,-.--,.033,.015,.448
724,Josh Fogg,P,PIT,34,47,3,5,1,0,0,3,3,14,0,0,.106,.160,.128,.288,56,0,6,0,0,10.33,1,6,0,.152,.021,-.--,.214,.054,.250
725,Ezequiel Astacio,P,HOU,22,21,0,3,0,0,0,0,0,12,0,0,.143,.143,.143,.286,23,0,2,0,0,7.00,0,3,0,.333,.000,-.--,.---,.000,.522
725,Matt Belisle,P,CIN,61,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,8,0,1,0,0,1.00,0,1,0,.250,.000,-.--,.---,.000,.375
725,Eude Brito,P,PHI,6,7,1,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286,7,0,0,0,0,1.00,0,1,0,.200,.000,-.--,.---,.000,.286
725,Mark Hendrickson,P,TB,31,7,1,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,7,0,0,0,0,2.00,0,1,0,.250,.000,-.--,.---,.000,.429
725,Jon Rauch,P,WSH,15,7,1,1,0,0,0,1,0,5,0,0,.143,.143,.143,.286,8,0,1,0,0,1.00,0,1,0,.500,.000,-.--,.---,.000,.625
725,Scott Spiezio,X,SEA,29,47,2,3,1,0,1,1,4,18,0,0,.064,.137,.149,.286,51,0,0,0,1,0.18,2,7,0,.071,.085,47.00,.222,.078,.353
725,David Wells,P,BOS,30,7,1,1,0,0,0,1,0,2,0,0,.143,.143,.143,.286,7,0,0,0,0,4.00,0,1,0,.200,.000,-.--,.---,.000,.286
725,Barry Zito,P,OAK,35,7,0,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286,7,0,0,0,0,4.00,0,1,0,.200,.000,-.--,.---,.000,.286
733,Justin Knoedler,C,SF,8,10,0,1,0,0,0,0,0,1,0,0,.100,.182,.100,.282,11,1,0,0,0,1.00,0,1,0,.111,.000,-.--,.---,.000,.091
734,Dave Williams,P,PIT,25,42,2,5,1,0,0,4,1,21,0,0,.119,.136,.143,.279,50,0,6,1,0,4.75,1,6,0,.227,.024,-.--,.048,.020,.420
735,Tony Armas,P,WSH,19,32,1,4,0,0,0,0,1,13,0,0,.125,.152,.125,.277,34,0,1,0,0,7.00,0,4,0,.211,.000,-.--,.077,.029,.382
736,Mark Redman,P,PIT,30,53,1,6,0,0,0,2,3,21,0,0,.113,.161,.113,.274,60,0,4,0,4,3.29,0,6,0,.188,.000,-.--,.143,.050,.350
737,Curtis Pride,LF,LAA,11,11,2,1,1,0,0,0,0,4,0,0,.091,.091,.182,.273,11,0,0,0,0,1.00,1,2,0,.143,.091,-.--,.---,.000,.364
738,John Patterson,P,WSH,31,59,2,6,3,0,0,0,0,23,0,0,.102,.117,.153,.270,68,1,8,0,0,3.22,3,9,0,.167,.051,-.--,.---,.000,.338
739,Claudio Vargas,P,AZ,25,36,1,4,0,0,0,3,2,7,0,0,.111,.158,.111,.269,45,0,7,0,2,7.00,0,4,0,.138,.000,-.--,.286,.044,.156
740,Odalis Perez,P,LAD,19,33,2,4,0,0,0,0,1,10,0,0,.121,.147,.121,.268,42,0,8,0,0,2.38,0,4,0,.174,.000,-.--,.100,.024,.238
741,William Bergolla,2B,CIN,17,38,3,5,0,0,0,1,0,10,0,0,.132,.132,.132,.264,38,0,0,0,1,1.09,0,5,0,.179,.000,-.--,.---,.000,.263
742,Yamid Haad,C,SF,17,28,0,2,1,0,0,1,3,7,0,0,.071,.156,.107,.263,32,0,0,1,2,1.22,1,3,0,.091,.036,-.--,.429,.094,.219
743,Jason Schmidt,P,SF,29,53,2,5,0,0,1,2,0,32,0,0,.094,.111,.151,.262,60,1,6,0,0,1.44,1,8,0,.200,.057,53.00,.---,.000,.533
744,Jaime Bubela,CF,SEA,11,19,3,2,0,0,0,0,1,4,1,0,.105,.150,.105,.255,20,0,0,0,1,1.60,0,2,0,.133,.000,-.--,.250,.050,.200
745,Tomo Ohka,P,MIL,33,54,2,6,0,0,0,3,2,25,0,0,.111,.143,.111,.254,59,0,3,0,0,4.20,0,6,0,.207,.000,-.--,.080,.034,.424
746,Matt Clement,P,BOS,32,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250,4,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.500,.250,.500
746,Jose Contreras,P,CWS,32,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250,4,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.500,.250,.500
746,Scott Hairston,X,AZ,15,20,0,2,1,0,0,0,0,6,0,0,.100,.100,.150,.250,20,0,0,0,1,0.50,1,3,0,.143,.050,-.--,.---,.000,.300
749,Shin-Soo Choo,CF,SEA,10,18,1,1,0,0,0,1,3,4,0,0,.056,.190,.056,.246,21,0,0,0,0,1.60,0,1,0,.071,.000,-.--,.750,.143,.190
750,Greg Myers,C,TOR,6,12,0,1,0,0,0,1,1,1,0,0,.083,.154,.083,.237,13,0,0,0,2,1.50,0,1,0,.091,.000,-.--,1.000,.077,.077
751,Matt Morris,P,STL,31,57,4,5,0,0,0,2,4,23,0,0,.088,.148,.088,.236,69,0,8,0,0,3.11,0,5,0,.147,.000,-.--,.174,.058,.333
752,Brad Halsey,P,AZ,28,48,2,3,0,0,0,2,6,18,0,0,.063,.167,.063,.230,60,0,6,0,0,5.60,0,3,0,.100,.000,-.--,.333,.100,.300
752,Jon Lieber,P,PHI,36,73,7,7,2,0,0,4,1,29,0,0,.096,.107,.123,.230,78,0,3,1,3,4.13,2,9,0,.156,.027,-.--,.034,.013,.372
754,Brandon Claussen,P,CIN,29,55,3,5,0,0,0,0,3,22,0,0,.091,.138,.091,.229,64,0,6,0,0,2.78,0,5,0,.152,.000,-.--,.136,.047,.344
755,Gavin Floyd,P,PHI,7,9,0,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222,9,0,0,0,0,0.50,0,1,0,.250,.000,-.--,.---,.000,.556
755,Darrell May,P,SD,22,9,0,1,0,0,0,0,0,5,0,0,.111,.111,.111,.222,10,0,1,0,0,3.00,0,1,0,.250,.000,-.--,.---,.000,.500
755,Jorge Sosa,P,ATL,45,31,1,3,0,0,0,0,1,15,0,0,.097,.125,.097,.222,35,0,3,0,1,2.20,0,3,0,.188,.000,-.--,.067,.029,.429
758,Fernando Cortez,X,TB,8,13,0,1,0,0,0,1,1,3,0,0,.077,.143,.077,.220,14,0,0,0,0,1.25,0,1,0,.100,.000,-.--,.333,.071,.214
759,Brian Moehler,P,FLA,37,40,1,3,1,0,0,3,1,15,0,0,.075,.119,.100,.219,47,1,5,0,0,3.50,1,4,0,.120,.025,-.--,.067,.021,.319
760,Chris Carpenter,P,STL,33,77,7,5,2,0,0,2,5,23,0,1,.065,.120,.091,.211,93,0,10,1,2,3.29,2,7,0,.091,.026,-.--,.217,.054,.247
761,Hiram Bocachica,RF,OAK,9,19,2,2,0,0,0,0,0,7,0,0,.105,.105,.105,.210,19,0,0,0,0,1.00,0,2,0,.167,.000,-.--,.---,.000,.368
762,Brandon Webb,P,AZ,33,62,0,6,0,0,0,2,1,30,0,0,.097,.111,.097,.208,76,0,13,0,0,5.50,0,6,0,.188,.000,-.--,.033,.013,.395
763,Shawn Estes,P,AZ,21,29,2,2,0,1,0,0,0,7,1,0,.069,.069,.138,.207,31,0,2,0,1,2.67,1,4,0,.091,.069,-.--,.---,.000,.226
764,Jerome Williams,P,CHC,22,34,1,3,1,0,0,0,0,16,0,0,.088,.088,.118,.206,40,0,6,0,0,2.50,1,4,0,.167,.029,-.--,.---,.000,.400
765,Sun-Woo Kim,P,COL,24,19,2,2,0,0,0,3,0,5,0,0,.105,.100,.105,.205,26,0,6,1,0,2.17,0,2,0,.133,.000,-.--,.---,.000,.192
766,Ramon Ortiz,P,CIN,30,54,1,4,2,0,0,0,1,23,0,0,.074,.091,.111,.202,61,0,6,0,0,2.00,2,6,0,.129,.037,-.--,.043,.016,.377
767,Byung-Hyun Kim,P,COL,40,38,0,3,0,0,0,2,2,6,0,0,.079,.122,.079,.201,45,0,4,1,0,1.62,0,3,0,.091,.000,-.--,.333,.044,.133
768,Matt Cain,P,SF,7,15,1,1,1,0,0,0,0,6,0,0,.067,.067,.133,.200,16,0,1,0,0,8.00,1,2,0,.111,.067,-.--,.---,.000,.375
768,Ryan Franklin,P,SEA,32,4,0,0,0,0,0,0,1,0,0,0,.000,.200,.000,.200,5,0,0,0,0,3.00,0,0,0,.000,.000,-.--,.---,.200,.000
768,John Koronka,P,CHC,4,4,0,0,0,0,0,0,1,3,0,0,.000,.200,.000,.200,5,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.333,.200,.600
768,Jarrod Washburn,P,LAA,29,4,1,0,0,0,0,0,1,0,0,0,.000,.200,.000,.200,5,0,0,0,0,4.00,0,0,0,.000,.000,-.--,.---,.200,.000
772,Brian Lawrence,P,SD,33,59,2,5,0,0,0,1,2,29,0,0,.085,.113,.085,.198,69,0,7,1,2,1.20,0,5,0,.161,.000,-.--,.069,.029,.420
773,Bobby Higginson,RF,DET,10,26,1,2,0,0,0,1,1,5,0,0,.077,.111,.077,.188,27,0,0,0,0,0.46,0,2,0,.095,.000,-.--,.200,.037,.185
774,Pedro Martinez,P,NYM,31,69,2,6,0,0,0,1,1,26,0,0,.087,.100,.087,.187,76,0,6,0,1,3.30,0,6,0,.140,.000,-.--,.038,.013,.342
775,Andy Pettitte,P,HOU,33,62,1,5,0,0,0,3,1,19,0,0,.081,.094,.081,.175,79,0,15,1,0,3.91,0,5,0,.114,.000,-.--,.053,.013,.241
776,Pedro Astacio,P,SD,24,17,1,1,0,0,0,1,1,5,0,0,.059,.111,.059,.170,23,0,5,0,2,7.00,0,1,0,.083,.000,-.--,.200,.043,.217
777,Doug Clark,X,SF,8,5,2,0,0,0,0,0,1,2,0,0,.000,.167,.000,.167,6,0,0,0,0,3.00,0,0,0,.000,.000,-.--,.500,.167,.333
778,Anderson Hernandez,2B,NYM,6,18,1,1,0,0,0,0,1,4,0,1,.056,.105,.056,.161,19,0,0,0,0,2.25,0,1,0,.071,.000,-.--,.250,.053,.211
779,Victor Santos,P,MIL,29,40,1,3,0,0,0,0,0,13,0,0,.075,.075,.075,.150,43,0,3,0,0,2.86,0,3,0,.111,.000,-.--,.---,.000,.302
780,Ryan Madson,P,PHI,78,6,0,0,0,0,0,0,1,0,0,0,.000,.143,.000,.143,8,0,1,0,1,1.33,0,0,0,.000,.000,-.--,.---,.125,.000
780,Lou Merloni,3B,LAA,5,5,1,0,0,0,0,1,1,2,0,0,.000,.143,.000,.143,7,0,0,1,0,0.00,0,0,0,.000,.000,-.--,.500,.143,.286
782,Ryan Dempster,P,CHC,63,14,0,1,0,0,0,0,0,5,0,0,.071,.071,.071,.142,14,0,0,0,0,7.00,0,1,0,.111,.000,-.--,.---,.000,.357
783,Ryan Drese,P,WSH,24,15,0,1,0,0,0,0,0,11,0,0,.067,.067,.067,.134,20,0,5,0,0,3.00,0,1,0,.250,.000,-.--,.---,.000,.550
783,Steve Trachsel,P,NYM,6,15,0,1,0,0,0,0,0,7,0,0,.067,.067,.067,.134,15,0,0,0,0,1.33,0,1,0,.125,.000,-.--,.---,.000,.467
785,Anderson Machado,SS,COL,6,12,1,0,0,0,0,2,2,6,0,0,.000,.133,.000,.133,15,0,0,1,0,0.75,0,0,0,.000,.000,-.--,.333,.133,.400
786,Aaron Heilman,P,NYM,53,14,0,0,0,0,0,0,1,7,0,0,.000,.067,.000,.067,17,0,2,0,0,8.00,0,0,0,.000,.000,-.--,.143,.059,.412
787,Ben Sheets,P,MIL,22,45,0,1,0,0,0,0,1,17,0,0,.022,.043,.022,.065,53,0,7,0,0,1.83,0,1,0,.036,.000,-.--,.059,.019,.321
788,Kelly Shoppach,C,BOS,9,15,1,0,0,0,0,0,0,7,0,0,.000,.063,.000,.063,16,1,0,0,0,1.67,0,0,0,.000,.000,-.--,.---,.000,.438
789,Aaron Harang,P,CIN,32,74,1,2,0,0,0,3,0,39,0,0,.027,.027,.027,.054,78,0,4,0,0,2.70,0,2,0,.057,.000,-.--,.---,.000,.500
790,Mike Adams,P,MIL,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Terry Adams,P,PHI,16,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jeremy Affeldt,P,KC,49,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Antonio Alfonseca,P,FLA,33,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Armando Almanza,P,AZ,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Wilson Alvarez,P,LAD,21,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,0,1,0,0,2.00,0,0,0,.000,.000,-.--,.---,.000,.333
790,Matt Anderson,P,COL,12,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Greg Aquino,P,AZ,35,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Bronson Arroyo,P,BOS,35,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
790,Manny Aybar,P,NYM,22,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Danys Baez,P,TB,67,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,James Baldwin,P,BAL,20,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Miguel Batista,P,TOR,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jonah Bayliss,P,KC,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Yorman Bazardo,P,FLA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
790,Heath Bell,P,NYM,42,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,0,0,0,0,2.00,0,0,0,.000,.000,-.--,.---,.000,.333
790,Armando Benitez,P,SF,30,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Joaquín Benoit,P,TEX,33,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Chad Bentz,P,FLA,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Rafael Betancourt,P,CLE,54,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jeremy Bonderman,P,DET,29,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,6,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.333
790,Chris Booker,P,CIN,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Joe Borowski,P,CHC,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Ricky Bottalico,P,MIL,40,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Blaine Boyer,P,ATL,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Yhency Brazoban,P,LAD,74,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.500
790,Craig Breslow,P,SD,14,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Doug Brocail,P,TEX,61,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Frank Brooks,P,ATL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jim Brower,P,ATL,69,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.500
790,Jonathan Broxton,P,LAD,14,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Brian Bruney,P,AZ,47,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Mark Buehrle,P,CWS,33,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,3,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.333
790,Jason Bulger,P,AZ,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Bryan Bullington,P,PIT,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Ambiorix Burgos,P,KC,59,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jamie Burke,1B,CWS,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,1.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Mike Burns,P,HOU,27,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Daniel Cabrera,P,BAL,29,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
790,Kiko Calero,P,OAK,58,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,0,0,0,0,-.--,0,0,0,.---,.000,-.--,.---,.000,1.000
790,Carmen Cali,P,STL,6,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jose Capellan,P,MIL,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Matt Capps,P,PIT,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Buddy Carlyle,P,LAD,10,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Giovanni Carrara,P,LAD,72,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,2,0,1,0,0,1.00,0,0,0,.---,.000,-.--,.---,.000,.500
790,D.J. Carrasco,P,KC,21,7,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,8,0,1,0,0,6.00,0,0,0,.000,.000,-.--,.---,.000,.125
790,Hector Carrasco,P,WSH,64,8,1,0,0,0,0,0,0,7,0,0,.000,.000,.000,.000,10,0,2,0,0,3.00,0,0,0,.000,.000,-.--,.---,.000,.700
790,Lance Carter,P,TB,39,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Frank Castillo,P,FLA,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,1,0,0,0,0,0.00,0,0,0,.000,.000,-.--,.---,.000,.000
790,Gustavo Chacin,P,TOR,34,7,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,8,0,1,0,0,6.00,0,0,0,.000,.000,-.--,.---,.000,.250
790,Matt Childers,P,ATL,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Randy Choate,P,AZ,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
790,Jason Christiansen,P,SF,56,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,.---,.---
