index,PLAYER,position,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
26,Cory Wade,P,LAD,55,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,1,0,0,0,0,-.--,0,0,0,.---,--,-.--,.---,1.000,.000
44,Milton Bradley,DH,TEX,126,414,78,133,32,1,22,77,80,112,5,3,.321,.436,.563,.999,510,9,0,6,10,0.97,55,233,13,.388,.242,18.82,.714,.157,.220
45,Lance Berkman,1B,HOU,159,554,114,173,46,4,29,106,99,108,18,4,.312,.420,.567,.987,665,7,0,5,13,1.01,79,314,18,.341,.255,19.10,.917,.149,.162
46,Andy Sonnanstine,P,TB,32,5,2,2,0,0,0,0,2,3,0,0,.400,.571,.400,.971,9,0,2,0,0,2.00,0,2,0,1.000,.000,-.--,.667,.222,.333
47,Ryan Ludwick,RF,STL,152,538,104,161,40,3,37,113,62,146,4,4,.299,.375,.591,.966,617,8,1,8,8,0.52,80,318,3,.342,.292,14.54,.425,.100,.237
48,Carlos Quentin,LF,CWS,130,480,96,138,26,1,36,100,66,80,7,3,.288,.394,.571,.965,569,20,0,3,16,0.91,63,274,0,.278,.283,13.33,.825,.116,.141
48,Alex Rodriguez,3B,NYY,138,510,104,154,33,0,35,103,65,117,18,3,.302,.392,.573,.965,594,14,0,5,16,1.02,68,292,9,.328,.271,14.57,.556,.109,.197
50,Mark Teixeira,1B,LAA,157,574,102,177,41,0,33,121,97,93,2,0,.308,.410,.552,.962,685,7,0,7,17,0.94,74,317,13,.316,.244,17.39,1.043,.142,.136
51,Mike Napoli,C,LAA,78,227,39,62,9,1,20,49,35,70,7,3,.273,.374,.586,.960,274,5,1,6,3,0.57,30,133,5,.294,.313,11.35,.500,.128,.255
52,Kevin Youkilis,1B,BOS,145,538,91,168,43,4,29,115,62,108,3,5,.312,.390,.569,.959,621,12,0,9,11,0.69,76,306,7,.339,.257,18.55,.574,.100,.174
53,Ryan Shealy,1B,KC,20,73,12,22,1,0,7,20,5,19,0,0,.301,.354,.603,.957,79,1,0,0,2,1.13,8,44,0,.319,.301,10.43,.263,.063,.241
54,Matt Holliday,LF,COL,139,539,107,173,38,2,25,88,74,104,28,2,.321,.409,.538,.947,623,8,0,2,9,1.05,65,290,6,.359,.217,21.56,.712,.119,.167
55,Shin-Soo Choo,RF,CLE,94,317,68,98,28,3,14,66,44,78,4,3,.309,.397,.549,.946,370,5,0,4,5,0.93,45,174,4,.367,.240,22.64,.564,.119,.211
55,Brad Nelson,X,MIL,9,7,0,2,2,0,0,0,1,0,0,0,.286,.375,.571,.946,8,0,0,0,0,0.67,2,4,0,.286,.286,-.--,.---,.125,.000
57,Hanley Ramirez,SS,FLA,153,589,125,177,34,4,33,67,92,122,35,12,.301,.400,.540,.940,693,8,0,4,5,1.09,71,318,9,.329,.239,17.85,.754,.133,.176
58,Carlos Lee,LF,HOU,115,436,61,137,27,0,28,100,37,49,4,1,.314,.368,.569,.937,481,3,0,5,8,0.69,55,248,7,.299,.255,15.57,.755,.077,.102
59,Micah Hoffpauir,X,CHC,33,73,14,25,8,0,2,8,6,24,1,0,.342,.400,.534,.934,80,1,0,0,0,0.71,10,39,0,.489,.192,36.50,.250,.075,.300
60,J.D. Drew,RF,BOS,109,368,79,103,23,4,19,64,79,80,4,1,.280,.408,.519,.927,456,4,0,5,11,0.84,46,191,5,.307,.239,19.37,.988,.173,.175
61,Russell Branyan,3B,MIL,50,132,24,33,8,0,12,20,19,42,1,0,.250,.342,.583,.925,152,0,0,1,0,0.45,20,77,4,.266,.333,11.00,.452,.125,.276
62,David Wright,3B,NYM,160,626,115,189,42,2,33,124,94,118,15,5,.302,.390,.534,.924,736,4,0,11,15,0.76,77,334,5,.321,.232,18.97,.797,.128,.160
63,Chase Utley,2B,PHI,159,607,113,177,41,4,33,104,64,104,14,2,.292,.380,.535,.915,707,27,1,8,9,0.68,78,325,14,.301,.244,18.39,.615,.091,.147
64,Aubrey Huff,DH,BAL,154,598,96,182,48,2,32,108,53,89,4,0,.304,.360,.552,.912,661,3,0,7,9,0.89,82,330,7,.310,.247,18.69,.596,.080,.135
65,Mike Fontenot,2B,CHC,119,243,42,74,22,1,9,40,34,51,2,0,.305,.395,.514,.909,284,3,3,1,1,1.10,32,125,2,.353,.210,27.00,.667,.120,.180
66,Josh Hamilton,CF,TEX,156,624,98,190,35,5,32,130,64,126,9,1,.304,.371,.530,.901,704,7,0,9,8,1.20,72,331,9,.333,.226,19.50,.508,.091,.179
67,Kevin Millwood,P,TEX,29,4,1,1,1,0,0,0,1,2,0,0,.250,.400,.500,.900,6,0,1,0,0,2.00,1,2,0,.500,.250,-.--,.500,.167,.333
68,Adam Dunn,1B,AZ,158,517,79,122,23,0,40,100,122,164,2,1,.236,.386,.513,.899,651,7,0,5,7,0.74,63,265,13,.258,.277,12.92,.744,.187,.252
69,Aramis Ramirez,3B,CHC,149,554,97,160,44,1,27,111,74,94,2,2,.289,.380,.518,.898,645,11,0,6,13,0.54,72,287,7,.303,.229,20.52,.787,.115,.146
70,Nick Markakis,RF,BAL,157,595,106,182,48,1,20,87,99,113,10,7,.306,.406,.491,.897,697,2,0,1,10,1.20,69,292,7,.350,.185,29.75,.876,.142,.162
71,Brian McCann,C,ATL,145,509,68,153,42,1,23,87,57,64,5,0,.301,.373,.523,.896,573,4,0,3,17,0.78,66,266,4,.306,.222,22.13,.891,.099,.112
72,Jason Bay,LF,BOS,155,577,111,165,35,4,31,101,81,137,10,0,.286,.373,.522,.895,670,4,0,8,7,0.79,70,301,4,.321,.236,18.61,.591,.121,.204
72,Chris Iannetta,C,COL,104,333,50,88,22,2,18,65,56,92,0,0,.264,.390,.505,.895,407,14,2,2,6,0.83,42,168,0,.311,.240,18.50,.609,.138,.226
74,Ian Kinsler,2B,TEX,121,518,102,165,41,4,18,71,45,67,26,2,.319,.375,.517,.892,583,6,7,7,12,0.65,63,268,1,.334,.199,28.78,.672,.077,.115
75,Carlos Zambrano,P,CHC,38,83,9,28,4,1,4,14,0,24,0,0,.337,.337,.554,.891,85,0,2,0,4,2.00,9,46,0,.436,.217,20.75,.---,.000,.282
76,Ryan Braun,LF,MIL,151,611,92,174,39,7,37,106,42,129,14,4,.285,.335,.553,.888,663,6,0,4,13,0.72,83,338,4,.305,.268,16.51,.326,.063,.195
77,Miguel Cabrera,1B,DET,160,616,85,180,36,2,37,127,56,126,1,0,.292,.349,.537,.886,684,3,0,9,16,0.91,75,331,6,.310,.245,16.65,.444,.082,.184
77,Vladimir Guerrero,RF,LAA,143,541,85,164,31,3,27,91,51,77,5,3,.303,.365,.521,.886,600,4,0,4,27,1.29,61,282,16,.311,.218,20.04,.662,.085,.128
79,Jermaine Dye,RF,CWS,154,590,96,172,41,2,34,96,44,104,3,2,.292,.344,.541,.885,645,6,0,5,18,0.64,77,319,3,.302,.249,17.35,.423,.068,.161
79,Andre Ethier,RF,LAD,141,525,90,160,38,5,20,77,59,88,6,3,.305,.375,.510,.885,596,4,1,7,6,0.97,63,268,0,.330,.206,26.25,.670,.099,.148
81,Ryan Howard,1B,PHI,162,610,105,153,26,4,48,146,81,199,1,1,.251,.339,.543,.882,700,3,0,6,11,1.20,78,331,17,.285,.292,12.71,.407,.116,.284
81,Craig Stansberry,X,SD,12,16,4,6,1,0,0,2,2,3,0,0,.375,.444,.438,.882,18,0,0,0,0,0.75,1,7,0,.462,.063,-.--,.667,.111,.167
83,Chris Davis,1B,TEX,80,295,51,84,23,2,17,55,20,88,1,2,.285,.331,.549,.880,317,1,0,1,5,0.82,42,162,1,.351,.264,17.35,.227,.063,.278
83,Dusty Ryan,C,DET,15,44,6,14,2,0,2,7,5,13,0,0,.318,.380,.500,.880,50,0,0,1,0,0.38,4,22,0,.400,.182,22.00,.385,.100,.260
85,Prince Fielder,1B,MIL,159,588,86,162,30,2,34,102,84,134,3,2,.276,.372,.507,.879,694,12,0,10,12,0.96,66,298,19,.298,.231,17.29,.627,.121,.193
85,Brad Hawpe,RF,COL,138,488,69,138,24,3,25,85,76,134,2,2,.283,.381,.498,.879,569,3,0,2,7,0.90,52,243,6,.341,.215,19.52,.567,.134,.236
87,Oscar Salazar,X,BAL,34,81,13,23,3,0,5,15,12,13,0,1,.284,.372,.506,.878,94,0,0,1,1,0.92,8,41,0,.281,.222,16.20,.923,.128,.138
88,Carlos Beltrán,CF,NYM,161,606,116,172,40,5,27,112,92,96,25,3,.284,.376,.500,.876,706,1,1,6,11,1.08,72,303,13,.297,.216,22.44,.958,.130,.136
88,David Ortiz,DH,BOS,109,416,74,110,30,1,23,89,70,74,1,0,.264,.369,.507,.876,491,1,1,3,11,0.76,54,211,12,.270,.243,18.09,.946,.143,.151
88,Grady Sizemore,CF,CLE,157,634,101,170,39,5,33,90,98,130,38,5,.268,.374,.502,.876,745,11,0,2,5,0.70,77,318,14,.290,.233,19.21,.754,.132,.174
88,Alfonso Soriano,LF,CHC,109,453,76,127,27,0,29,75,43,103,19,3,.280,.344,.532,.876,503,3,0,4,9,0.62,56,241,11,.302,.252,15.62,.417,.085,.205
88,Ty Wigginton,3B,HOU,111,386,50,110,22,1,23,58,32,69,4,6,.285,.350,.526,.876,429,8,0,3,9,1.04,46,203,1,.293,.241,16.78,.464,.075,.161
93,Jason Giambi,1B,NYY,145,458,68,113,19,1,32,96,76,111,2,1,.247,.373,.502,.875,565,22,0,9,6,0.63,52,230,5,.250,.255,14.31,.685,.135,.196
93,Ryan Spilborghs,X,COL,89,233,38,73,14,2,6,36,38,41,7,4,.313,.407,.468,.875,275,1,0,3,8,1.98,22,109,0,.354,.155,38.83,.927,.138,.149
95,Pat Burrell,LF,PHI,157,536,74,134,33,3,33,86,102,136,0,0,.250,.367,.507,.874,645,1,0,6,10,0.66,69,272,8,.271,.257,16.24,.750,.158,.211
95,Evan Longoria,3B,TB,122,448,67,122,31,2,27,85,46,122,7,0,.272,.343,.531,.874,508,6,0,8,8,0.75,60,238,4,.309,.259,16.59,.377,.091,.240
95,Dan Uggla,2B,FLA,146,531,97,138,37,1,32,92,77,171,5,5,.260,.360,.514,.874,619,8,0,3,10,0.65,70,273,6,.320,.254,16.59,.450,.124,.276
95,Joey Votto,1B,CIN,151,526,69,156,32,3,24,84,59,102,7,5,.297,.368,.506,.874,589,2,0,2,7,1.14,59,266,9,.328,.209,21.92,.578,.100,.173
99,Justin Morneau,1B,MIN,163,623,97,187,47,4,23,129,76,85,0,1,.300,.374,.499,.873,712,3,0,10,20,1.05,74,311,16,.312,.199,27.09,.894,.107,.119
100,Carlos Delgado,1B,NYM,159,598,96,162,32,1,38,115,72,124,1,1,.271,.353,.518,.871,686,8,0,8,16,1.09,71,310,19,.279,.247,15.74,.581,.105,.181
100,Adrián González,1B,SD,162,616,103,172,32,1,36,119,74,142,0,0,.279,.361,.510,.871,700,7,0,3,24,1.15,69,314,18,.308,.231,17.11,.521,.106,.203
100,Jerry Hairston,SS,CIN,80,261,47,85,20,2,6,36,23,36,15,3,.326,.384,.487,.871,297,3,8,2,0,0.58,28,127,0,.357,.161,43.50,.639,.077,.121
100,Carlos Pena,1B,TB,139,490,76,121,24,2,31,102,96,166,1,1,.247,.377,.494,.871,607,12,0,9,6,0.66,57,242,7,.298,.247,15.81,.578,.158,.273
100,Ramon Santiago,SS,DET,58,124,30,35,6,2,4,18,22,17,1,0,.282,.411,.460,.871,156,5,5,0,1,1.20,12,57,0,.301,.177,31.00,1.294,.141,.109
105,Daniel Murphy,LF,NYM,49,131,24,41,9,3,2,17,18,28,0,2,.313,.397,.473,.870,151,1,0,1,4,0.97,14,62,1,.382,.160,65.50,.643,.119,.185
105,Magglio Ordonez,RF,DET,146,561,72,178,32,2,21,103,53,76,1,5,.317,.376,.494,.870,623,3,0,6,27,1.05,55,277,2,.334,.176,26.71,.697,.085,.122
107,Dustin Pedroia,2B,BOS,157,653,118,213,54,2,17,83,50,52,20,1,.326,.376,.493,.869,726,7,7,9,17,0.97,73,322,1,.331,.167,38.41,.962,.069,.072
108,Travis Metcalf,3B,TEX,23,56,11,13,2,0,6,14,3,12,0,0,.232,.279,.589,.868,61,1,0,1,2,1.00,8,33,0,.179,.357,9.33,.250,.049,.197
108,Geovany Soto,C,CHC,141,494,66,141,35,2,23,86,62,121,0,1,.285,.364,.504,.868,563,2,0,5,11,0.87,60,249,6,.332,.219,21.48,.512,.110,.215
110,Xavier Nady,LF,NYY,148,555,76,169,37,1,25,97,39,103,2,1,.305,.357,.510,.867,607,9,0,4,14,1.05,63,283,2,.334,.205,22.20,.379,.064,.170
111,Kelly Shoppach,C,CLE,112,352,67,92,27,0,21,55,36,133,0,0,.261,.348,.517,.865,403,11,3,1,7,1.11,48,182,3,.357,.256,16.76,.271,.089,.330
111,Jim Thome,DH,CWS,149,503,93,123,28,0,34,90,91,147,1,0,.245,.362,.503,.865,602,4,0,4,17,1.10,62,253,9,.273,.258,14.79,.619,.151,.244
113,Elijah Dukes,RF,WSH,81,276,48,73,16,2,13,44,50,79,13,4,.264,.386,.478,.864,334,6,0,2,10,1.25,31,132,1,.323,.214,21.23,.633,.150,.237
113,Joe Mauer,C,MIN,146,536,98,176,31,4,9,85,84,50,1,1,.328,.413,.451,.864,633,1,1,11,21,1.39,44,242,8,.342,.123,59.56,1.680,.133,.079
115,Nate Schierholtz,RF,SF,19,75,12,24,8,1,1,5,3,8,0,1,.320,.370,.493,.863,81,3,0,0,1,1.26,10,37,0,.348,.173,75.00,.375,.037,.099
116,Jayson Werth,RF,PHI,134,418,73,114,16,3,24,67,57,119,20,1,.273,.363,.498,.861,482,4,0,3,2,0.94,43,208,1,.324,.225,17.42,.479,.118,.247
117,Curtis Granderson,CF,DET,141,553,112,155,26,13,22,66,71,111,12,4,.280,.365,.494,.859,629,3,1,1,7,0.77,61,273,1,.316,.213,25.14,.640,.113,.176
118,Ryan Doumit,C,PIT,116,431,71,137,34,0,15,69,23,55,2,2,.318,.357,.501,.858,465,6,0,5,10,1.03,49,216,4,.333,.183,28.73,.418,.049,.118
119,Mark DeRosa,2B,CHC,149,505,103,144,30,3,21,87,69,106,6,0,.285,.376,.481,.857,593,9,2,8,9,1.01,54,243,0,.319,.196,24.05,.651,.116,.179
120,Troy Glaus,3B,STL,151,544,69,147,33,1,27,99,87,104,0,1,.270,.372,.483,.855,637,3,0,3,14,0.70,61,263,3,.288,.213,20.15,.837,.137,.163
121,Brian Giles,RF,SD,147,559,81,171,40,4,12,63,87,52,2,2,.306,.398,.456,.854,653,2,0,5,18,0.85,56,255,2,.318,.150,46.58,1.673,.133,.080
122,Scott McClain,X,SF,14,33,7,9,1,0,2,7,5,8,0,1,.273,.368,.485,.853,38,0,0,0,0,0.45,3,16,0,.304,.212,16.50,.625,.132,.211
122,Nate McLouth,CF,PIT,152,597,113,165,46,4,26,94,65,93,23,3,.276,.356,.497,.853,685,12,5,6,5,0.71,76,297,11,.287,.221,22.96,.699,.095,.136
122,Fernando Tatis,LF,NYM,92,273,33,81,16,1,11,47,29,59,3,0,.297,.369,.484,.853,306,3,0,1,7,1.06,28,132,3,.343,.187,24.82,.492,.095,.193
125,Jack Cust,LF,OAK,148,481,77,111,19,0,33,77,111,197,0,0,.231,.375,.476,.851,598,2,0,4,7,1.16,52,229,3,.306,.245,14.58,.563,.186,.329
126,Jeff Bailey,X,BOS,27,50,10,14,1,1,2,6,9,17,0,0,.280,.390,.460,.850,59,0,0,0,2,1.71,4,23,1,.387,.180,25.00,.529,.153,.288
127,Reggie Abercrombie,LF,HOU,34,55,10,17,5,0,2,5,1,23,5,2,.309,.339,.509,.848,60,2,1,1,0,1.83,7,28,0,.484,.200,27.50,.043,.017,.383
128,Pablo Sandoval,1B,SF,41,145,24,50,10,1,3,24,4,14,0,0,.345,.357,.490,.847,154,1,0,4,6,0.89,14,71,1,.356,.145,48.33,.286,.026,.091
129,Hank Blalock,1B,TEX,65,258,37,74,19,1,12,38,19,40,1,0,.287,.338,.508,.846,281,2,0,2,10,0.72,32,131,3,.298,.221,21.50,.475,.068,.142
129,Nick Johnson,1B,WSH,38,109,15,24,8,0,5,20,33,25,0,0,.220,.415,.431,.846,147,4,0,1,2,0.85,13,47,4,.238,.211,21.80,1.320,.224,.170
131,Ronnie Belliard,1B,WSH,96,296,37,85,22,0,11,46,37,58,3,2,.287,.372,.473,.845,337,3,1,0,6,1.08,33,140,1,.326,.186,26.91,.638,.110,.172
131,Jody Gerut,CF,SD,100,328,46,97,15,4,14,43,28,52,6,4,.296,.351,.494,.845,356,0,0,0,1,1.01,33,162,0,.317,.198,23.43,.538,.079,.146
131,Michael Hollimon,SS,DET,11,23,4,6,2,1,1,2,1,6,0,0,.261,.280,.565,.845,25,0,0,1,0,1.00,4,13,0,.294,.304,23.00,.167,.040,.240
134,Ben Zobrist,SS,TB,62,198,32,50,10,2,12,30,25,37,3,0,.253,.339,.505,.844,227,2,0,2,4,1.02,24,100,1,.252,.253,16.50,.676,.110,.163
135,Rick Ankiel,CF,STL,120,413,65,109,21,2,25,71,42,100,2,1,.264,.337,.506,.843,463,5,0,3,8,0.74,48,209,3,.289,.242,16.52,.420,.091,.216
136,Bobby Abreu,RF,NYY,156,609,100,180,39,4,20,100,73,109,22,11,.296,.371,.471,.842,684,1,0,1,14,1.34,63,287,2,.333,.176,30.45,.670,.107,.159
136,Marlon Byrd,CF,TEX,122,403,70,120,28,4,10,53,46,62,7,2,.298,.380,.462,.842,462,9,2,2,10,1.14,42,186,3,.330,.164,40.30,.742,.100,.134
138,Adam LaRoche,1B,PIT,136,492,66,133,32,3,25,85,54,122,1,1,.270,.341,.500,.841,554,2,0,6,9,0.85,60,246,7,.308,.230,19.68,.443,.097,.220
139,John Baker,C,FLA,61,197,32,59,14,0,5,32,30,48,0,0,.299,.392,.447,.839,233,2,1,3,6,1.61,19,88,4,.367,.147,39.40,.625,.129,.206
139,Vernon Wells,CF,TOR,108,427,63,128,22,1,20,78,29,46,4,2,.300,.343,.496,.839,466,3,0,7,16,1.05,43,212,5,.293,.197,21.35,.630,.062,.099
141,Gabe Kapler,CF,MIL,96,229,36,69,17,2,8,38,13,39,3,1,.301,.340,.498,.838,245,1,1,1,3,1.12,27,114,0,.333,.197,28.62,.333,.053,.159
141,Martín Prado,3B,ATL,78,228,36,73,18,4,2,33,21,29,3,1,.320,.377,.461,.838,254,1,2,2,3,1.03,24,105,0,.357,.140,114.00,.724,.083,.114
143,Raul Ibanez,LF,SEA,162,635,85,186,43,3,23,110,64,110,2,4,.293,.358,.479,.837,707,3,0,5,13,0.86,69,304,11,.321,.186,27.61,.582,.091,.156
144,Johnny Damon,LF,NYY,143,555,95,168,27,5,17,71,64,82,29,8,.303,.375,.461,.836,623,1,2,1,5,0.94,49,256,0,.330,.159,32.65,.780,.103,.132
145,Stephen Drew,SS,AZ,152,611,91,178,44,11,21,67,41,109,3,3,.291,.333,.502,.835,663,1,3,7,5,0.75,76,307,6,.322,.211,29.10,.376,.062,.164
145,Gregorio Petit,X,OAK,14,23,4,8,2,0,0,0,2,9,0,0,.348,.400,.435,.835,25,0,0,0,0,0.50,2,10,0,.571,.087,-.--,.222,.080,.360
147,Mike Aviles,SS,KC,102,419,68,136,27,4,10,51,18,58,8,3,.325,.354,.480,.834,441,2,0,2,12,1.08,41,201,4,.357,.155,41.90,.310,.041,.132
147,Josh Willingham,LF,FLA,102,351,54,89,21,5,15,51,48,82,3,2,.254,.364,.470,.834,416,14,1,2,7,0.79,41,165,2,.289,.217,23.40,.585,.115,.197
