index,PLAYER,position,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
149,Michael Barrett,C,CHC,134,456,55,131,32,6,16,65,33,64,1,4,.287,.337,.489,.826,506,5,4,8,13,1.37,54,223,4,.299,.202,28.50,.516,.065,.126
150,Raul Ibanez,LF,SEA,123,481,67,146,31,1,16,62,36,72,1,2,.304,.353,.472,.825,524,3,0,4,10,0.99,48,227,5,.327,.168,30.06,.500,.069,.137
150,Frank Menechino,2B,TOR,85,269,40,74,13,4,9,26,37,52,0,2,.275,.371,.454,.825,311,4,1,0,5,1.06,26,122,1,.313,.178,29.89,.712,.119,.167
150,Craig Monroe,LF,DET,128,447,65,131,27,3,18,72,29,79,3,4,.293,.337,.488,.825,481,2,0,3,8,1.16,48,218,1,.320,.195,24.83,.367,.060,.164
153,Midre Cummings,DH,TB,22,54,10,15,4,0,2,7,5,12,1,0,.278,.361,.463,.824,61,2,0,0,0,0.29,6,25,0,.325,.185,27.00,.417,.082,.197
153,Jorge Piedra,CF,COL,38,91,15,27,8,0,3,10,5,19,0,1,.297,.340,.484,.824,98,1,1,0,1,1.71,11,44,0,.348,.187,30.33,.263,.051,.194
153,Jayson Werth,LF,LA,89,290,56,76,11,3,16,47,30,85,4,1,.262,.338,.486,.824,326,4,1,1,1,0.70,30,141,0,.316,.224,18.12,.353,.092,.261
156,Steve Finley,CF,LA,162,628,92,170,28,1,36,94,61,82,9,7,.271,.333,.490,.823,706,1,9,7,14,0.87,65,308,1,.259,.220,17.44,.744,.086,.116
156,Derek Jeter,SS,NYY,154,643,111,188,44,1,23,78,46,99,23,4,.292,.352,.471,.823,721,14,16,2,19,1.43,68,303,1,.315,.179,27.96,.465,.064,.137
156,Tino Martinez,1B,TB,138,458,63,120,20,1,23,76,66,72,3,1,.262,.362,.461,.823,538,9,0,5,10,0.91,44,211,9,.264,.199,19.91,.917,.123,.134
159,David Bell,3B,PHI,143,533,67,155,33,1,18,77,57,75,1,1,.291,.363,.458,.821,603,6,2,5,14,0.89,52,244,4,.308,.167,29.61,.760,.095,.124
159,Marcus Giles,2B,ATL,102,379,61,118,22,2,8,48,36,70,17,4,.311,.378,.443,.821,434,9,3,7,6,1.09,32,168,0,.357,.132,47.38,.514,.083,.161
159,Adam LaRoche,1B,ATL,110,324,45,90,27,1,13,45,27,78,0,0,.278,.333,.488,.821,356,1,2,2,10,1.29,41,158,1,.328,.210,24.92,.346,.076,.219
159,Jose Vidro,2B,MON,110,412,51,121,24,0,14,60,49,43,3,1,.294,.367,.454,.821,467,0,4,2,14,1.47,38,187,7,.300,.160,29.43,1.140,.105,.092
163,Pat Burrell,LF,PHI,127,448,66,115,17,0,24,84,78,130,2,0,.257,.365,.455,.820,534,2,0,6,10,0.57,41,204,7,.303,.199,18.67,.600,.146,.243
163,Todd Walker,2B,CHC,129,372,60,102,19,4,15,50,43,52,0,3,.274,.352,.468,.820,424,4,1,4,2,0.94,38,174,8,.282,.194,24.80,.827,.101,.123
165,Hee-Seop Choi,1B,LA,126,343,53,86,21,1,15,46,63,96,1,0,.251,.370,.449,.819,416,4,2,4,6,0.82,37,154,6,.301,.198,22.87,.656,.151,.231
165,Julio Franco,1B,ATL,125,320,37,99,18,3,6,57,36,68,4,2,.309,.378,.441,.819,361,1,1,3,10,2.02,27,141,4,.373,.131,53.33,.529,.100,.188
165,Damon Hollins,LF,ATL,7,22,3,8,2,0,0,5,0,4,0,0,.364,.364,.455,.819,23,0,1,0,0,4.50,2,10,0,.444,.091,-.--,.---,.000,.174
168,Ramon Hernandez,C,SD,111,384,45,106,23,0,18,63,35,45,1,0,.276,.341,.477,.818,432,5,4,4,16,1.21,41,183,0,.271,.201,21.33,.778,.081,.104
168,Eric Valent,X,NYM,130,270,39,72,15,2,13,34,28,61,0,1,.267,.337,.481,.818,300,1,0,1,10,0.77,30,130,4,.299,.215,20.77,.459,.093,.203
170,Mark Bellhorn,2B,BOS,138,523,93,138,37,3,17,82,88,177,6,1,.264,.373,.444,.817,620,5,1,3,8,0.91,57,232,1,.364,.180,30.76,.497,.142,.285
170,Dmitri Young,DH,DET,104,389,72,106,23,2,18,60,33,71,0,1,.272,.336,.481,.817,432,6,0,4,8,1.08,43,187,4,.289,.208,21.61,.465,.076,.164
172,Eric Byrnes,LF,OAK,143,569,91,161,39,3,20,73,46,111,17,1,.283,.347,.467,.814,632,12,0,5,11,0.48,62,266,0,.318,.185,28.45,.414,.073,.176
172,Cliff Floyd,LF,NYM,113,396,55,103,26,0,18,63,47,103,11,4,.260,.352,.462,.814,457,11,0,3,8,0.97,44,183,6,.306,.202,22.00,.456,.103,.225
172,David Newhan,DH,BAL,95,373,66,116,15,7,8,54,27,72,11,1,.311,.361,.453,.814,412,4,5,3,4,1.22,30,169,0,.365,.142,46.62,.375,.066,.175
175,Charles Thomas,LF,ATL,83,236,35,68,8,4,7,31,21,45,3,1,.288,.368,.445,.813,267,9,1,0,3,1.76,19,105,9,.332,.157,33.71,.467,.079,.169
176,Keith Ginter,2B,MIL,113,386,47,101,23,2,19,60,37,100,8,1,.262,.333,.479,.812,437,6,4,4,9,0.79,44,185,2,.303,.218,20.32,.370,.085,.229
176,Shea Hillenbrand,1B,AZ,148,562,68,174,36,3,15,80,24,49,2,0,.310,.348,.464,.812,604,12,0,6,18,1.12,54,261,2,.315,.155,37.47,.490,.040,.081
178,Shawn Green,1B,LA,157,590,92,157,28,1,28,86,71,114,5,2,.266,.352,.459,.811,671,8,0,2,17,1.77,57,271,6,.287,.193,21.07,.623,.106,.170
178,Jason Lane,X,HOU,107,136,21,37,10,2,4,19,16,33,1,0,.272,.348,.463,.811,156,1,1,2,2,0.73,16,63,0,.327,.191,34.00,.485,.103,.212
178,Gary Matthews,RF,TEX,87,280,37,77,17,1,11,36,33,64,5,1,.275,.350,.461,.811,317,1,0,3,1,1.29,29,129,5,.317,.186,25.46,.516,.104,.202
178,Bill Mueller,3B,BOS,110,399,75,113,27,1,12,57,51,56,2,2,.283,.365,.446,.811,460,4,0,6,8,0.93,40,178,1,.300,.163,33.25,.911,.111,.122
182,Carlos Pena,1B,DET,142,481,89,116,22,4,27,82,70,146,7,1,.241,.338,.472,.810,562,3,2,5,11,0.90,53,227,2,.284,.231,17.82,.479,.125,.260
183,Vernon Wells,CF,TOR,134,536,82,146,34,2,23,67,51,83,9,2,.272,.337,.472,.809,590,2,0,1,17,1.01,59,253,2,.285,.200,23.30,.614,.086,.141
184,Alfonso Soriano,2B,TEX,145,608,77,170,32,4,28,91,33,121,18,5,.280,.324,.484,.808,658,10,0,7,7,0.65,64,294,4,.305,.204,21.71,.273,.050,.184
185,Craig Biggio,LF,HOU,156,633,100,178,47,0,24,63,40,94,7,2,.281,.337,.469,.806,700,15,9,3,8,0.87,71,297,0,.297,.188,26.38,.426,.057,.134
185,Mike Piazza,1B,NYM,129,455,47,121,21,0,20,54,68,78,0,0,.266,.362,.444,.806,528,2,0,3,14,1.01,41,202,14,.281,.178,22.75,.872,.129,.148
187,Torii Hunter,CF,MIN,138,520,79,141,37,0,23,81,40,101,21,7,.271,.330,.475,.805,569,7,0,2,23,1.22,60,247,4,.296,.204,22.61,.396,.070,.178
188,Jorge Cantu,2B,TB,50,173,25,52,20,1,2,17,9,44,0,0,.301,.341,.462,.803,185,2,0,1,5,1.11,23,80,0,.391,.162,86.50,.205,.049,.238
188,Jimmy Rollins,SS,PHI,154,657,119,190,43,12,14,73,57,73,30,9,.289,.348,.455,.803,725,3,6,2,4,0.93,69,299,3,.308,.166,46.93,.781,.079,.101
190,Jarrod Washburn,P,ANA,25,5,0,2,0,0,0,1,0,0,0,0,.400,.400,.400,.800,7,0,2,0,0,1.50,0,2,0,.400,.000,-.--,.---,.000,.000
191,Luis Gonzalez,2B,COL,102,322,42,94,17,2,12,40,15,67,1,5,.292,.330,.469,.799,351,4,9,1,5,1.19,31,151,1,.336,.177,26.83,.224,.043,.191
192,Mike Cameron,CF,NYM,140,493,76,114,30,1,30,76,57,143,22,6,.231,.319,.479,.798,562,8,1,3,5,0.58,61,236,2,.260,.247,16.43,.399,.101,.254
192,Geoff Jenkins,LF,MIL,157,617,88,163,36,6,27,93,46,152,3,1,.264,.325,.473,.798,681,12,0,6,19,1.10,69,292,10,.306,.209,22.85,.303,.068,.223
192,Terrmel Sledge,LF,MON,133,398,45,107,20,6,15,62,40,66,3,3,.269,.336,.462,.798,446,1,6,1,2,1.02,41,184,4,.289,.193,26.53,.606,.090,.148
195,Reggie Sanders,RF,STL,135,446,64,116,27,3,22,67,33,118,21,5,.260,.315,.482,.797,487,4,1,3,5,0.76,52,215,5,.304,.222,20.27,.280,.068,.242
196,Andrés Blanco,SS,KC,19,60,9,19,2,2,0,5,5,6,1,2,.317,.379,.417,.796,67,1,1,0,0,1.57,4,25,0,.352,.100,-.--,.833,.075,.090
196,Matt Stairs,RF,KC,126,439,48,117,21,3,18,66,49,92,1,0,.267,.345,.451,.796,496,5,0,3,15,1.16,42,198,2,.298,.185,24.39,.533,.099,.185
198,Khalil Greene,SS,SD,139,484,67,132,31,4,15,65,53,94,4,2,.273,.349,.446,.795,554,8,1,8,9,0.68,50,216,10,.305,.174,32.27,.564,.096,.170
198,Rafael Palmeiro,1B,BAL,154,550,68,142,29,0,23,88,86,61,2,1,.258,.359,.436,.795,651,6,0,9,15,0.59,52,240,15,.251,.178,23.91,1.410,.132,.094
198,Bernie Williams,CF,NYY,148,561,105,147,29,1,22,70,85,96,1,5,.262,.360,.435,.795,651,2,1,2,19,0.96,52,244,5,.281,.173,25.50,.885,.131,.147
201,Jamie Burke,C,CWS,57,120,22,40,9,0,0,15,10,13,0,0,.333,.386,.408,.794,133,1,1,1,3,1.76,9,49,0,.370,.075,-.--,.769,.075,.098
201,Jack Wilson,SS,PIT,157,652,82,201,41,12,11,59,26,71,8,4,.308,.335,.459,.794,693,3,7,5,15,0.99,64,299,0,.330,.150,59.27,.366,.038,.102
203,Jermaine Dye,RF,OAK,137,532,87,141,29,4,23,80,49,128,4,2,.265,.329,.464,.793,590,4,0,5,16,0.84,56,247,4,.306,.199,23.13,.383,.083,.217
203,Brandon Inge,3B,DET,131,408,43,117,15,7,13,64,32,72,5,4,.287,.340,.453,.793,458,4,8,6,4,0.96,35,185,0,.316,.167,31.38,.444,.070,.157
205,Jason Kubel,RF,MIN,23,60,10,18,2,0,2,7,6,9,1,1,.300,.358,.433,.791,67,0,0,1,0,1.13,4,26,0,.320,.133,30.00,.667,.090,.134
206,Coco Crisp,CF,CLE,139,491,78,146,24,2,15,71,36,69,20,13,.297,.344,.446,.790,538,0,9,2,8,1.31,41,219,4,.320,.149,32.73,.522,.067,.128
206,Jeff DaVanon,CF,ANA,108,285,41,79,11,4,7,34,46,54,18,3,.277,.372,.418,.790,337,0,1,5,2,0.74,22,119,2,.314,.140,40.71,.852,.136,.160
206,Pedro Feliz,1B,SF,144,503,72,139,33,3,22,84,23,85,5,2,.276,.305,.485,.790,531,0,0,5,18,1.06,58,244,1,.292,.209,22.86,.271,.043,.160
206,Rondell White,LF,DET,121,448,76,121,21,2,19,67,39,77,1,2,.270,.337,.453,.790,498,8,0,3,13,1.04,42,203,4,.287,.183,23.58,.506,.078,.155
210,Garret Anderson,CF,ANA,112,442,57,133,20,1,14,75,29,75,2,1,.301,.343,.446,.789,475,1,0,3,3,1.04,35,197,6,.334,.145,31.57,.387,.061,.158
210,Jason Kendall,C,PIT,147,574,86,183,32,0,3,51,60,41,11,8,.319,.399,.390,.789,658,19,1,4,12,1.18,35,224,2,.337,.071,191.33,1.463,.091,.062
212,Damion Easley,X,FLA,98,223,26,53,20,1,9,43,24,36,4,1,.238,.331,.457,.788,257,8,0,2,6,0.89,30,102,1,.244,.220,24.78,.667,.093,.140
212,Randy Wolf,P,PHI,25,45,6,12,2,0,3,8,1,10,0,0,.267,.277,.511,.788,55,0,8,1,1,1.46,5,23,0,.273,.244,15.00,.100,.018,.182
214,Scott Hatteberg,1B,OAK,152,550,87,156,30,0,15,82,72,48,0,0,.284,.367,.420,.787,638,5,3,8,10,0.81,45,231,5,.285,.136,36.67,1.500,.113,.075
214,Matt Lawton,LF,CLE,150,591,109,164,25,0,20,70,74,84,23,9,.277,.366,.421,.787,680,11,0,4,21,1.30,45,249,3,.293,.144,29.55,.881,.109,.124
216,Milton Bradley,CF,LA,141,516,72,138,24,0,19,67,71,123,15,11,.267,.362,.424,.786,597,6,3,1,12,1.25,43,219,3,.317,.157,27.16,.577,.119,.206
216,Placido Polanco,2B,PHI,126,503,74,150,21,0,17,55,27,39,7,4,.298,.345,.441,.786,555,12,7,6,13,1.22,38,222,0,.294,.143,29.59,.692,.049,.070
218,Ben Grieve,X,CHC,123,250,30,65,17,0,8,35,39,70,0,0,.260,.361,.424,.785,294,2,0,3,4,1.31,25,106,5,.326,.164,31.25,.557,.133,.238
218,Chris Snyder,C,AZ,29,96,10,23,6,0,5,15,13,25,0,0,.240,.327,.458,.785,110,0,0,1,0,0.69,11,44,1,.269,.219,19.20,.520,.118,.227
218,B.J. Surhoff,RF,BAL,100,343,49,106,12,1,8,50,30,46,2,0,.309,.365,.420,.785,378,1,3,1,9,1.12,21,144,2,.338,.111,42.88,.652,.079,.122
221,David Dellucci,LF,TEX,107,331,59,80,13,1,17,61,47,88,9,4,.242,.342,.441,.783,387,5,1,3,4,0.86,31,146,3,.275,.199,19.47,.534,.121,.227
222,Brady Clark,RF,MIL,138,353,41,99,18,1,7,46,53,48,15,8,.280,.385,.397,.782,420,9,1,3,9,0.89,26,140,2,.306,.116,50.43,1.104,.126,.114
222,Mike Lieberthal,C,PHI,131,476,58,129,31,1,17,61,37,69,1,1,.271,.335,.447,.782,529,11,1,4,19,0.61,49,213,2,.284,.176,28.00,.536,.070,.130
224,Carl Crawford,LF,TB,152,626,104,185,26,19,11,55,35,81,59,15,.296,.331,.450,.781,672,1,4,6,2,1.01,56,282,2,.322,.155,56.91,.432,.052,.121
224,Juan Pierre,CF,FLA,162,678,100,221,22,12,3,49,45,35,45,24,.326,.374,.407,.781,748,8,15,2,9,1.68,37,276,1,.340,.081,226.00,1.286,.060,.047
226,Charles Johnson,C,COL,109,305,42,72,20,0,13,47,49,91,2,1,.236,.350,.430,.780,362,5,2,1,6,1.23,33,131,1,.292,.193,23.46,.538,.135,.251
226,Junior Spivey,2B,MIL,59,228,33,62,13,0,7,28,25,48,5,3,.272,.359,.421,.780,263,7,1,2,7,1.09,20,96,0,.314,.149,32.57,.521,.095,.183
226,Kevin Youkilis,3B,BOS,72,208,38,54,11,0,7,35,33,45,0,1,.260,.367,.413,.780,248,4,0,3,1,0.70,18,86,0,.296,.154,29.71,.733,.133,.181
229,Michael Cuddyer,2B,MIN,115,339,49,89,22,1,12,45,37,74,5,5,.263,.339,.440,.779,382,3,2,1,8,0.72,35,149,2,.303,.177,28.25,.500,.097,.194
229,Mark Grudzielanek,2B,CHC,81,257,32,79,12,1,6,23,15,32,1,1,.307,.347,.432,.779,278,1,4,1,7,0.84,19,111,0,.332,.125,42.83,.469,.054,.115
229,Orlando Hudson,2B,TOR,135,489,73,132,32,7,12,58,51,98,7,3,.270,.341,.438,.779,551,4,3,4,12,1.29,51,214,0,.313,.168,40.75,.520,.093,.178
229,Jason Michaels,CF,PHI,115,299,44,82,12,0,10,40,42,80,2,2,.274,.364,.415,.779,346,2,0,3,3,0.73,22,124,1,.340,.140,29.90,.525,.121,.231
229,Daryle Ward,1B,PIT,79,293,39,73,17,2,15,57,22,45,0,0,.249,.305,.474,.779,321,3,0,3,8,0.73,34,139,3,.246,.225,19.53,.489,.069,.140
234,Luis Ayala,P,MON,81,9,0,3,1,0,0,0,0,3,0,0,.333,.333,.444,.777,10,0,1,0,0,0.33,1,4,0,.500,.111,-.--,.---,.000,.300
235,Chase Utley,2B,PHI,94,267,36,71,11,2,13,57,15,40,4,1,.266,.308,.468,.776,287,2,1,2,6,1.21,26,125,1,.269,.202,20.54,.375,.052,.139
236,Jerry Hairston,RF,BAL,86,287,43,87,19,1,2,24,29,29,13,8,.303,.378,.397,.775,334,8,6,4,3,0.77,22,114,1,.327,.094,143.50,1.000,.087,.087
237,Ronnie Belliard,2B,CLE,152,599,78,169,48,1,12,70,60,98,3,2,.282,.348,.426,.774,663,2,0,2,18,0.95,61,255,5,.320,.144,49.92,.612,.090,.148
237,Ray Lankford,LF,STL,92,200,36,51,14,1,6,22,29,55,2,2,.255,.349,.425,.774,235,2,0,4,6,0.81,21,85,4,.315,.170,33.33,.527,.123,.234
239,Marquis Grissom,CF,SF,145,562,78,157,26,2,22,90,37,83,3,1,.279,.323,.450,.773,606,1,2,4,22,1.20,50,253,5,.293,.171,25.54,.446,.061,.137
239,Randy Winn,CF,SEA,157,626,84,179,34,6,14,81,53,98,21,7,.286,.346,.427,.773,703,8,9,7,16,1.45,54,267,1,.317,.141,44.71,.541,.075,.139
241,Jeff Conine,LF,FLA,140,521,55,146,35,1,14,83,48,78,5,5,.280,.340,.432,.772,579,2,2,6,15,0.65,50,225,3,.303,.152,37.21,.615,.083,.135
241,Anderson Machado,SS,CIN,17,56,6,15,5,1,0,4,10,26,3,1,.268,.379,.393,.772,66,0,0,0,0,4.00,6,22,2,.500,.125,-.--,.385,.152,.394
241,Adam Melhuse,C,OAK,69,214,23,55,11,0,11,31,16,47,0,1,.257,.309,.463,.772,231,0,1,0,4,1.46,22,99,1,.282,.206,19.46,.340,.069,.203
241,Corey Patterson,CF,CHC,157,631,91,168,33,6,24,72,45,168,32,9,.266,.320,.452,.772,687,5,5,1,7,0.86,63,285,7,.327,.185,26.29,.268,.066,.245
245,Humberto Cota,C,PIT,36,66,10,15,1,1,5,8,3,20,0,0,.227,.271,.500,.771,70,1,0,0,1,1.07,7,33,1,.244,.273,13.20,.150,.043,.286
245,Barry Larkin,SS,CIN,111,346,55,100,15,3,8,44,34,39,2,0,.289,.352,.419,.771,386,1,2,3,16,1.44,26,145,1,.305,.130,43.25,.872,.088,.101
247,Lou Collier,X,PHI,32,36,7,10,1,0,1,4,5,10,1,0,.278,.381,.389,.770,42,1,0,0,2,1.29,2,14,0,.360,.111,36.00,.500,.119,.238
248,Chone Figgins,3B,ANA,148,577,83,171,22,17,5,60,49,94,34,13,.296,.350,.419,.769,638,0,10,2,6,0.75,44,242,0,.346,.123,115.40,.521,.077,.147
248,Lou Merloni,1B,CLE,71,190,25,55,12,1,4,28,14,41,1,2,.289,.343,.426,.769,214,3,4,3,9,0.91,17,81,1,.345,.137,47.50,.341,.065,.192
248,Nick Swisher,LF,OAK,20,60,11,15,4,0,2,8,8,11,0,0,.250,.352,.417,.769,71,2,0,1,2,0.84,6,25,0,.271,.167,30.00,.727,.113,.155
251,Larry Bigbie,LF,BAL,139,478,76,134,23,1,15,68,45,113,8,3,.280,.341,.427,.768,531,1,3,4,7,1.87,39,204,0,.336,.146,31.87,.398,.085,.213
251,Matt Diaz,LF,TB,10,21,3,4,1,1,1,3,1,6,0,0,.190,.292,.476,.768,24,2,0,0,0,1.20,3,10,0,.214,.286,21.00,.167,.042,.250
253,Juan Gonzalez,RF,KC,33,127,17,35,4,1,5,17,9,19,0,1,.276,.326,.441,.767,138,1,0,1,3,0.90,10,56,1,.288,.165,25.40,.474,.065,.138
254,Chris Aguila,RF,FLA,29,45,10,10,2,1,3,5,2,12,0,0,.222,.255,.511,.766,48,0,1,0,0,1.18,6,23,0,.233,.289,15.00,.167,.042,.250
254,José Cruz,RF,TB,153,545,76,132,25,8,21,78,76,117,11,6,.242,.333,.433,.766,636,2,5,8,6,0.74,54,236,8,.267,.191,25.95,.650,.119,.184
254,Omar Infante,2B,DET,142,503,69,133,27,9,16,55,40,112,13,7,.264,.317,.449,.766,556,1,7,5,4,0.67,52,226,3,.308,.185,31.44,.357,.072,.201
257,Jason LaRue,C,CIN,114,390,46,98,24,2,14,55,26,108,0,2,.251,.334,.431,.765,445,24,2,3,7,1.08,40,168,5,.310,.179,27.86,.241,.058,.243
257,Michael Tucker,RF,SF,140,464,77,119,21,6,13,62,70,106,5,2,.256,.353,.412,.765,547,2,6,5,5,0.95,40,191,3,.303,.155,35.69,.660,.128,.194
259,Miguel Cairo,2B,NYY,122,360,48,105,17,5,6,42,18,49,11,3,.292,.346,.417,.763,408,14,12,4,7,1.06,28,150,1,.320,.125,60.00,.367,.044,.120
260,Rocco Baldelli,CF,TB,136,518,79,145,27,3,16,74,30,88,17,4,.280,.326,.436,.762,565,8,3,6,12,1.06,46,226,2,.307,.156,32.38,.341,.053,.156
260,JD Closser,C,COL,36,113,5,36,6,0,1,10,6,22,0,0,.319,.364,.398,.762,124,2,3,0,3,1.23,7,45,0,.389,.080,113.00,.273,.048,.177
260,David DeJesus,CF,KC,96,363,58,104,15,3,7,39,33,53,8,11,.287,.360,.402,.762,413,9,8,0,6,1.38,25,146,0,.320,.116,51.86,.623,.080,.128
260,Vance Wilson,C,NYM,79,157,18,43,10,1,4,21,11,24,1,0,.274,.335,.427,.762,177,5,1,3,5,0.92,15,67,2,.295,.153,39.25,.458,.062,.136
264,Michael Restovich,LF,MIN,29,47,9,12,3,0,2,6,4,10,0,0,.255,.314,.447,.761,51,0,0,0,0,1.50,5,21,0,.286,.191,23.50,.400,.078,.196
265,Jose Valentin,SS,CWS,125,450,73,97,20,3,30,70,43,139,8,6,.216,.287,.473,.760,504,3,6,2,5,0.60,53,213,4,.237,.258,15.00,.309,.085,.276
265,Gregg Zaun,C,TOR,107,338,46,91,24,0,6,36,47,61,0,2,.269,.367,.393,.760,392,6,0,1,7,0.97,30,133,3,.313,.124,56.33,.770,.120,.156
267,Ken Harvey,1B,KC,120,456,47,131,20,1,13,55,28,89,1,1,.287,.338,.421,.759,494,8,0,2,14,1.77,34,192,2,.331,.134,35.08,.315,.057,.180
267,Paul Lo Duca,C,FLA,143,535,68,153,29,2,13,80,36,49,4,5,.286,.338,.421,.759,594,9,8,6,22,1.05,44,225,0,.292,.135,41.15,.735,.061,.082
269,Rafael Furcal,SS,ATL,143,563,103,157,24,5,14,59,58,71,29,6,.279,.344,.414,.758,632,1,5,5,9,1.21,43,233,4,.296,.135,40.21,.817,.092,.112
269,D'Angelo Jimenez,2B,CIN,152,563,76,152,28,3,12,67,82,99,13,7,.270,.364,.394,.758,652,2,3,2,15,0.89,43,222,1,.308,.124,46.92,.828,.126,.152
269,Jose Offerman,X,MIN,77,172,22,44,14,2,2,22,29,31,1,1,.256,.363,.395,.758,202,0,1,0,1,0.58,18,68,2,.302,.140,86.00,.935,.144,.153
269,Eric Young,LF,TEX,104,344,55,99,25,2,1,27,43,28,14,9,.288,.377,.381,.758,402,8,4,3,9,0.91,28,131,0,.308,.093,344.00,1.536,.107,.070
273,Edgardo Alfonzo,3B,SF,139,519,66,150,26,1,11,77,46,40,1,1,.289,.350,.407,.757,576,5,2,4,15,0.73,38,211,2,.294,.118,47.18,1.150,.080,.069
273,Clint Barmes,2B,COL,20,71,14,20,3,1,2,10,3,10,0,1,.282,.320,.437,.757,77,1,2,0,2,0.72,6,31,0,.305,.155,35.50,.300,.039,.130
273,Nick Johnson,1B,MON,73,251,35,63,16,0,7,33,40,58,6,3,.251,.359,.398,.757,295,3,0,1,5,1.18,23,100,2,.299,.147,35.86,.690,.136,.197
273,Adam Kennedy,2B,ANA,144,468,70,130,20,5,10,48,41,92,15,5,.278,.351,.406,.757,533,13,9,2,10,0.86,35,190,7,.326,.128,46.80,.446,.077,.173
273,Ty Wigginton,3B,PIT,144,494,63,129,30,2,17,66,45,82,7,1,.261,.324,.433,.757,545,2,1,3,15,1.13,49,214,6,.281,.172,29.06,.549,.083,.150
278,So Taguchi,LF,STL,109,179,26,52,10,2,3,25,12,23,6,3,.291,.337,.419,.756,206,2,10,3,6,1.29,15,75,1,.314,.128,59.67,.522,.058,.112
279,Tony Clark,1B,NYY,106,253,37,56,12,0,16,49,26,92,0,0,.221,.297,.458,.755,283,2,0,2,6,1.89,28,116,3,.272,.237,15.81,.283,.092,.325
279,Terrence Long,LF,SD,136,288,31,85,19,4,3,28,19,51,3,2,.295,.335,.420,.755,313,1,0,5,13,1.12,26,121,4,.343,.125,96.00,.373,.061,.163
281,Dallas McPherson,3B,ANA,16,40,5,9,1,0,3,6,3,17,1,0,.225,.279,.475,.754,43,0,0,0,0,1.80,4,19,0,.300,.250,13.33,.176,.070,.395
281,Josh Phelps,DH,CLE,103,371,51,93,19,2,17,61,22,93,0,0,.251,.304,.450,.754,401,7,0,1,13,1.62,38,167,2,.290,.199,21.82,.237,.055,.232
283,Deivi Cruz,SS,SF,127,397,46,116,30,2,7,55,17,32,1,3,.292,.322,.431,.753,431,3,8,6,11,1.27,39,171,6,.299,.139,56.71,.531,.039,.074
284,Brad Fullmer,DH,TEX,76,258,41,60,19,1,11,33,27,30,1,2,.233,.310,.442,.752,290,3,0,2,7,1.10,31,114,1,.224,.209,23.46,.900,.093,.103
284,Ruben Sierra,DH,NYY,107,307,40,75,12,1,17,65,25,55,1,0,.244,.296,.456,.752,338,0,0,6,5,0.85,30,140,4,.241,.212,18.06,.455,.074,.163
286,Wilson Delgado,SS,NYM,42,130,11,38,4,1,2,13,15,29,1,0,.292,.366,.385,.751,147,0,2,0,1,1.03,7,50,3,.364,.092,65.00,.517,.102,.197
286,John Flaherty,C,NYY,47,127,11,32,9,0,6,16,5,25,0,2,.252,.286,.465,.751,135,1,2,0,5,0.85,15,59,2,.271,.213,21.17,.200,.037,.185
286,Miguel Ojeda,C,SD,62,156,23,40,3,0,8,26,15,34,0,0,.256,.322,.429,.751,174,1,0,2,1,0.75,11,67,1,.276,.173,19.50,.441,.086,.195
286,Joe Randa,3B,KC,128,485,65,139,31,2,8,56,40,77,0,1,.287,.343,.408,.751,539,6,0,8,11,0.71,41,198,1,.321,.122,60.62,.519,.074,.143
290,Jamey Carroll,2B,MON,102,218,36,63,14,2,0,16,32,21,5,1,.289,.378,.372,.750,256,1,2,3,3,1.17,16,81,1,.315,.083,-.--,1.524,.125,.082
290,Mickey Lopez,2B,SEA,6,4,1,1,0,0,0,0,1,0,0,0,.250,.500,.250,.750,6,1,0,0,0,2.00,0,1,0,.250,.000,-.--,.---,.167,.000
290,Derek Lowe,P,BOS,33,4,0,1,1,0,0,1,0,1,0,0,.250,.250,.500,.750,5,0,1,0,0,3.00,1,2,0,.333,.250,-.--,.---,.000,.200
290,Duaner Sanchez,P,LA,67,4,1,1,1,0,0,2,0,1,0,0,.250,.250,.500,.750,5,0,1,0,1,2.00,1,2,0,.333,.250,-.--,.---,.000,.200
290,Johan Santana,P,MIN,34,8,0,3,0,0,0,2,0,1,0,0,.375,.375,.375,.750,8,0,0,0,0,1.00,0,3,0,.429,.000,-.--,.---,.000,.125
290,Chad Tracy,3B,AZ,143,481,45,137,29,3,8,53,45,60,2,3,.285,.343,.407,.750,532,0,1,5,11,0.78,40,196,3,.309,.123,60.12,.750,.085,.113
290,Javier Vazquez,P,NYY,32,4,1,1,1,0,0,0,0,0,0,0,.250,.250,.500,.750,5,0,1,0,1,3.00,1,2,0,.250,.250,-.--,.---,.000,.000
297,Darin Erstad,1B,ANA,125,495,79,146,29,1,7,69,37,74,16,1,.295,.346,.400,.746,543,4,3,4,9,1.64,37,198,1,.333,.105,70.71,.500,.068,.136
297,Benito Santiago,C,KC,49,175,15,48,10,0,6,23,8,32,1,2,.274,.312,.434,.746,189,2,3,1,9,0.90,16,76,0,.304,.160,29.17,.250,.042,.169
